,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,berberis buxifolia lam,berberis buxifolia lam,berberis chitria buch.-ham. ex lindl,berberis chitria buch.-ham.ex lindl,berberis buxifolia lam_infections,berberis chitria buch.-ham. ex lindl_skin disease,berberis chitria buch.-ham.ex lindl_skin disease,berberis darwinii hook_anti-inflammatory,berberis leschenaultia wall. ex wight & arn_antipyretic,berberis chitria buch.-ham.ex lindl_ophthalmic
1,berberis darwinii hook,berberis darwinii hook,berberis jaeschkeana c. k. schneid,berberis jaeschkeana c. k.schneid,berberis darwinii hook_colitis,berberis chitria buch.-ham. ex lindl_rheumatism,berberis chitria buch.-ham.ex lindl_rheumatism,berberis darwinii hook_antipyrectic,berberis libanotica ehrenb. ex c. k. schneid_anti-inflammatory,berberis leschenaultia wall. exwight & arn_antipyretic
2,berberis empetrifolia lam,berberis empetrifolia lam,berberis leschenaultia wall. ex wight & arn,berberis leschenaultia wall. exwight & arn,berberis darwinii hook_indigestion,berberis chitria buch.-ham. ex lindl_bleeding piles,berberis chitria buch.-ham.ex lindl_bleeding piles,berberis integerrima bunge_antipyretic,berberis oblonga (regel) c. k. schneid_antipyretic,berberis libanotica ehrenb. exc. k. schneid_anti-inflammatory
3,berberis integerrima bunge,berberis integerrima bunge,berberis libanotica ehrenb. ex c. k. schneid,berberis libanotica ehrenb. exc. k. schneid,berberis empetrifolia lam_mountain sickness,berberis chitria buch.-ham. ex lindl_enlarged liver and spleen,berberis chitria buch.-ham.ex lindl_skin diseases,berberis koreana palib_antipyretic,berberis oblonga (regel) c. k. schneid_heart tonic,berberis heterophyllajuss. ex poir_anti-inflammatory
4,berberis koreana palib,berberis koreana palib,berberis oblonga (regel) c. k. schneid,berberis heterophyllajuss. ex poir,berberis integerrima bunge_diabetes,berberis chitria buch.-ham. ex lindl_ulcers,berberis chitria buch.-ham.ex lindl_enlarged liver and spleen,berberis lycium royle_febrifuge,berberis oblonga (regel) c. k. schneid_antidiarrheal,berberis heterophyllajuss. ex poir_febrifuge
5,berberis lycium royle,berberis lycium royle,berberis petiolaris wall. ex g. don,berberis oblonga (regel) c. k.schneid,berberis integerrima bunge_tuberculosis,berberis chitria buch.-ham. ex lindl_jaundice,berberis chitria buch.-ham.ex lindl_ulcers,berberis microphylla g. forst_anti-inflammatory,berberis pseudumbellata r. parker_diuretic,berberis oblonga (regel) c. k.schneid_antipyretic
6,berberis microphylla g. forst,berberis microphylla g. forst,berberis pseudumbellata r. parker,berberis petiolaris wall. ex g.don,berberis integerrima bunge_rheumatism,berberis chitria buch.-ham. ex lindl_conjunctivitis,berberis chitria buch.-ham.ex lindl_jaundice,berberis microphylla g. forst_febrifuge,berberis pseudumbellata r. parker_oxytocic,berberis oblonga (regel) c. k.schneid_heart tonic
7,berberis thunbergii dc,berberis thunbergii dc,berberis umbellata wall. ex g. don,berberis pseudumbellata r.parker,berberis integerrima bunge_kidney stones,berberis chitria buch.-ham. ex lindl_affection of eyes,berberis chitria buch.-ham.ex lindl_conjunctivitis,berberis thunbergii dc_anti-inflammatory,berberis umbellata wall. ex g. don_tonic,berberis oblonga (regel) c. k.schneid_antidiarrheal
8,berberis tinctoria lesch,berberis tinctoria lesch,caulophyllum thalictroides (l.) michaux,berberis umbellata wall. ex g.don,berberis integerrima bunge_heart pain,berberis darwinii hook_stomach pains,berberis chitria buch.-ham.ex lindl_affection of eyes,berberis tinctoria lesch_antimicrobial,caulophyllum thalictroides (l.) michaux_antispasmodic,berberis petiolaris wall. ex g.don_oxytocic
9,berberis vulgaris l,berberis vulgaris l,sinopodophyllum hexandrum (royle) t. s. ying,caulophyllum thalictroides (l.)michaux,berberis integerrima bunge_bone fractures,berberis integerrima bunge_stomach aches,berberis darwinii hook_stomachpains,berberis vulgaris l_sedative,caulophyllum thalictroides (l.) michaux_inducer of menstruation,berberis pseudumbellata r.parker_diuretic
10,jeffersonia diphylla (l.) pers,jeffersonia diphylla (l.) pers,corydalis solida subsp. brachylova,sinopodophyllum hexandrum(royle) t. s. ying,berberis integerrima bunge_headaches,berberis jaeschkeana c. k. schneid_eye diseases,berberis integerrima bunge_stomachaches,berberis vulgaris l_anticancer,caulophyllum thalictroides (l.) michaux_uterine stimulant,berberis umbellata wall. ex g.don_tonic
11,mahonia fortunei (lindl. )fedde,mahonia fortunei (lindl.) fedde,corydalis solida subsp. slivenensis (velen.) hayek,tinospora cordifolia(willd.) miers,berberis integerrima bunge_constipation,berberis leschenaultia wall. ex wight & arn_complications during post-natal period,berberis jaeschkeana c. k.schneid_eye diseases,berberis vulgaris l_antiarrhythmic,nandina domestica thunb_antirheumatic,caulophyllum thalictroides (l.)michaux_promote prompt delivery
12,mahonia napaulensis dc,mahonia napaulensis dc,corydalis turtschaninovii besser,argemone alba f. lestib,berberis integerrima bunge_wound,berberis leschenaultia wall. ex wight & arn_cold,berberis leschenaultia wall. exwight & arn_complications duringpost-natal period,jeffersonia diphylla (l.) pers_diuretic,sinopodophyllum hexandrum (royle) t. s. ying_regulate menstruation,caulophyllum thalictroides (l.)michaux_antispasmodic
13,nandina domestica thunb,nandina domestica thunb,eschscholzia californica cham,corydalis solida subsp.brachylova,berberis integerrima bunge_chest pain,berberis libanotica ehrenb. ex c. k. schneid_arthritis,berberis leschenaultia wall. exwight & arn_cold,jeffersonia diphylla (l.) pers_antispasmodic,sinopodophyllum hexandrum (royle) t. s. ying_promote the circulation of blood,caulophyllum thalictroides (l.)michaux_inducerof menstruation
14,tinospora sinensis (lour. )merr,tinospora sinensis (lour.) merr,glaucium corniculatum (l.) rud. subsp. corniculatum,corydalis solida subsp.slivenensis (velen.) hayek,berberis integerrima bunge_radiculitis,berberis libanotica ehrenb. ex c. k. schneid_muscular pain,berberis libanotica ehrenb. exc. k. schneid_muscularpain,jeffersonia diphylla (l.) pers_emetic,tinospora sinensis (lour.) merr_anti-malarial,sinopodophyllum hexandrum(royle) t. s. ying_regulate menstruation
15,argemone albiflora hornem,argemone albiflora hornem,macleaya microcarpa (maxim.) fedde,corydalis slivenensisvelen,berberis koreana palib_gastroenteritis,berberis libanotica ehrenb. ex c. k. schneid_rheumatic diseases,berberis libanotica ehrenb. exc. k. schneid_arthritis,jeffersonia diphylla (l.) pers_expectorant,argemone mexicana l_antidote,sinopodophyllum hexandrum(royle) t. s. ying_promote the circulationof blood
16,argemone mexicana l,argemone mexicana l,papaver rhoeas l. var. chelidonioides,corydalis turtschaninoviibesser,berberis koreana palib_conjunctivitis,berberis libanotica ehrenb. ex c. k. schneid_neuralgic diseases,berberis libanotica ehrenb. exc. k. schneid_rheumatic and neuralgic diseases,mahonia fortunei (lindl.) fedde_antiodontalgic,corydalis solida subsp. brachylova_painkiller,tinospora sinensis (lour. )merr_anti-malarialactivities
17,argemone platyceras l,argemone platyceras l,xanthorhiza simplicissima marshall,eschscholzia californicacham,berberis koreana palib_sore throats,berberis oblonga (regel) c. k. schneid_stomach aches,berberis lycium royle_throatpain,mahonia fortunei (lindl.) fedde_anticancer,corydalis solida subsp. brachylova_antibacterial,tinospora cordifolia(willd.) miers_anti-leprotic
18,bocconia frutescens l,bocconia frutescens l,phellodendron amurense rupr,glaucium corniculatum (l.)rud. subsp. corniculatum,berberis lycium royle_boils,berberis oblonga (regel) c. k. schneid_rheumatism,berberis heterophyllajuss. ex poir_diarrhea,mahonia fortunei (lindl.) fedde_febrifuge,corydalis solida subsp. brachylova_cns stimulant,tinospora cordifolia(willd.) miers_antistress
19,chelidonium majus l,chelidonium majus l,,macleaya microcarpa(maxim.) fedde,berberis lycium royle_intestinal colic,berberis oblonga (regel) c. k. schneid_back pain,berberis oblonga (regel) c. k.schneid_rheumatism,mahonia napaulensis dc_diuretic,corydalis solida subsp. brachylova_sedative,tinospora cordifolia(willd.) miers_antiperiodic
20,corydalis solida subsp. tauricola,corydalis solida subsp. tauricola,,xanthorhiza simplicissimamarshall,berberis lycium royle_menorrhagia,berberis oblonga (regel) c. k. schneid_arthralgia,berberis oblonga (regel) c. k.schneid_stomachaches,mahonia napaulensis dc_demulcent,corydalis solida subsp. brachylova_lowering the blood pressure,tinospora cordifolia(willd.) miers_tonic
21,macleaya cordata (willd. )r.br,macleaya cordata (willd.) r.br,,phellodendron amurenserupr,berberis lycium royle_fracture,berberis oblonga (regel) c. k. schneid_neurasthenia,berberis oblonga (regel) c. k.schneid_back pain,nandina domestica thunb_astringent,corydalis solida subsp. brachylova_antispasmodic,tinospora cordifolia(willd.) miers_antiarthritic
22,papaver dubium l,papaver dubium l,,phellodendron chinense c.k. schneid,berberis lycium royle_piles,berberis oblonga (regel) c. k. schneid_eye diseases,berberis oblonga (regel) c. k.schneid_arthralgia,nandina domestica thunb_tonic,corydalis solida subsp. brachylova_anodyne,tinospora cordifolia(willd.) miers_improve the immune system
23,papaver dubium var. lecoquii,papaver dubium var. lecoquii,,phellodendron chinensevar. glabriusculum c. k.schneid,berberis lycium royle_backache,berberis oblonga (regel) c. k. schneid_jaundice,berberis oblonga (regel) c. k.schneid_neurasthenia,nandina domestica thunb_febrifuge,corydalis solida subsp. brachylova_hallucinogenic,tinospora cordifolia(willd.) miers_anti-spasmodic
24,papaver hybridum l,papaver hybridum l,,corydalis ternata(nakai) nakai,berberis lycium royle_intestinal problems,berberis oblonga (regel) c. k. schneid_wounds of the mouth,berberis oblonga (regel) c. k.schneid_eye diseases,nandina domestica thunb_stomachic,eschscholzia californica cham_diuretic,tinospora cordifolia(willd.) miers_anti-diabetic
