,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,bixa orellana,bixa orellana,,eucalyptus spp,,,,,,
1,pimenta dioica,pimenta dioica,,cassia,,,,,,
2,angelica,angelica archangelica,,cinnamon,,,,,,
3,angelica archangelica,galipea officinalis,,magnolia,,,,,,
4,galipea officinalis,pimpinella anisum,,,,,,,,
5,pimpinella anisum,ferula assafoetida,,,,,,,,
6,ferula assafoetida,melissa officinalis,,,,,,,,
7,melissa officinalis,myroxylon balsamum,,,,,,,,
8,myroxylon balsamum,ocimum basilicum,,,,,,,,
9,ocimum basilicum,laurus nobilis,,,,,,,,
10,laurus nobilis,prunus serotina,,,,,,,,
11,prunus serotina,agathosma,,,,,,,,
12,agathosma spp,umbellularia californica,,,,,,,,
13,umbellularia californica,capparis spinosa,,,,,,,,
14,capparis spinosa,carum carvi,,,,,,,,
15,carum carvi,elettaria cardamomum,,,,,,,,
16,elettaria cardamomum,cinnamomum aromaticum,,,,,,,,
17,cinnamomum aromaticum,apium graveolens,,,,,,,,
18,apium graveolens,anthriscus cerefolium,,,,,,,,
19,anthriscus cerefolium,coriandrum sativum,,,,,,,,
20,coriandrum sativum,cinnamomum verum,,,,,,,,
21,cinnamomum verum,syzygium aromaticum,,,,,,,,
22,syzygium aromaticum,piper,,,,,,,,
23,piper cubeb,cuminum cyminum,,,,,,,,
24,piper nigrum,anethum graveolens,,,,,,,,
25,cuminum cyminum,chenopodium ambrosioides,,,,,,,,
26,anethum graveolens,foeniculum vulgare,,,,,,,,
27,chenopodium ambrosioides,trigonella foenum-graecum,,,,,,,,
28,foeniculum vulgare,boswellia carteri,,,,,,,,
29,trigonella foenum-graecum,kaempferia galanga,,,,,,,,
30,boswellia carteri,alpinia officinarum,,,,,,,,
31,kaempferia galanga,allium sativum,,,,,,,,
32,alpinia officinarum,zingiber officinalis,,,,,,,,
33,allium sativum,aframomum sceptrum,,,,,,,,
34,zingiber officinalis,armoracia lapathifolia,,,,,,,,
35,aframomum sceptrum,hyssopus officinalis,,,,,,,,
36,armoracia lapathifolia,glycyrrhiza glabra,,,,,,,,
37,hyssopus officinalis,myristica fragrans,,,,,,,,
38,glycyrrhiza glabra,origanum majorana,,,,,,,,
39,myristica fragrans,brassica nigra,,,,,,,,
40,origanum majorana,brassica juncea,,,,,,,,
41,brassica nigra,sinapis alba,,,,,,,,
42,brassica juncea,commiphora,,,,,,,,
43,sinapis alba,allium cepa,,,,,,,,
44,commiphora spp,origanum vulgare,,,,,,,,
45,allium cepa,capsicum annuum,,,,,,,,
46,origanum vulgare,petroselinum crispum,,,,,,,,
47,capsicum annuum,mentha pulegium,,,,,,,,
48,capsicum,piper nigrum,,,,,,,,
49,petroselinum crispum,zanthoxylum piperitum,,,,,,,,
50,mentha pulegium,capsicum,,,,,,,,
51,zanthoxylum piperitum,capsicum frutescens,,,,,,,,
52,capsicum spp,mentha,,,,,,,,
53,capsicum frutescens,schinus molle,,,,,,,,
54,mentha x piperita,papaver somniferum,,,,,,,,
55,mentha spicata,quassia amara,,,,,,,,
56,schinus molle,ruta graveolens,,,,,,,,
57,papaver somniferum,crocus sativus,,,,,,,,
58,quassia amara,salvia officinalis,,,,,,,,
59,quassia,smilax aristolochiifolia,,,,,,,,
60,ruta graveolens,sassafras albidum,,,,,,,,
61,crocus sativus,satureja hortensis,,,,,,,,
62,salvia officinalis,sesamum indicum,,,,,,,,
63,smilax aristolochiifolia,prunus spinosa,,,,,,,,
64,sassafras albidum,mentha spicata,,,,,,,,
65,satureja hortensis,illicium verum,,,,,,,,
66,sesamum indicum,artemisia dracunculus,,,,,,,,
67,prunus spinosa,thymus vulgaris,,,,,,,,
68,illicium verum,dipteryx,,,,,,,,
69,artemisia dracunculus,curcuma domestica,,,,,,,,
70,thymus vulgaris,vanilla planifolia,,,,,,,,
71,dipteryx spp,wasabia japonica,,,,,,,,
72,curcuma domestica,gaultheria procumbens,,,,,,,,
73,vanilla planifolia,curcuma zedoaria,,,,,,,,
74,vanilla,hordeum vulgare,,,,,,,,
75,wasabia japonica,acer nigrum,,,,,,,,
76,gaultheria procumbens,cocos nucifera,,,,,,,,
77,curcuma zedoaria,jubaea chilensis,,,,,,,,
78,hordeum vulgare,caryota urens,,,,,,,,
79,acer nigrum,fraxinus ornus,,,,,,,,
80,cocos nucifera,nypa fruticans,,,,,,,,
81,jubaea chilensis,borassus flabellifer,,,,,,,,
82,caryota urens,beta vulgaris,,,,,,,,
83,fraxinus ornus,saccharum officinarum,,,,,,,,
84,nypa fruticans,acer saccharum,,,,,,,,
85,borassus flabellifer,arenga pinnata,,,,,,,,
86,beta vulgaris,sorghum bicolor,,,,,,,,
87,saccharum officinarum,phoenix sylvestris,,,,,,,,
88,acer saccharum,acer saccharinum,,,,,,,,
89,arenga pinnata,,,,,,,,,
90,sorghum,,,,,,,,,
91,sorghum bicolor,,,,,,,,,
92,phoenix sylvestris,,,,,,,,,
93,acer saccharinum,,,,,,,,,
