,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,gossypium,gossypium arboreum,,aloe yucca,,,,,,
1,gossypium arboreum,gossypium herbaceum,,waste,,,,,,
2,g. herbaceum,gossypium barbadense,,,,,,,,
3,gossypium barbadense,gossypium hirsutum,,,,,,,,
4,g. barbadense,gossypium caicoense,,,,,,,,
5,g.hirsutum,gossypium tomentosum,,,,,,,,
6,gossypium hirsutum,gossypium longicalyx,,,,,,,,
7,g. hirsutum,agave sisalina,,,,,,,,
8,g. caicoense,agave cantala,,,,,,,,
9,g. tomentosum,agave fourcroydes,,,,,,,,
10,g. longicalyx,agave lecheguilla,,,,,,,,
11,agave,agave funkiana,,,,,,,,
12,agave sisalina,agave lurida,,,,,,,,
13,agave cantala,agave letonae,,,,,,,,
14,agave fourcroydes,furcraea cabuya,,,,,,,,
15,agave lecheguilla,furcraea hexapetala,,,,,,,,
16,agave funkiana,furcraea foetida,,,,,,,,
17,agave lurida,furcraea macrophylla,,,,,,,,
18,agave letonae,samuela carnerosana,,,,,,,,
19,furcraea cabuya,yucca filamentosa,,,,,,,,
20,furcraea hexapetala,yucca aloifolia,,,,,,,,
21,furcraea foetida,yucca whipplei,,,,,,,,
22,furcraea macrophylla,yucca brevifolia,,,,,,,,
23,samuela carnerosana,yucca schidigera,,,,,,,,
24,yucca filamentosa,yucca glauca,,,,,,,,
25,yucca,yucca treculeana,,,,,,,,
26,yucca aloifolia,musa textilis,,,,,,,,
27,yucca whipplei,broussonetia papyrifera,,,,,,,,
28,yucca brevifolia,ceiba pentandra,,,,,,,,
29,yucca schidigera,boehmeria nivea,,,,,,,,
30,yucca glauca,corchorus capsularis,,,,,,,,
31,yucca treculeana,corchorus olitorius,,,,,,,,
32,musa textilis,hibiscus cannabinus,,,,,,,,
33,broussonetia papyrifera,,,,,,,,,
34,ceiba pentandra,,,,,,,,,
35,boehmeria nivea,,,,,,,,,
36,corchorus capsularis,,,,,,,,,
37,c. olitorius,,,,,,,,,
38,hibiscus cannabinus,,,,,,,,,
39,hibiscus,,,,,,,,,
