,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,b. edulis (bull. : fr,b. edulis (bull. : fr,,l. edodes(berk.) sing,,,,,,
1,boletus edulis (bull fr,l. edodes (berk.) sing,,pleurotusostreatus,,,,,,
2,boletus edulis bull,p ostreatus(jacq. : fr) kummer,,lentinula,,,,,,
3,b. edulis (bull. :fr,a. bisporus (lge.) sing,,b. edulis (bull.:fr,,,,,,
4,l. edodes (berk,agaricus bisporus (lge.)sing,,,,,,,,
5,l. edodes (berk.) sing,boletus edulis (bull fr,,,,,,,,
6,p ostreatus(jacq. : fr,morchella delicios (l.)pers,,,,,,,,
7,p ostreatus(jacq. :fr) kummer,lactarius deliciosus (l.: fr) saffron milk cap,,,,,,,,
8,a. bisporus (lge.) sing,lentinus edodes (brk) sing,,,,,,,,
9,agaricus bisporus (lge. )sing,amanita caesarea (scop.) pers,,,,,,,,
10,agaricus bisporus,macrolepiota procera(scop. : fr.) sing,,,,,,,,
11,a. bisporus (lge,boletus edulis bull,,,,,,,,
12,agaricus bisporus (lge.) sing,lactarius deliciosus (l. ex fr.) s.f.gray,,,,,,,,
13,agaricus,cantharellus cibarius fr,,,,,,,,
14,agaricus bisporus (lge.)sing,amanita muscaria (l.:fr.) lam,,,,,,,,
15,boletus,a. pantherina (dc. exfr.) krombh,,,,,,,,
16,morchella,a. phalloides (vaill. ex fr.) link,,,,,,,,
17,morchella delicios (l.)pers,a.verna (bull. : fr.) lam,,,,,,,,
18,lactarius,pleurotus ostreatus (jack. :fr,,,,,,,,
19,lactarius deliciosus (l.: fr,agaricus bisporus (lge.) sing,,,,,,,,
20,lentinus,morchella deliciosa (l.)pers,,,,,,,,
21,lentinus edodes (brk) sing,lactarius deliciosus (l.:fr) gray,,,,,,,,
22,amanita caesarea (scop.) pers,pleurotus,,,,,,,,
23,macrolepiota procera(scop. : fr.) sing,boletus,,,,,,,,
24,lactarius deliciosus (l. ex fr.) s.f.gray s,agaricus,,,,,,,,
25,cantharellus cibarius fr,morchella,,,,,,,,
26,amanita muscaria (l.:fr.) lam,lactarius,,,,,,,,
27,a. pantherina (dc. exfr.) krombh,lentinus,,,,,,,,
28,a. phalloides (vaill. ex fr.) link,,,,,,,,,
29,a.verna (bull. : fr.) lam,,,,,,,,,
30,pleurotus,,,,,,,,,
31,pleurotus ostreatus (jack. :fr,,,,,,,,,
32,morchella deliciosa (l.)pers,,,,,,,,,
33,lactarius deliciosus (l.:fr) gray,,,,,,,,,
