,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ferula as-safoetida l,ferula as-safoetida l,kafedziska,,,,ferula assafoetida l_swine flu,,,ferula assafoetida l_antiviral
1,viscum album l,viscum album l,sonja naumovska,,,,,,,
2,ferula assafoetida l,ferula assafoetida l,blagicasamarova stoev,,,,,,,
3,,,hristina babunovskaad,,,,,,,
4,,,skopjeomeprazol,,,,,,,
5,,,inn,,,,,,,
6,,,omeprazole,,,,,,,
7,,,omeprazol,,,,,,,
8,,,kafedzhiska,,,,,,,
9,,,naumovska,,,,,,,
10,,,blagitsasamarova stoev,,,,,,,
11,,,alkaloid,,,,,,,
12,,,vo kisela sredina vozheludnikot,,,,,,,
13,,,kako aktivna komponenta,,,,,,,
14,,,38makedonski farmatsevtski,,,,,,,
15,,,2005.kvalitet na proizvodi namenetiza,,,,,,,
16,,,chistenje,,,,,,,
17,,,na stakleni povrshiniolga,,,,,,,
18,,,katerina starkoskainstitut,,,,,,,
19,,,postignatona kolona,,,,,,,
20,,,as-safoetida l,,,,,,,
21,,,viscum album l.jasmina,,,,,,,
22,,,maja shishovska,,,,,,,
23,,,dragica doneva,,,,,,,
24,,,katerina starkoskainstitute,,,,,,,
25,,,macedoniaferula assafoetida l,,,,,,,
26,,,asafoetida,,,,,,,
27,,,swine flu virus,,,,,,,
