,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,myroxylonbalsamum,myroxylon balsamum,garcinia hanburyi,asafetida,myroxylon balsamum_persistent sores,,,,,
1,myroxylon balsamum,rhus vernicifera,angelica archangelica,dipterocarp,,,,,,
2,rhus vernicifera,boswellia carteri,michelia campaca,triticum spp,,,,,,
3,rhus,boswellia fiereana,,dioscorea spp,,,,,,
4,boswellia carteri,commiphora spp,,angelica archangelic,,,,,,
5,b. fiereana,ferula assafoetida,,philodendron rhizomecamphor,,,,,,
6,commiphora spp,gelidium spp,,michelia campac,,,,,,
7,ferula assafoetida,ascophyllum spp,,annona,,,,,,
8,gelidium spp,acacia senegal,,,,,,,,
9,ascophyllum spp,ceratonia siliqua,,,,,,,,
10,acacia senegal,chondrus crispus,,,,,,,,
11,ceratonia siliqua,acacia catechu,,,,,,,,
12,chondrus crispus,furcellaran fastigiata,,,,,,,,
13,acacia catechu,anogeissus latifolia,,,,,,,,
14,furcellaran fastigiata,cyamopsis tetragonolobus,,,,,,,,
15,anogeissus latifolia,sterculia urens,,,,,,,,
16,cyamopsis tetragonolobus,larix occidentalis,,,,,,,,
17,sterculia urens,astragalus gummifer,,,,,,,,
18,larix occidentalis,opopanax chironium,,,,,,,,
19,astragalus gummifer,pinus australis,,,,,,,,
20,opopanax chironium,abies balsamea,,,,,,,,
21,pinus australis,pistacia lentiscus,,,,,,,,
22,abies balsamea,pinus succinifer,,,,,,,,
23,pistacia lentiscus,hymenaea,,,,,,,,
24,pinus succinifer,hopea,,,,,,,,
25,hymenaea,dracaena draco,,,,,,,,
26,hopea,styrax benzoin,,,,,,,,
27,dracaena draco,dioscorea bulbifera,,,,,,,,
28,styrax benzoin,roystonea oleracea,,,,,,,,
29,dioscorea bulbifera,maranta arundinacea,,,,,,,,
30,roystonea oleracea,encephalartos altensteinii,,,,,,,,
31,maranta arundinacea,manihot esculenta,,,,,,,,
32,encephalartos altensteinii,xanthosoma atrovirens,,,,,,,,
33,manihot esculenta,zea mays,,,,,,,,
34,xanthosoma atrovirens,dioscorea trifida,,,,,,,,
35,zea mays,colocasia esculenta,,,,,,,,
36,dioscorea trifida,curcuma angustifolia,,,,,,,,
37,colocasia esculenta,tacca leontopetaloides,,,,,,,,
38,curcuma angustifolia,cyrtosperma chamissonis,,,,,,,,
39,tacca leontopetaloides,alocasia macrorhiza,,,,,,,,
40,tacca,arenga pinnata,,,,,,,,
41,cyrtosperma chamissonis,dioscorea alata,,,,,,,,
42,alocasia macrorhiza,cycas revoluta,,,,,,,,
43,arenga pinnata,encephalartos caffer,,,,,,,,
44,dioscorea alata,solanum tuberosum,,,,,,,,
45,cycas revoluta,canna edulis,,,,,,,,
46,encephalartos caffer,oryza sativa,,,,,,,,
47,solanum tuberosum,caryota urens,,,,,,,,
48,canna edulis,cycas circinalis,,,,,,,,
49,oryza sativa,metroxylon sagu,,,,,,,,
50,caryota urens,dioscorea rotundata,,,,,,,,
51,cycas circinalis,dioscorea cayenensis,,,,,,,,
52,metroxylon sagu,robinia pseudoacacia,,,,,,,,
53,dioscorea rotundata,hibiscus abelomoschus,,,,,,,,
54,dioscorea cayenensis,pimpinella anisum,,,,,,,,
55,robinia pseudoacacia,amyris balsamifera,,,,,,,,
