,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,centaurea ragusina l,centaurea ragusina l,matricaria chamomilla,,syringa vulgaris_inflammation,centaurea ragusina l_inflammation,commiphora_chronic diseases,ajuga laxmannii (murray) benth_anti-inflammatory,centaurea ragusina l_anti-inflammatory,punica granatum l_vasculoprotective
1,commiphora,commiphora,propolis,,,commiphora_diabetes,boswellia_chronic diseases,,centaurea ragusina l_antibiotic,hypericum hircinum subsp. majus_antifungal
2,boswellia,boswellia,citrullus colocynthis,,,commiphora_cancer,scrophularia lucida_tumor,,commiphora_anti-inflammatory,ajuga laxmannii (murray) benth_antimicrobial
3,rhodiola rosea l,rhodiola rosea l,falcaria vulgaris,,,boswellia_diabetes,,,commiphora_antibiotic,ajuga laxmannii (murray) benth_antioxidant
4,punica granatum l,punica granatum l,,,,boswellia_cancer,,,boswellia_anti-inflammatory,lavandula angustifolia_central nervous system
5,hypericum hircinum subsp. majus,hypericum hircinum subsp. majus,,,,rhodiola rosea l_high blood pressure,,,boswellia_antibiotic,
6,syringa vulgaris,syringa vulgaris,,,,punica granatum l_diabetes,,,rhodiola rosea l_stimulant,
7,chelidonium majus,chelidonium majus,,,,punica granatum l_cancer,,,punica granatum l_anti-inflammatory,
8,scrophularia lucida,scrophularia lucida,,,,hypericum hircinum subsp. majus_inflammation,,,punica granatum l_antibiotic,
9,ajuga laxmannii (murray) benth,ajuga laxmannii (murray) benth,,,,chelidonium majus_diabetes,,,hypericum hircinum subsp. majus_anti-inflammatory,
10,prunus spinosa l,prunus spinosa l,,,,chelidonium majus_cancer,,,hypericum hircinum subsp. majus_antibiotic,
11,ononis natrix subsp. hispanica,ononis natrix subsp. hispanica,,,,matricaria chamomilla_inflammation,,,syringa vulgaris_anti-inflammatory,
12,veronica officinalis,veronica officinalis,,,,propolis_diabetes,,,syringa vulgaris_antibiotic,
13,veronica chamaedrys,veronica chamaedrys,,,,propolis_cancer,,,chelidonium majus_anti-inflammatory,
14,lavandula angustifolia,lavandula angustifolia,,,,scrophularia lucida_inflammation,,,chelidonium majus_antibiotic,
15,,hypericum,,,,ajuga laxmannii (murray) benth_diabetes,,,matricaria chamomilla_anti-inflammatory,
16,,,,,,ajuga laxmannii (murray) benth_cancer,,,matricaria chamomilla_antibiotic,
17,,,,,,prunus spinosa l_inflammation,,,propolis_anti-inflammatory,
18,,,,,,citrullus colocynthis_diabetes,,,propolis_antibiotic,
19,,,,,,citrullus colocynthis_cancer,,,scrophularia lucida_anti-inflammatory,
20,,,,,,falcaria vulgaris_inflammation,,,scrophularia lucida_antibiotic,
21,,,,,,ononis natrix subsp. hispanica_diabetes,,,ajuga laxmannii (murray) benth_antibiotic,
22,,,,,,ononis natrix subsp. hispanica_cancer,,,prunus spinosa l_anti-inflammatory,
23,,,,,,veronica officinalis_inflammation,,,prunus spinosa l_antibiotic,
24,,,,,,veronica chamaedrys_inflammation,,,citrullus colocynthis_anti-inflammatory,
25,,,,,,lavandula angustifolia_diabetes,,,citrullus colocynthis_antibiotic,
26,,,,,,lavandula angustifolia_cancer,,,falcaria vulgaris_anti-inflammatory,
27,,,,,,hypericum_inflammation,,,falcaria vulgaris_antibiotic,
28,,,,,,,,,ononis natrix subsp. hispanica_anti-inflammatory,
29,,,,,,,,,ononis natrix subsp. hispanica_antibiotic,
30,,,,,,,,,veronica officinalis_anti-inflammatory,
31,,,,,,,,,veronica officinalis_antibiotic,
32,,,,,,,,,veronica chamaedrys_anti-inflammatory,
33,,,,,,,,,veronica chamaedrys_antibiotic,
34,,,,,,,,,lavandula angustifolia_anti-inflammatory,
35,,,,,,,,,lavandula angustifolia_antibiotic,
36,,,,,,,,,hypericum_anti-inflammatory,
37,,,,,,,,,hypericum_antibiotic,
