,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,shorea roxburghii,shorea roxburghii,au,rauwolfia,shorea roxburghii_diarrhea,s. roxburghii_t2dm highlights,shorea roxburghii_type 2 diabetes mellitus (t2dm,shorea roxburghii_hypoglycemic,shorea roxburghii_ameliorative,c. vulgaris_antioxidant
1,s. roxburghii,s. roxburghii,pinifolia,,shorea roxburghii_dysentery,c. vulgaris_urinary complaints,rauwolfia_acute myeloid leukemia,s. roxburghii_hypoglycemic,s. roxburghii_ameliorative,cladosporium_anti-tumor
2,dacrycarpus imbricatus,dacrycarpus imbricatus,fungi,,shorea roxburghii_cholera,,,s. roxburghii_antidiabetic,dacrycarpus imbricatus_anti-proliferative,
3,pinus dalatensis ferre,pinus dalatensis ferre,fia,,cladosporium spp_acute,,,cladosporium_anti-microbial,pinus dalatensis ferre_anti-proliferative,
4,oldenlandia pinifolia,oldenlandia pinifolia,prague,,,,,calluna vulgaris (l.) hull. grown_skin-protective agent,oldenlandia pinifolia_anti-proliferative,
5,ficus hirta,ficus hirta,,,,,,c. vulgaris_skin,ficus hirta_anti-proliferative,
6,cladosporium,dacrycarpus imbricatus (blume) de,,,,,,c. vulgaris_antiradical,dacrycarpus imbricatus (blume) de_anti-proliferative,
7,cladosporium spp,o. pinifolia,,,,,,c. vulgaris_antimicrobial,au_anti-proliferative,
8,acer truncatum,cladosporium spp,,,,,,c. vulgaris_anti-aging,cladosporium_,
9,albizia coriaria oliv,cladosporium,,,,,,,cladosporium_anti,
10,acacia hockii de wild,a,,,,,,,acer truncatum_cytotoxic,
11,a. coriria,acer truncatum,,,,,,,c. vulgaris_,
12,warbrugia ugandensis sprague,a. truncatum,,,,,,,c. vulgaris_photo-protective,
13,w. ugandensis,warbrugia ugandensis,,,,,,,,
14,erythrina abyssinica dc,erythrina abyssinica dc,,,,,,,,
15,cryptolepsis sanguinolenta (lindl.) schltr,cryptolepsis sanguinolenta (lindl.) schltr,,,,,,,,
16,c. sanguinolenta,albizia coriaria oliv,,,,,,,,
17,psorospermum febrifugium spach,psorospermum febrifugium spach,,,,,,,,
18,p. febrifugium,gymnosporia senegalensis (lam,,,,,,,,
19,gymnosporia senegalensis (lam.) loes,gymnosporia senegalensis (lam.) loes,,,,,,,,
20,zanthoxylum chalybeum engl,zanthoxylum chalybeum engl,,,,,,,,
21,securidaca longipendunculata fresen,securidaca longipendunculata fresen,,,,,,,,
22,s. longipendunculata,acacia hockii de wild,,,,,,,,
23,gardenia ternifolia subsp. jovis-tonantis (welw.) verdc,gardenia ternifolia subsp. jovis-tonantis (welw.) verdc,,,,,,,,
24,bridelia micrantha (hochst.) baill,bridelia micrantha (hochst.) baill,,,,,,,,
25,calluna vulgaris (l.) hull,w. ugandensis,,,,,,,,
26,c. vulgaris,a. coriria,,,,,,,,
27,,c. sanguinolenta,,,,,,,,
28,,p. febrifugium,,,,,,,,
29,,s. longipendunculata,,,,,,,,
30,,calluna vulgaris (l.) hull. grown,,,,,,,,
31,,calluna vulgaris (l.) hull,,,,,,,,
32,,c. vulgaris,,,,,,,,
