,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ganoderma lucidum,ganoderma lucidum,,monacus anka,,,,,,
1,ganoderma sinensis,ganoderma sinensis,,monacus purpures,,,,,,
2,ganoderma tsugae,ganoderma tsugae,,saussurea involucrate,,,,,,
3,saccharomyces cerevisae,saccharomyces cerevisae,,ginkgo,,,,,,
4,candida atilis,candida atilis,,aloe vera,,,,,,
5,kluyveromyces lactis,kluyveromyces lactis,,aloe,,,,,,
6,saccharomyces carlsbergensis,saccharomyces carlsbergensis,,magnolia,,,,,,
7,"paecilomyces hepiali chen et dai, sp. nov","paecilomyces hepiali chen et dai, sp. nov",,,,,,,,
8,hirsutella hepiali chen et shen,hirsutella hepiali chen et shen,,,,,,,,
9,citrus reticulata,citrus reticulata,,,,,,,,
