,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ganoderma lucidum,ganoderma lucidum,saccharomyces cerevisiae,saccharomyces cerevisae,,saccharomyces cerevisiae_cancer,,,saccharomyces cerevisiae_antibiotic,
1,,,,candida atilis,,saccharomyces cerevisiae_diabetes,,,saccharomyces cerevisiae_anti-inflammatory,
2,,,,kluyveromyces lactis,,ganoderma lucidum_high blood pressure,,,ganoderma lucidum_diuretic,
3,,,,saccharomyces carlsbergensis,,ganoderma lucidum_inflammation,,,ganoderma lucidum_stimulant,
4,,,,hirsutella hepiali chen et shen,,,,,,
5,,,,ganoderma sinensis,,,,,,
6,,,,ganoderma tsugae,,,,,,
7,,,,monacus anka,,,,,,
8,,,,monacus purpures,,,,,,
9,,,,saussurea involucrate,,,,,,
10,,,,citrus reticulata,,,,,,
11,,,,ginkgo,,,,,,
12,,,,"paecilomyces hepiali chen et dai, sp. nov",,,,,,
13,,,,aloe vera,,,,,,
14,,,,aloe,,,,,,
15,,,,magnolia,,,,,,
