,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mentha,mentha,,,mentha_stomach pain,,,,,trigonella foenum graecum_antihyperlipidemic
1,mentha longifolia,mentha longifolia,,,,,,,,trigonella foenum graecum_hypoglycemic
2,m. spicata,m. spicata,,,,,,,,trigonella foenum graecum_psychotonic
3,m. x villoso-nervata,m. x villoso-nervata,,,,,,,,trigonella foenum graecum_antidepressant
4,trigonella foenum graecum,t. foenum graecum,,,,,,,,origanum vulgare l. ssp. hirtum (link) letsw_antioxidant
5,t. foenum graecum,origanum vulgare l. ssp. hirtum (link) letsw,,,,,,,,rosa pendulina l_antioxidant
6,origanum vulgare l. ssp. hirtum (link) letsw,micromeria hispida,,,,,,,,r. pendulina_antioxidant
7,micromeria hispida,teucrium alpestre,,,,,,,,rosa canina_antioxidant
8,m. hispida,thymbra calostachya,,,,,,,,
9,teucrium alpestre,rosa pendulina,,,,,,,,
10,t. alpestre,rosa canina l,,,,,,,,
11,thymbra calostachya,,,,,,,,,
12,t. calostachya,,,,,,,,,
13,rosa pendulina l,,,,,,,,,
14,r. pendulina,,,,,,,,,
15,rosa canina,,,,,,,,,
16,rosa canina l,,,,,,,,,
