,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,coptischinensis franch,coptis chinensis franch,,berberis aristata dcroot,,,,,,
1,coptis chinensisfranch,berberis aristata dc,,,,,,,,
2,berberis aristata dc,tinospora cordifolia (willd,,,,,,,,
3,berberis aristata,coscinium fenestratum,,,,,,,,
4,tinospora cordifolia(willd,mahonia manipurensis (takeda,,,,,,,,
5,tinospora cordifolia,argemone mexicana,,,,,,,,
6,c. fenestratum,hydrastis canadensis l,,,,,,,,
7,c.fenestratum,tribulus terrestris (l,,,,,,,,
8,coscinium fenestratum,emblica officinalis (gaertn,,,,,,,,
9,mahonia manipurensis(takeda,berberis tinctoria,,,,,,,,
10,argemone mexicana,,,,,,,,,
11,hydrastiscanadensis l,,,,,,,,,
12,tribulusterrestris (l,,,,,,,,,
13,emblicaofficinalis (gaertn,,,,,,,,,
14,berberis tinctoria,,,,,,,,,
