,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,solanum melongena,solanum melongena,,pastadendron italica,,solanum melongena_hemorrhoids,,,,
1,momordica charantia,momordica charantia,,zea mays,,solanum melongena_melancholy,,,,
2,cucurbita moschata,cucurbita moschata,,pastadendron,,solanum melongena_obstructions in theliver and spleen,,,,
3,cucurbita,cucurbita pepo,,abelomoschus esculentus,,solanum melongena_pustules,,,,
4,cucurbita pepo,cucumis sativus,,phaseolus spp,,solanum melongena_changes in skin color,,,,
5,cucumis sativus,cucurbita maxima,,ph. vulgaris,,solanum melongena_leprosie,,,,
6,cucumis,luffa acutangula,,vigna,,solanum melongena_cancer,,,,
7,cucurbita maxima,lycopersicon esculentum,,vicia,,solanum melongena_insanity,,,,
8,luffa acutangula,sechium edule,,cicer,,solanum melongena_badbreath,,,,
9,lycopersicon esculentum,sicana odorifera,,f. virginica,,,,,,
10,sechium edule,cucumis melo,,pisum,,,,,,
11,sicana odorifera,artocarpus altilis,,,,,,,,
12,cucumis melo,a. heterophyllus,,,,,,,,
13,artocarpus altilis,abelmoschus esculentus,,,,,,,,
14,artocarpus heterophyllus,hibiscus e,,,,,,,,
15,a. heterophyllus,solanum macrocarpum,,,,,,,,
16,abelmoschus esculentus,artocarpus heterophyllus,,,,,,,,
17,hibiscus e,artocarpus odoratissima,,,,,,,,
18,solanum macrocarpum,capsicum spp,,,,,,,,
19,artocarpus odoratissima,malus sylvestris,,,,,,,,
20,a.odoratissima,pyrus communis,,,,,,,,
21,capsicum spp,prunus armeniaca,,,,,,,,
22,malus sylvestris,prunus persica,,,,,,,,
23,pyrus communis,p. persica var. nectarina,,,,,,,,
24,prunus armeniaca,fragaria chiloensis,,,,,,,,
25,prunus,f. vesca,,,,,,,,
26,prunus persica,rubus,,,,,,,,
27,p. persicavar. nectarina,,,,,,,,,
28,fragaria chiloensis,,,,,,,,,
29,f. vesca,,,,,,,,,
30,rubus,,,,,,,,,
