,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ribes nigrum,ribes nigrum,v. oxycoccus,v.oxycoccus,,,,,,
1,morus nigra,morus nigra,,quercus spp,,,,,,
2,m. alba,m. alba,,c.dentata,,,,,,
3,m. rubra,m. rubra,,juglans spp,,,,,,
4,morus rubra,vaccinium macrocarpon,,coula edulis,,,,,,
5,vaccinium macrocarpon,vitis vinifera,,castanea dentata,,,,,,
6,vitis vinifera,prunus dulcis var. dulcis,,corylus cornuta,,,,,,
7,v. vinifera,malus sylvestris,,fagus spp,,,,,,
8,prunus dulcis var. dulcis,prunus armeniaca,,areca catechu,,,,,,
9,prunus dulcis,berberis vulgaris,,castanea spp,,,,,,
10,malus sylvestris,fagus sylvatica,,castanea mollissima,,,,,,
11,prunus armeniaca,vaccinium myrtillus,,corylus chinensis,,,,,,
12,berberis vulgaris,rubus spp,,juglans cathayensis,,,,,,
13,fagus sylvatica,vaccinium spp,,castanea pumila,,,,,,
14,vaccinium myrtillus,rubus ursinus,,buchanania lanzan,,,,,,
15,rubus spp,prunus insititia,,corylus avellana,,,,,,
16,vaccinium spp,juglans cinerea,,lecythis minor,,,,,,
17,rubus ursinus,prunus avium,,cocos nucifera,,,,,,
18,prunus insititia,castanea sativa,,corylus maxima,,,,,,
19,prunus insititia var. italica,rubus chamaemorus,,cola nitida,,,,,,
20,prunus insititia var. syriaca,vaccinium vitis-idaea,,corylus americana,,,,,,
21,juglans cinerea,malus spp,,juglans ailanthifolia,,,,,,
22,prunus avium,ribes spp,,corylus ferox,,,,,,
23,castanea sativa,ribes rubrum,,terminalia catappa,,,,,,
24,rubus chamaemorus,sambucus canadensis,,castanea crenata,,,,,,
25,vaccinium vitis-idaea,corylus spp,,canarium indicum,,,,,,
26,malus spp,actinidia chinensis,,simmondsia chinensis,,,,,,
27,ribes spp,prunus insititia var. italica,,cola acuminatum,,,,,,
28,ribes rubrum,crataegus spp,,pachira aquatica,,,,,,
29,sambucus canadensis,carya spp,,caryocar amygdaliferum,,,,,,
30,corylus spp,mespilus germanica,,sclerocarya caffra,,,,,,
31,actinidia chinensis,prunus insititia var. syriaca,,pinus cembroides,,,,,,
32,crataegus spp,prunus cerasus,,ricinodendron rautanenii,,,,,,
33,carya spp,prunus persica,,lecythis usitata,,,,,,
34,mespilus germanica,olea europaea,,lecythis ollaria,,,,,,
35,prunus cerasus,pyrus communis,,castanospermum australe,,,,,,
36,prunus persica,carya illinoensis,,telfairia pedata,,,,,,
37,olea europaea,diospyros spp,,arachis hypogaea,,,,,,
38,pyrus communis,pistacia vera,,caryocar spp,,,,,,
39,carya illinoensis,prunus domestica,,pinus pinea,,,,,,
40,diospyros spp,prunus americana,,canarium ovatum,,,,,,
41,pistacia vera,prunus cerasifera,,pinus edulis,,,,,,
42,prunus domestica,prunus salicina,,santalum acuminatum,,,,,,
43,prunus americana,cydonia oblonga,,macadamia tetraphylla,,,,,,
44,prunus cerasifera,rubus occidentalis,,lecythis pisonis,,,,,,
45,prunus salicina,rubus idaeus var. idaeus,,carya ovata,,,,,,
46,cydonia oblonga,fragaria spp,,carya laciniosa,,,,,,
47,rubus occidentalis,arbutus unedo,,corylus heterophylla,,,,,,
48,rubus idaeus var. idaeus,rubus phoenicolasius,,caryocar nuciferum,,,,,,
49,fragaria spp,juglans nigra,,pinus cembra,,,,,,
50,arbutus unedo,juglans regia,,terminalia spp,,,,,,
51,rubus phoenicolasius,bertholletia excelsa,,inocarpus fagifer,,,,,,
52,juglans nigra,pinus spp,,corylus colurna,,,,,,
53,j. nigra,macadamia spp,,trapa spp,,,,,,
54,juglans regia,anacardium occidentale,,pterocarya spp,,,,,,
55,j. regia,,,cordeauxia edulis,,,,,,
56,bertholletia excelsa,,,vacciniummacrocarpon,,,,,,
57,pinus spp,,,terminalia,,,,,,
58,macadamia spp,,,citrus,,,,,,
59,macadamia,,,,,,,,,
60,anacardium occidentale,,,,,,,,,
