,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mentha,mentha,chenopodium quinoa willd,,,rosa pendulina l_arthritis,mentha_stomach pain,trigonella foenum graecum_hypoglycemic,rosa pendulina_a,origanum vulgare l. ssp. hirtum (link) letsw_antioxidant
1,mentha longifolia,mentha longifolia,,,,rosa pendulina l_infectious,,trigonella foenum graecum_antihyperlipidemic,,
2,m. spicata,m. spicata,,,,rosa pendulina l_urinary diseases,,trigonella foenum graecum_psychotonic,,
3,m. x villoso-nervata,m. x villoso-nervata,,,,rosa pendulina l_rheumatism,,trigonella foenum graecum_antidepressant,,
4,trigonella foenum graecum,trigonella foenum graecum,,,,rosa_infectious,,rosa pendulina l_antioxidant,,
5,t. foenum graecum,t. foenum graecum,,,,rosa_urinary diseases,,rosa_antioxidant,,
6,origanum vulgare l. ssp. hirtum (link) letsw,origanum vulgare l. ssp. hirtum,,,,rosa_rheumatism,,rosa pendulina_antioxidant,,
7,micromeria hispida,micromeria hispida,,,,rosa_diseases,,rosa canina l_antioxidant,,
8,m. hispida,teucrium alpestre,,,,rosa_arthritis,,rosa canina_antioxidant,,
9,teucrium alpestre,thymbra calostachya,,,,,,,,
10,t. alpestre,m. hispida,,,,,,,,
11,thymbra calostachya,t. alpestre,,,,,,,,
12,t. calostachya,t. calostachya,,,,,,,,
13,rosa pendulina l,rosa pendulina l,,,,,,,,
14,r. pendulina,rosa,,,,,,,,
15,rosa canina,rosa pendulina,,,,,,,,
16,rosa canina l,r. pendulina,,,,,,,,
17,,rosa canina l,,,,,,,,
18,,rosa canina,,,,,,,,
