,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,musa x paradisiaca,musa x paradisiaca,,musatextilis,,,citrus_scurvy,,,
1,musa acuminata,musa acuminata,,,,,,,,
2,musa balbisiana,musa balbisiana,,,,,,,,
3,musa corniculata,musa corniculata,,,,,,,,
4,musa discolor,musa discolor,,,,,,,,
5,musa errans,musa errans,,,,,,,,
6,musa nana,musa nana,,,,,,,,
7,musa oleracea,musa oleracea,,,,,,,,
8,musa superba,musa superba,,,,,,,,
9,musa troglodytarum,musa troglodytarum,,,,,,,,
10,musa textilis,musa textilis,,,,,,,,
11,ensete ventricosum,ensete ventricosum,,,,,,,,
12,ensete,cocos nucifera,,,,,,,,
13,cocos nucifera,phoenix dactylifera,,,,,,,,
14,phoenix dactylifera,ph. canariensis,,,,,,,,
15,ph. canariensis,ananas comosus,,,,,,,,
16,ananas comosus,ficus carica,,,,,,,,
17,ficus carica,ficus benghalensis,,,,,,,,
18,ficus benghalensis,ficus benjamina,,,,,,,,
19,ficus benjamina,ficus elastica,,,,,,,,
20,ficus elastica,ficus religiosa,,,,,,,,
21,ficus religiosa,ficus sycamorus,,,,,,,,
22,ficus sycamorus,ficus pumila,,,,,,,,
23,ficus pumila,ficus spp,,,,,,,,
24,ficus spp,morus spp,,,,,,,,
25,morus spp,metopium toxiferum,,,,,,,,
26,metopium toxiferum,artocarpus altilis,,,,,,,,
27,artocarpus altilis,artocarpus heterophyllus,,,,,,,,
28,artocarpus heterophyllus,citrus celebica,,,,,,,,
29,citrus,citrus hystrix,,,,,,,,
30,c. celebica,citrus ichangensis,,,,,,,,
31,c. hystrix,citrus latipes,,,,,,,,
32,c. ichangensis,citrus macroptera,,,,,,,,
33,c. latipes,citrus micrantha,,,,,,,,
34,c. macroptera,citrus aurantifolia,,,,,,,,
35,c. micrantha,citrus aurantium,,,,,,,,
36,c. aurantifolia,citrus grandis,,,,,,,,
37,c. aurantium,citrus indica,,,,,,,,
38,c. grandis,citrus limon,,,,,,,,
39,c. indica,citrus medica,,,,,,,,
40,c. limon,citrus paradisi,,,,,,,,
41,c. medica,citrus reticulata,,,,,,,,
42,c. paradisi,citrus sinensis,,,,,,,,
43,c. reticulata,citrus tachibana,,,,,,,,
44,c. sinensis,fortunella,,,,,,,,
45,c. tachibana,,,,,,,,,
46,fortunella,,,,,,,,,
