,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,theobroma cacao,theobroma cacao,,aspergillus soyae,,theobroma cacao_fatigue,,,theobroma cacao_stimulant,
1,cola nitida,cola nitida,,saccharomyces carlsburgensis,,,,,cola nitida_stimulant,
2,ilex paraguariensis,ilex paraguariensis,,saccharomyces ellipsoideus,,,,,ilex paraguariensis_stimulant,
3,paullinia cupana,paullinia cupana,,saccharomyces sake,,,,,paullinia cupana_stimulant,
4,saccharomyces cerevisiae,saccharomyces cerevisiae,,saccharomyces exiguis,,,,,,
5,aspergillus oryzeae,aspergillus oryzeae,,saccharomyces beticus,,,,,,
6,,,,saccharomyces theobromae,,,,,,
7,,,,leuconostoc mesenteroides,,,,,,
8,,,,lactobacillus plantarum,,,,,,
9,,,,lactobacillus sanfrancisco,,,,,,
10,,,,saccharomyces spp,,,,,,
11,,,,citrus,,,,,,
