,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,sarcobatus vermiculatus,sarcobatus vermiculatus,,comandra umbellata,tsuga heterophylla_skin rashes,rhus trilobata_skin,,,coronilla varia_erosion,simmondsia chinensis_laxative
1,sisymbrium officinale,sisymbrium officinale,,lemairocereus thurberi,,grindelia spp_skin,,,,
2,humulus lupulus,humulus lupulus,,monolepsis nuttalliana,,,,,,
3,carpobrotus edulis,carpobrotus edulis,,pseudotsuga menziesii,,,,,,
4,monotropa spp,monotropa spp,,sorghum bicolor,,,,,,
5,darmera peltata,darmera peltata,,,,,,,,
6,wislizenia refracta,wislizenia refracta,,,,,,,,
7,polygonum persicaria,polygonum persicaria,,,,,,,,
8,chenopodium album,chenopodium album,,,,,,,,
9,dudleya saxosa,dudleya saxosa,,,,,,,,
10,reseda lutea,reseda lutea,,,,,,,,
11,silybum marianum,silybum marianum,,,,,,,,
12,montia perfoliata,montia perfoliata,,,,,,,,
13,mimulus guttatus,mimulus guttatus,,,,,,,,
14,oxyria digyna,oxyria digyna,,,,,,,,
15,urtica spp,urtica spp,,,,,,,,
16,lapsana communis,lapsana communis,,,,,,,,
17,monolepis nuttalliana,monolepis nuttalliana,,,,,,,,
18,amaranthus spp,amaranthus spp,,,,,,,,
19,chimaphila umbellata,chimaphila umbellata,,,,,,,,
20,plantago spp,plantago spp,,,,,,,,
21,sidalcea neomexicana,sidalcea neomexicana,,,,,,,,
22,lactuca serriola,lactuca serriola,,,,,,,,
23,stanleya spp,stanleya spp,,,,,,,,
24,portulaca oleracea,portulaca oleracea,,,,,,,,
25,cercis occidentalis,cercis occidentalis,,,,,,,,
26,calandrinia ciliata,calandrinia ciliata,,,,,,,,
27,phragmites australis,phragmites australis,,,,,,,,
28,salsola iberica,salsola iberica,,,,,,,,
29,atriplex spp,atriplex spp,,,,,,,,
30,phacelia ramosissima,phacelia ramosissima,,,,,,,,
31,cakile edentula,cakile edentula,,,,,,,,
32,suaeda spp,suaeda spp,,,,,,,,
33,capsella bursa-pastoris,capsella bursa-pastoris,,,,,,,,
34,oxalis oregana,oxalis oregana,,,,,,,,
35,sonchus oleraceus,sonchus oleraceus,,,,,,,,
36,veronica spp,veronica spp,,,,,,,,
37,caulanthus inflatus,caulanthus inflatus,,,,,,,,
38,sedum spp,sedum spp,,,,,,,,
39,vicia spp,vicia spp,,,,,,,,
40,viola spp,viola spp,,,,,,,,
41,nasturtium officinale,nasturtium officinale,,,,,,,,
42,barbarea vulgaris,barbarea vulgaris,,,,,,,,
43,gaultheria humifusa,gaultheria humifusa,,,,,,,,
44,yucca spp,yucca spp,,,,,,,,
45,yucca,rubus spp,,,,,,,,
46,rubus spp,shepherdia argentea,,,,,,,,
47,shepherdia argentea,cornus canadensis,,,,,,,,
48,cornus canadensis,washingtonia filifera,,,,,,,,
49,washingtonia filifera,umbellularia californica,,,,,,,,
50,umbellularia californica,acacia greggii,,,,,,,,
51,acacia,malva spp,,,,,,,,
52,acacia greggii,chrysolepis chrysophylla,,,,,,,,
53,malva spp,chrysolepis sempervirens,,,,,,,,
54,chrysolepis chrysophylla,prunus spp,,,,,,,,
55,chrysolepis sempervirens,sarcostemma spp,,,,,,,,
56,prunus spp,malus fusca,,,,,,,,
57,sarcostemma spp,digitaria sanguinalis,,,,,,,,
58,malus fusca,yucca baccata,,,,,,,,
59,digitaria sanguinalis,anethum graveolens,,,,,,,,
60,yucca baccata,sporobolus spp,,,,,,,,
61,anethum graveolens,sambucus spp,,,,,,,,
62,sporobolus spp,disporum trachycarpum,,,,,,,,
63,sambucus spp,linum perenne,,,,,,,,
64,disporum trachycarpum,setaria spp,,,,,,,,
65,linum perenne,ribes spp,,,,,,,,
66,setaria spp,chenopodium capitatum,,,,,,,,
67,ribes spp,eleusine indica,,,,,,,,
68,chenopodium capitatum,physalis spp,,,,,,,,
69,eleusine indica,celtis douglasii,,,,,,,,
70,physalis spp,crataegus douglasii,,,,,,,,
71,celtis douglasii,corylus cornuta,,,,,,,,
72,crataegus douglasii,vaccinium spp,,,,,,,,
73,corylus cornuta,sorghum halepense,,,,,,,,
74,vaccinium spp,amelanchier spp,,,,,,,,
75,sorghum halepense,juniperus spp,,,,,,,,
76,sorghum,arbutus menziesii,,,,,,,,
77,amelanchier spp,glyceria spp,,,,,,,,
78,juniperus spp,arctostaphylos spp,,,,,,,,
79,arbutus menziesii,prosopis juliflora,,,,,,,,
80,glyceria spp,sorbus spp,,,,,,,,
81,arctostaphylos spp,cornus nuttallii,,,,,,,,
82,prosopis juliflora,quercus spp,,,,,,,,
83,sorbus spp,holodiscus discolor,,,,,,,,
84,cornus nuttallii,mahonia aquifolium,,,,,,,,
85,quercus spp,oemleria cerasiformis,,,,,,,,
86,holodiscus discolor,panicum spp,,,,,,,,
87,mahonia aquifolium,opuntia polyacantha,,,,,,,,
88,oemleria cerasiformis,rubus leucodermis,,,,,,,,
89,panicum spp,rhamnus crocea,,,,,,,,
90,opuntia polyacantha,stipa hymenoides,,,,,,,,
91,rubus leucodermis,rosa spp,,,,,,,,
92,rhamnus crocea,artemisia tridentata,,,,,,,,
93,stipa hymenoides,cereus giganteus,,,,,,,,
94,rosa spp,gaultheria shallon,,,,,,,,
95,artemisia tridentata,rubus spectabilis,,,,,,,,
96,cereus giganteus,peraphyllum ramosissimum,,,,,,,,
97,gaultheria shallon,rhus trilobata,,,,,,,,
98,rubus spectabilis,helianthus annuus,,,,,,,,
99,peraphyllum ramosissimum,descurainia spp,,,,,,,,
100,rhus trilobata,fouquieria splendens,,,,,,,,
101,helianthus annuus,madia glomerata,,,,,,,,
102,descurainia spp,rubus parviflorus,,,,,,,,
103,fouquieria splendens,heteromeles arbutifolia,,,,,,,,
104,madia glomerata,lonicera involucrata,,,,,,,,
105,rubus parviflorus,streptopus amplexifolius,,,,,,,,
106,heteromeles arbutifolia,proboscidea spp,,,,,,,,
107,lonicera involucrata,juglans hindsii,,,,,,,,
108,streptopus amplexifolius,juglans californica,,,,,,,,
109,proboscidea spp,vitis californica,,,,,,,,
110,juglans hindsii,avena spp,,,,,,,,
111,juglans californica,fragaria spp,,,,,,,,
112,vitis californica,lycium fremontii,,,,,,,,
113,avena spp,balsamorhiza spp,,,,,,,,
114,fragaria spp,lathyrus japonicus,,,,,,,,
115,lycium fremontii,galium aparine,,,,,,,,
116,balsamorhiza spp,medicago lupulina,,,,,,,,
117,lathyrus japonicus,mentzelia albicaulis,,,,,,,,
118,galium aparine,ranunculus spp,,,,,,,,
119,medicago lupulina,salvia columbariae,,,,,,,,
120,mentzelia albicaulis,nuphar luteum,,,,,,,,
121,ranunculus spp,hyptis emoryi,,,,,,,,
122,salvia columbariae,pinus quadrifolia,,,,,,,,
123,nuphar luteum,agastache urticifolia,,,,,,,,
124,hyptis emoryi,chenopodium spp,,,,,,,,
125,pinus quadrifolia,pinus sabiniana,,,,,,,,
126,agastache urticifolia,olneya tesota,,,,,,,,
127,chenopodium spp,thysanocarpus curvipes,,,,,,,,
128,pinus sabiniana,cercidium spp,,,,,,,,
129,olneya tesota,lepidium spp,,,,,,,,
130,thysanocarpus curvipes,salicornia subterminalis,,,,,,,,
131,cercidium spp,pinus edulis,,,,,,,,
132,lepidium spp,stanleya pinnata,,,,,,,,
133,salicornia subterminalis,artemisia spp,,,,,,,,
134,pinus edulis,cytisus scoparius,,,,,,,,
135,stanleya pinnata,prosopis pubescens,,,,,,,,
136,artemisia spp,pinus monophylla,,,,,,,,
137,cytisus scoparius,verbena spp,,,,,,,,
138,prosopis pubescens,cycloloma atriplicifolium,,,,,,,,
139,pinus monophylla,pellaea mucronata,,,,,,,,
140,verbena spp,ceanothus spp,,,,,,,,
141,cycloloma atriplicifolium,larrea divaricata,,,,,,,,
142,pellaea mucronata,eriogonum umbellatum,,,,,,,,
143,ceanothus spp,solidago missouriensis,,,,,,,,
144,larrea divaricata,glechoma hederacea,,,,,,,,
145,eriogonum umbellatum,marrubium vulgare,,,,,,,,
146,solidago missouriensis,simmondsia chinensis,,,,,,,,
147,glechoma hederacea,rhus integrifolia,,,,,,,,
148,marrubium vulgare,ephedra spp,,,,,,,,
149,simmondsia chinensis,tsuga mertensiana,,,,,,,,
150,rhus integrifolia,cercocarpus ledifolius,,,,,,,,
151,ephedra spp,monardella odoratissima,,,,,,,,
152,tsuga mertensiana,matricaria matricarioides,,,,,,,,
153,cercocarpus ledifolius,geum ciliatum,,,,,,,,
154,monardella odoratissima,cowania mexicana,,,,,,,,
155,matricaria matricarioides,prunella vulgaris,,,,,,,,
156,geum ciliatum,ceratoides lanata,,,,,,,,
157,cowania mexicana,mentha spp,,,,,,,,
158,prunella vulgaris,grindelia spp,,,,,,,,
159,ceratoides lanata,tsuga heterophylla,,,,,,,,
160,mentha spp,satureja douglasii,,,,,,,,
161,grindelia spp,eriodictyon californicum,,,,,,,,
162,tsuga heterophylla,cichorium intybus,,,,,,,,
163,satureja douglasii,heracleum lanatum,,,,,,,,
164,eriodictyon californicum,tragopogon spp,,,,,,,,
165,cichorium intybus,hieracium spp,,,,,,,,
166,heracleum lanatum,equisetum spp,,,,,,,,
167,tragopogon spp,polypodium vulgare,,,,,,,,
168,hieracium spp,antennaria spp,,,,,,,,
169,equisetum spp,cornus stolonifera,,,,,,,,
170,polypodium vulgare,rhus ovata,,,,,,,,
171,antennaria spp,pinus lambertiana,,,,,,,,
172,cornus stolonifera,salix spp,,,,,,,,
173,rhus ovata,cynodon dactylon,,,,,,,,
174,pinus lambertiana,bromus spp,,,,,,,,
175,salix spp,buchloe dactyloides,,,,,,,,
176,cynodon dactylon,festuca spp,,,,,,,,
177,bromus spp,poa pratensis,,,,,,,,
178,buchloe dactyloides,eragrostis spp,,,,,,,,
179,festuca spp,dactylis glomerata,,,,,,,,
180,poa pratensis,agrostis stolonifera,,,,,,,,
181,eragrostis spp,phalaris arundinacea,,,,,,,,
182,dactylis glomerata,sorghum sorghum bicolor,,,,,,,,
183,agrostis stolonifera,phleum pratense,,,,,,,,
184,phalaris arundinacea,agropyron spp,,,,,,,,
185,phleum pratense,elymus spp,,,,,,,,
186,agropyron spp,medicago sativa,,,,,,,,
187,elymus spp,lotus corniculatus,,,,,,,,
188,medicago sativa,lespedeza spp,,,,,,,,
189,lotus corniculatus,trifolium spp,,,,,,,,
190,lespedeza spp,coronilla varia,,,,,,,,
191,trifolium spp,melilotus spp,,,,,,,,
192,coronilla varia,,,,,,,,,
193,melilotus spp,,,,,,,,,
