,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,aloe capensis,aloe capensis,,thy-mus,aloe capensis_diseases of the oral cavity,aloe capensis_ulcers,,,,
1,thymus spp,thymus spp,,thy-mus moesiacus,,aloe capensis_purulent processes teeth,,,,
2,thymus,thymus,,,,,,,,
3,thymus tosevii,thymus tosevii,,,,,,,,
4,thymus jankae,thymus jankae,,,,,,,,
5,thymus longicaulis,thymus longicaulis,,,,,,,,
6,thymus pulegioides,thymus pulegioides,,,,,,,,
7,thymus to-sevii ssp. substriatus,thymus to-sevii ssp. substriatus,,,,,,,,
8,thymus balcanus,thymus balcanus,,,,,,,,
9,thymus pannonicus,thymus pannonicus,,,,,,,,
10,t. jankae,t. balcanus,,,,,,,,
11,t. balcanus,t. jankae,,,,,,,,
