,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,veronica,veronica,,veronic,,,veronica_respiratory ailments,,,
1,veronica officinalis,v. officinalis,,v. krumovii (peev) peev,,,veronica_inflammatory diseases,,,
2,v. officinalis,v. chamaedrys,,,,,veronica_rheumatism,,,
3,v. chamaedrys,v. micrantha,,,,,veronica_stomach ulcer,,,
4,v. micrantha,chamaedrys,,,,,,,,
5,chamaedrys,veronica officinalis,,,,,,,,
6,v. bombycina boiss.& kotschy,v. bombycina,,,,,,,,
7,v. filiformis sm,v. filiformis,,,,,,,,
8,v. pectinata,v. pectinata,,,,,,,,
9,v. tenuifolia asso,v. tenuifolia,,,,,,,,
