,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,mangifera indica,mangifera indica,,ficuscarica,,,,,,
1,carica papaya,carica papaya,,anacardiumoccidentale,,,,,,
2,blighia sapida,blighia sapida,,rheedia brasiliensis,,,,,,
3,durio zibethinus,durio zibethinus,,platonia insignis,,,,,,
4,pouteria caimito,pouteria caimito,,mangifera foetida,,,,,,
5,malpighia glabra,malpighia glabra,,oxalis,,,,,,
6,malpighia,persea americana,,,,,,,,
7,persea americana,spondias cytherea,,doryalis caffra,,,,,,
8,spondias cytherea,euterpe oleracea,,doryalis hebecarpa,,,,,,
9,euterpe oleracea,musa x paradisiaca,,philodendron,,,,,,
10,musa x paradisiaca,antidesma bunius,,,,,,,,
11,antidesma bunius,averrhoa bilimbi,,,,,,,,
12,averrhoa bilimbi,rollinia deliciosa,,,,,,,,
13,rollinia deliciosa,borojoa patinoi,,,,,,,,
14,borojoa patinoi,artocarpus altilis,,,,,,,,
15,artocarpus altilis,annona reticulata,,,,,,,,
16,annona reticulata,eugenia tomentosa,,,,,,,,
17,annona,spondias lutea,,,,,,,,
18,eugenia tomentosa,lucuma nervosa,,,,,,,,
19,spondias lutea,physalis peruviana,,,,,,,,
20,lucuma nervosa,muntingia calabura,,,,,,,,
21,physalis peruviana,averrhoa carambola,,,,,,,,
22,muntingia calabura,carissa grandiflora,,,,,,,,
23,averrhoa carambola,anacardium occidentale,,,,,,,,
24,carissa grandiflora,monstera deliciosa,,,,,,,,
25,carissa,dovyalis hebecarpa,,,,,,,,
26,anacardium occidentale,artocarpus integer,,,,,,,,
27,monstera deliciosa,annona cherimola,,,,,,,,
28,dovyalis hebecarpa,citrus medica,,,,,,,,
29,artocarpus integer,citrus reticulata,,,,,,,,
30,annona cherimola,cocos nucifera,,,,,,,,
31,citrus medica,chrysobalanus icaco,,,,,,,,
32,citrus,theobroma grandiflora,,,,,,,,
33,citrus reticulata,eugenia javanica,,,,,,,,
34,cocos nucifera,passiflora mollissima,,,,,,,,
35,chrysobalanus icaco,phoenix dactylifera,,,,,,,,
36,theobroma grandiflora,poncirus trifoliata,,,,,,,,
37,eugenia javanica,rhodomyrtus tomentosa,,,,,,,,
38,passiflora mollissima,durio zibenthinus,,,,,,,,
39,phoenix dactylifera,lucuma salicifolia,,,,,,,,
40,poncirus trifoliata,phyllanthus emblica,,,,,,,,
41,rhodomyrtus tomentosa,musa fehi,,,,,,,,
42,durio zibenthinus,feijoa sellowiana,,,,,,,,
43,lucuma salicifolia,ficus carica,,,,,,,,
44,phyllanthus emblica,melicocca bijugatus,,,,,,,,
45,musa fehi,genipa americana,,,,,,,,
46,feijoa sellowiana,spondias dulcis,,,,,,,,
47,ficus carica,flacourtia indica,,,,,,,,
48,melicocca bijugatus,bouea macrophylla,,,,,,,,
49,genipa americana,passiflora quadangularis,,,,,,,,
50,spondias dulcis,passiflora edulis,,,,,,,,
51,flacourtia,passiflora ligularis,,,,,,,,
52,flacourtia indica,passiflora laurifolia,,,,,,,,
53,bouea macrophylla,citrus x paradisi,,,,,,,,
54,passiflora quadangularis,phyllanthus distichus,,,,,,,,
55,passiflora edulis,eugenia dombeyi,,,,,,,,
56,passiflora ligularis,abbevillea fenzliana,,,,,,,,
57,passiflora laurifolia,annona muricata,,,,,,,,
58,citrus x paradisi,psidium guajava,,,,,,,,
59,phyllanthus distichus,psidium guineense,,,,,,,,
60,eugenia dombeyi,psidium friedrichstalianum,,,,,,,,
61,abbevillea fenzliana,campomanesia acida,,,,,,,,
62,annona muricata,psidium molle,,,,,,,,
63,psidium guajava,spondias purpurea,,,,,,,,
64,psidium guineense,dillenia indica,,,,,,,,
65,psidium friedrichstalianum,physalis ixocarpa,,,,,,,,
66,campomanesia acida,annona diversifolia,,,,,,,,
67,psidium molle,garcinia livingstonei,,,,,,,,
68,spondias purpurea,spondias tuberosa,,,,,,,,
69,dillenia indica,inga spp,,,,,,,,
70,dillenia,myrciaria cauliflora,,,,,,,,
71,physalis ixocarpa,artocarpus heterophyllus,,,,,,,,
72,annona diversifolia,syzygium cumini,,,,,,,,
73,garcinia,prunus salicifolia,,,,,,,,
74,garcinia livingstonei,eriobotrya japonica,,,,,,,,
75,spondias tuberosa,diospyros kaki,,,,,,,,
76,inga spp,zizyphus jujuba,,,,,,,,
77,myrciaria cauliflora,carissa carandas,,,,,,,,
78,artocarpus heterophyllus,actinidia chinensis,,,,,,,,
79,syzygium cumini,fortunella spp,,,,,,,,
80,prunus salicifolia,,,,,,,,,
81,eriobotrya japonica,,,,,,,,,
82,diospyros kaki,,,,,,,,,
83,zizyphus jujuba,,,,,,,,,
84,carissa carandas,,,,,,,,,
85,actinidia chinensis,,,,,,,,,
86,actinidia,,,,,,,,,
87,fortunella spp,,,,,,,,,
