,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,euclea natalensis a.dc,euclea natalensis a.dc,,v. congolensis de wild and t. durand,euclea natalensis a.dc_dysentery,oldfieldia dactylophylla (welw. ex oliv_helminthiases,oldfieldia dactylophylla (welw. ex oliv_parasitic worm,euclea natalensis a.dc_hepatoprotectant,oldfieldia dactylophylla (welw. ex oliv_anthelmintic,euclea natalensis a.dc_hepatoprotective
1,euclea natalensis,oldfieldia dactylophylla (welw. ex oliv,,,euclea natalensis a.dc_tuberculosis,persicaria senegalensis (meisn.) sojak_aging skin,v. doniana sweet_parasitic worm,euclea natalensis a.dc_antibacterial,persicaria senegalensis (meisn.) sojak_antioxidant,persicaria senegalensis (meisn.) sojak_anti-ageing
2,oldfieldia dactylophylla (welw. ex oliv,vitex doniana sweet,,,euclea natalensis a.dc_drug-induced liver injury,persicaria senegalensis (meisn.) sojak_skin troubles,v. fischeri gurke_parasitic worm,euclea natalensis a.dc_antimycobacterial,persicaria senegalensis (meisn.) sojak_anti-inflammatory,persicaria senegalensis_anti-ageing
3,v. doniana sweet,vitex fischeri gurke,,,euclea natalensis a.dc_abdominal pain,,v. madiensis subsp. milanjiensis (britten) f.white_parasitic worm,euclea natalensis a.dc_antifibrotic,,p. senegalensis_anti-ageing
4,vitex,vitex madiensis subsp. milanjiensis (britten) f.white,,,euclea natalensis a.dc_stomach problems,,v. mombassae vatke_parasitic worm,vitex doniana sweet_anthelmintic,,
5,v. fischeri gurke,vitex mombassae vatke,,,euclea natalensis a.dc_chest related complaints,,e. africana_pain-related conditions,vitex fischeri gurke_anthelmintic,,
6,v. madiensis subsp. milanjiensis (britten) f.white,entada africana guill. & perr,,,vitex doniana sweet_helminthiases,,persicaria senegalensis_chronic inflammation,vitex madiensis subsp. milanjiensis (britten) f.white_anthelmintic,,
7,v. mombassae vatke,persicaria senegalensis (meisn.) sojak,,,vitex fischeri gurke_helminthiases,,,vitex mombassae vatke_anthelmintic,,
8,entada africana,poria cocos (schw.) wolf,,,vitex madiensis subsp. milanjiensis (britten) f.white_helminthiases,,,entada africana guill. & perr_analgesic,,
9,entada africana guill. & perr,,,,vitex mombassae vatke_helminthiases,,,entada africana guill. & perr_anti-inflammatory,,
10,e. africana,,,,entada africana guill. & perr_pain,,,,,
11,persicaria senegalensis (meisn.) sojak,,,,entada africana guill. & perr_fractures,,,,,
12,persicaria senegalensis,,,,entada africana guill. & perr_sprains,,,,,
13,p. senegalensis,,,,,,,,,
14,poria cocos,,,,,,,,,
15,poria cocos (schw.) wolf,,,,,,,,,
