,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ensete,ensete ventricosumabyssinian,ceratonia siliquasubterranean,ceratonia siliqua,,,,,,
1,digitaria spp,ensete ventricosumfonio,trifolium subterraneathyme,trifolium subterranea,,,,,,
2,mesembryanthemum eduleiboga,digitaria spp,thymus vulgaristurnip,thymus vulgaris,,,,,,
3,tabernanthe ibogaindigo,mesembryanthemum eduleiboga,brassica rapaafricaabyssinian,brassica rapa,,,,,,
4,telfairia spp,tabernanthe ibogaindigo,avena strigosaafrican,ensete ventricosum,,,,,,
5,sorghum,telfairia spp,elaeis guineensisair-potato,avena strigosa,,,,,,
6,corylus spp,sorghum bicolortamarind,dioscorea bulbiferaakee,elaeis guineensis,,,,,,
7,derris,corylus spp,blighia sapidabambara,dioscorea bulbifera,,,,,,
8,eugenia spp,derris ellipticadurian,voandzeia subterraneabaobab,blighia sapida,,,,,,
9,datura,eugenia spp,adansonia digitatabean,voandzeia subterranea,,,,,,
10,corchorus spp,datura metelindian,lablab nigerblack-eyed pea,adansonia digitata,,,,,,
11,luffa,corchorus spp,vigna unguiculatabottle,lablab niger,,,,,,
12,luffa aegyptiaca,luffa,lagenaria sicerariabowstring,vigna unguiculata,,,,,,
13,luffa aegyptica,luffa aegyptiacamango,physostigma venenosacastor,lagenaria siceraria,,,,,,
14,abutilon,luffa aegypticawatermelon,ricinus communiscoffee,sansieveria trifasciciata,,,,,,
15,arundinaria spp,abutilon avicinnaeapricot,coffea arabicacoffee,butryospermum paradoxum,,,,,,
16,bambusa spp,arundinaria,coffea canephoracowpea,physostigma venenosa,,,,,,
17,phyllostachys spp,bambusa spp,vigna unguiculatadate,ricinus communis,,,,,,
18,chaenomeles spp,phyllostachys spp,phoenix dactyliferaelephant,coffea arabica,,,,,,
19,ginkgo,chaenomeles spp,pennisetum purpureumensete,coffea canephora,,,,,,
20,carya spp,ginkgo bilobaginseng,panicum maximumgum,phoenix dactylifera,,,,,,
21,juglans regia,carya spp,acacia senegalhottentot-fig,pennisetum purpureum,,,,,,
22,eucalyptus spp,ginkgo bilobamillet,indigofera tinctoriajaragua,panicum maximum,,,,,,
23,eucalyptus,juglans regia,hyparrhenia rufakafir-potato,acacia senegal,,,,,,
24,,eucalyptus spp,plectranthus esculentuskarite,indigofera tinctoria,,,,,,
25,,,hibiscus cannabinuskikuyu,hyparrhenia rufa,,,,,,
