,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,nymphaea alba l,nymphaea alba,kania noga,paucedamum,,,,,,
1,ocimum basilicum l,ocimum basilicum,tormentilla,portulata,,,,,,
2,operculina turpethum mans,operculina turpethum,lapathum,spongia officinalis l,,,,,,
3,orchis morio et mascula l,orchis morio,succisa pratensis,spongia,,,,,,
4,origanum dictamnus l,origanum dictamnus,,consolida maior minor,,,,,,
5,origanum,origanum vulgare,,matricaria,,,,,,
6,origanum vulgare l,osmunda regalis,,triplerospermum inodorum l,,,,,,
7,osmunda regalis l,osmunda,,,,,,,,
8,paeonia officinalis l,paeonia officinalis,,,,,,,,
9,papaver somniferum l,papaver somniferum,,,,,,,,
10,paris quadrifolia l,paris quadrifolia,,,,,,,,
11,pastinaca sativa l,pastinaca sativa,,,,,,,,
12,pastinaca,persicaria bistorta,,,,,,,,
13,persicaria bistorta samp,persicaria maculosa,,,,,,,,
14,persicaria,petroselinum sativum,,,,,,,,
15,persicaria maculosa gray,peucedanum officinale,,,,,,,,
16,petroselinum sativum fuss,peucedanum ostruthium,,,,,,,,
17,peucedanum officinale l,peucedanum palustre,,,,,,,,
18,peucedanum ostruthium koch,physalis alkekengi,,,,,,,,
19,peucedanum palustre monch,pimpinella saxifraga,,,,,,,,
20,physalis alkekengi l,pinus silvestris,,,,,,,,
21,pimpinella saxifraga l,pistacia terebinthus,,,,,,,,
22,pinus silvestris l,pistacia,,,,,,,,
23,pistacia terebinthus l,plantago coronopus,,,,,,,,
24,pistacia,plantago maior,,,,,,,,
25,plantago coronopus l,polygala vulgaris,,,,,,,,
26,plantago maior l,polygonum aviculare,,,,,,,,
27,polygala vulgaris l,polygonum bistorta,,,,,,,,
28,polygonum aviculare l,polypodium vulgare,,,,,,,,
29,polygonum bistorta samp,populus nigra,,,,,,,,
30,polypodium vulgare l,portulaca oleracea,,,,,,,,
31,populus,potentilla erecta,,,,,,,,
32,populus nigra l,potentilla reptans,,,,,,,,
33,portulaca oleracea l,primula veris,,,,,,,,
34,potentilla erecta uspen,prunella vulgaris,,,,,,,,
35,potentilla reptans l,prunus persica,,,,,,,,
36,primula veris l,pulicaria vulgaris,,,,,,,,
37,prunella vulgaris l,pyrola minor,,,,,,,,
38,prunus persica (l.) batsc,pyrola rotundifolia,,,,,,,,
39,pulicaria vulgaris gaertn,quercus robur,,,,,,,,
40,pyrola minor l,ranunculus flammula,,,,,,,,
41,pyrola rotundifolia l,raphanus raphanistrum,,,,,,,,
42,quercus,rosa canina,,,,,,,,
43,quercus robur l,rosmarinus officinalis,,,,,,,,
44,ranunculus flammula l,rubia tinctorum,,,,,,,,
45,raphanus raphanistrum l,rubus plicatus,,,,,,,,
46,rosa,rubus idaeus,,,,,,,,
47,rosa canina l,rumex acetosa,,,,,,,,
48,rosmarinus officinalis l,rumex confertus,,,,,,,,
49,rubia tinctorum l,ruta graveolens,,,,,,,,
50,rubus,ruta,,,,,,,,
51,rubus plicatus weihe,salix alba,,,,,,,,
52,rubus idaeus l,salvia,,,,,,,,
53,rumex acetosa l,salvia officinalis,,,,,,,,
54,rumex confertus wild,salvia sclarea,,,,,,,,
55,ruta,sambucus ebulus,,,,,,,,
56,ruta graveolens l,sambucus nigra,,,,,,,,
57,salix,saponaria officinalis,,,,,,,,
58,salix alba l,satureja hortensis,,,,,,,,
59,salvia viridisl,saussurea costus,,,,,,,,
60,salvia,costus,,,,,,,,
61,salvia officinalis l,saussurea,,,,,,,,
62,salvia sclarea l,saxifraga granulata,,,,,,,,
63,sambucus,scrophularia nodosa,,,,,,,,
64,sambucus ebulus l,securigera varia,,,,,,,,
65,sambucus nigra l,sedum acre,,,,,,,,
66,saponaria officinalis l,senecio vulgaris,,,,,,,,
67,satureja hortensis l,serratula tinctoria,,,,,,,,
68,saussurea costus lipsch,sinapis alba,,,,,,,,
69,saussurea,smyrnium olusatrum,,,,,,,,
70,costus,smyrnium perfoliatum,,,,,,,,
71,saxifraga,solanum nigrum,,,,,,,,
72,saxifraga granulata l,solidago virgaurea,,,,,,,,
73,scrophularia nodosa l,sonchus oleraceus,,,,,,,,
74,securigera varia lassen,spinacia oleracea,,,,,,,,
75,sedum acre l,stachys officinalis,,,,,,,,
76,senecio vulgaris l,symphytum officinale,,,,,,,,
77,serratula tinctoria l,tanacetum vulgare,,,,,,,,
78,sinapis,taraxacum officinale,,,,,,,,
79,sinapis alba l,taxus baccata,,,,,,,,
80,smyrnium olusatrum l,thymus serpyllum,,,,,,,,
81,smyrnium perfoliatum l,thymus vulgaris,,,,,,,,
82,solanum nigrum l,tribulus terrestris,,,,,,,,
83,solidago virgaurea l,trifolium pretense,,,,,,,,
84,sonchus oleraceus l,typha latifolia,,,,,,,,
85,spinacia oleracea l,urtica dioica,,,,,,,,
86,stachys officinalis trevis,usnea barbata,,,,,,,,
87,symphytum officinale l,vaccinium oxycoccos,,,,,,,,
88,tanacetum vulgare l,valeriana officinalis,,,,,,,,
89,taraxacum officinale l,veratrum album,,,,,,,,
90,taxus baccata l,verbascum thapsus,,,,,,,,
91,thymus serpyllum l,verbena officinalis,,,,,,,,
92,thymus vulgaris l,verbena,,,,,,,,
93,tribulus,veronica chamaedrys,,,,,,,,
94,tribulus terrestris l,viola odorata,,,,,,,,
95,trifolium,viscum album,,,,,,,,
96,trifolium pretense l,vitex agnus-castus,,,,,,,,
97,typha latifolia l,vitis vinifera,,,,,,,,
98,urtica,,,,,,,,,
99,urtica dioica l,,,,,,,,,
100,usnea,,,,,,,,,
101,usnea barbata l,,,,,,,,,
102,vaccinium oxycoccos l,,,,,,,,,
103,valeriana,,,,,,,,,
104,valeriana officinalis l,,,,,,,,,
105,veratrum album l,,,,,,,,,
106,verbascum thapsus l,,,,,,,,,
107,verbena,,,,,,,,,
108,verbena officinalis l,,,,,,,,,
109,veronica chamaedrys l,,,,,,,,,
110,viola odorata l,,,,,,,,,
111,viscum album l,,,,,,,,,
112,vitex agnus-castus l,,,,,,,,,
113,vitis vinifera l,,,,,,,,,
