,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,berberis,berberis,coscinium fenestratum,m. aquifolium,berberis_infectious diseases,berberis aristata_enlarged liver and spleen,berberis_common cold,berberis_astringent,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_antiseptic,berberis vulgaris_blood purifying
1,berberis vulgaris,berberis vulgaris,,coptischinensis,berberis_hemorrhoids,b. chitria_hemorrhages,berberis_influenza,berberis_antimicrobial,,berberis aristata_antiprotozoal
2,berberis asiatica,berberis asiatica,,enantiachlorantha oliv,berberis_snakebite,b. chitria_ulcers,berberis_fungi,berberis actinacantha mart_antipyretic,,b. chitria_antimicrobial
3,berberis aristata,berberis aristata,,enantia pilosa exell,berberis_infections of the ear,b. chitria_enlarged liver and spleen,berberis_protozoa,berberis aquifolium pursh_anti-inflammatory,,b. chitria_antiprotozoal
4,berberis actinacantha mart,b. chitria,,enantia polycarpa (dc.)engl. & diels,berberis_scorpion sting,b. lycium_hemorrhages,berberis_bacteria,berberis aristata dc_anti-pyretic,,b. lycium_antiprotozoal
5,berberis aquifolium pursh,b. lycium,,berberisaristata,berberis_eye,b. lycium_enlarged liver and spleen,berberis_respiratory infections,berberis aristata dc_analgesic,,m. aquifolium_antimicrobial
6,berberis aristata dc,coptis,,cosciniumfenestratum,berberis_indigestion,annickia chlorantha (oliv. )setten & maas (ex-enantiachlorantha oliv_hemostatic,berberis_wounds,berberis aristata dc_anti-bacterial,,coptischinensis_elimination of toxins
7,berberis asiatica roxb. ex dc,coptis chinensis,,,berberis_obesity,annickia chlorantha (oliv. )setten & maas (ex-enantiachlorantha oliv_typhoid fever,berberis_viruses,berberis aristata dc_anti-inflammatory,,annickia chlorantha (oliv. )setten & maas_hemostatic
8,b. vulgaris,annickia,,,berberis_diarrhea,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_ophthalmia,berberis_mountain sickness,berberis aristata dc_anti-fungal,,annickia chlorantha (oliv. )setten & maas_promote conception
9,b. chitria,coelocline,,,berberis_inflammation,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_intestinal problems,berberis_helminthes,,,annickia chlorantha (oliv. )setten & maas_antipyretic
10,b. lycium,rollinia,,,berberis_dysentery,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_malaria,berberis aristata_urinary disorders,,,enantiachlorantha oliv_hemostatic
11,coptis,xylopia,,,berberis_uterine and vaginal disorders,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_fever,berberis aristata_enlarged liverand spleen,,,enantiachlorantha oliv_promote conception
12,c. chinensis,caulophyllum,,,berberis_diabetes,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_sores,berberis aristata_painful micturition,,,enantiachlorantha oliv_antipyretic
13,annickia chlorantha (oliv. )setten & maas,jeffersonia,,,berberis_intestinal parasites,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_jaundice,b. chitria_urinary disorders,,,annickia polycarpa (dc. )setten & maas ex i.m.turner_antiseptic
14,annickia pilosa (exell) setten &maas,mahonia,,,berberis_mouth,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_stomach ulcers,b. chitria_enlarged liverand spleen,,,annickia polycarpa (dc. )setten & maas ex i.m.turner_wound healing
15,annickia polycarpa (dc. )setten & maas ex i.m.turner,nandina,,,berberis_constipation,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_cuts,b. chitria_painful micturition,,,enantia polycarpa (dc.)engl. & diels_antiseptic
16,annickia,sinopodophyllum,,,berberis asiatica_skin pigmentation,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_leprosy,b. chitria_diabetes,,,enantia polycarpa (dc.)engl. & diels_wound healing
17,coelocline,tinospora,,,berberis asiatica_ulcers,annickia polycarpa (dc. )setten & maas ex i.m.turner(ex-enantia polycarpa (dc.)engl. & diels_skin infections,b. chitria_intestinal parasites,,,xylopia polycarpa (dc.) oliv_conception
18,rollinia mucosa (jacq.) baill,argemone,,,berberis asiatica_asthma,xylopia polycarpa (dc.) oliv_eye diseases,b. chitria_diarrhea,,,berberis aquifolium pursh_menstruation
19,rollinia,bocconia,,,berberis asiatica_swelling,xylopia polycarpa (dc.) oliv_conception,b. lycium_urinary disorders,,,berberis aquifolium pursh_intestinal secretions and bile flow
20,xylopia polycarpa (dc.) oliv,chelidonium,,,berberis asiatica_eye sores,berberis aquifolium pursh_stomach problems,b. lycium_enlarged liverand spleen,,,berberis aquifolium pursh_blood flow to the liver
21,xylopia,corydalis,,,berberis asiatica_jaundice,berberis aquifolium pursh_gall bladder disease,b. lycium_painful micturition,,,berberis aristata dc_laxative
22,caulophyllum,eschscholzia,,,berberis asiatica_inflammation,berberis aristata dc_diabetic,b. lycium_diabetes,,,berberis aristata dc_anti-hepatopathic
23,jeffersonia,glaucium,,,berberis asiatica_toothache,berberis aristata dc_laxative,b. lycium_intestinal parasites,,,berberis aristata dc_anti-osteoporosis
24,mahonia,hunnemannia,,,berberis aristata_conjunctivitis,berberis aristata dc_anti-osteoporosis,b. lycium_diarrhea,,,berberis aristata dc_anti-scorbutic
25,nandina,macleaya,,,berberis aristata_hemorrhages,berberis aristata dc_anti-hepatopathic,m. aquifolium_skin conditions,,,berberis aristata dc_anti-diabetic
26,sinopodophyllum,papaver,,,berberis aristata_ulcers,berberis aristata dc_anti-scorbutic,annickia chlorantha (oliv. )setten & maas_treat malariasymptoms,,,
27,tinospora,sanguinaria,,,berberis aristata_skin diseases,,annickia chlorantha (oliv. )setten & maas_typhoidfever,,,
28,argemone,hydrastis,,,berberis aristata_jaundice,,enantiachlorantha oliv_spleen in children,,,
29,argemone mexicana,xanthorhiza,,,berberis aristata_ophthalmic diseases,,enantiachlorantha oliv_infectious diseases,,,
30,bocconia,evodia,,,b. chitria_conjunctivitis,,enantiachlorantha oliv_ulcers,,,
31,chelidonium,phellodendron,,,b. chitria_skin diseases,,enantiachlorantha oliv_sore,,,
32,corydalis,zanthoxyllum,,,b. chitria_jaundice,,enantiachlorantha oliv_boils,,,
33,eschscholzia,b. vulgaris,,,b. chitria_ophthalmic diseases,,enantiachlorantha oliv_chills,,,
34,glaucium,argemone mexicana,,,b. lycium_conjunctivitis,,enantiachlorantha oliv_treat malariasymptoms,,,
35,hunnemannia,b. aquifolium,,,b. lycium_ulcers,,enantiachlorantha oliv_hypertension,,,
36,macleaya,b. heterophylla,,,b. lycium_skin diseases,,enantiachlorantha oliv_diabetes,,,
37,papaver,b. beaniana,,,b. lycium_jaundice,,enantiachlorantha oliv_wounds,,,
38,sanguinaria,c. chinensis,,,b. lycium_ophthalmic diseases,,enantiachlorantha oliv_intercostal pain,,,
39,hydrastis,c. japonica,,,annickia chlorantha (oliv. )setten & maas (ex-enantiachlorantha oliv_infectious diseases,,enantiachlorantha oliv_hiv,,,
40,xanthorhiza,c. rhizome,,,annickia chlorantha (oliv. )setten & maas (ex-enantiachlorantha oliv_ulcers,,enantiachlorantha oliv_infected wounds,,,
41,evodia,hydratis canadensis,,,annickia chlorantha (oliv. )setten & maas (ex-enantiachlorantha oliv_sore,,enantiachlorantha oliv_coughs,,,
