,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,berberis buxifolia lam,berberis buxifolia lam,,berberis heterophyllajuss. ex poir,berberis buxifolia lam_infections,berberis chitria buch.-ham.ex lindl_enlarged spleen,berberis chitria buch.-ham.ex lindl_skin diseases,berberis darwinii hook_anti-inflammatory,berberis darwinii hook_antipyretic,berberis chitria buch.-ham.ex lindl_ophthalmic
1,berberis chitria buch.-ham.ex lindl,berberis chitria buch.-ham.ex lindl,,tinospora cordifolia(willd.) miers,berberis chitria buch.-ham.ex lindl_ulcers,berberis chitria buch.-ham.ex lindl_ophthalmic,berberis chitria buch.-ham.ex lindl_affection of eyes,berberis integerrima bunge_antipyretic,berberis pseudumbellata r.parker_oxytocic,berberis darwinii hook_antipyrectic
2,berberis darwinii hook,berberis darwinii hook,,argemone alba f. lestib,berberis chitria buch.-ham.ex lindl_rheumatism,berberis libanotica ehrenb. ex c. k. schneid_rheumatic diseases,berberis heterophyllajuss. ex poir_diarrhea,berberis koreana palib_antipyretic,caulophyllum thalictroides (l.) michaux_uterine stimulant,berberis heterophyllajuss. ex poir_febrifuge
3,berberis empetrifolia lam,berberis empetrifolia lam,,corydalis slivenensisvelen,berberis chitria buch.-ham.ex lindl_skin disease,mahonia fortunei (lindl.) fedde_testicular swelling,berberis tinctoria lesch_affection of eyes,berberis leschenaultia wall. ex wight & arn_antipyretic,nandina domestica thunb_antirheumatic,berberis heterophyllajuss. ex poir_anti-inflammatory
4,berberis integerrima bunge,berberis integerrima bunge,,corydalis ternata(nakai) nakai,berberis chitria buch.-ham.ex lindl_enlarged liver,sinopodophyllum hexandrum (royle) t. s. ying_retention of dead fetus or placenta,berberis vulgaris l_healinternal injuries,berberis libanotica ehrenb. ex c. k. schneid_anti-inflammatory,tinospora sinensis (lour.) merr_anti-malarial,berberis petiolaris wall. ex g.don_oxytocic
5,berberis jaeschkeana c. k.schneid,berberis jaeschkeana c. k.schneid,,phellodendron wilsoniihayata & kaneh,berberis chitria buch.-ham.ex lindl_conjunctivitis,bocconia frutescens l_bronchitis,caulophyllum thalictroides (l.)michaux_uterine stimulant,berberis lycium royle_febrifuge,argemone mexicana l_antidote to snake poisoning,caulophyllum thalictroides (l.)michaux_promote prompt delivery
6,berberis koreana palib,berberis koreana palib,,,berberis chitria buch.-ham.ex lindl_bleeding piles,chelidonium majus l_gallbladder pains,mahonia fortunei (lindl. )fedde_treattesticular swelling,berberis microphylla g. forst_febrifuge,corydalis solida subsp. brachylova_hallucinogenic,tinospora sinensis (lour. )merr_anti-malarialactivities
7,berberis leschenaultia wall. exwight & arn,berberis leschenaultia wall. ex wight & arn,,,berberis chitria buch.-ham.ex lindl_jaundice,corydalis turtschaninovii besser_gastric ulcer,nandina domestica thunb_antirheumatic,berberis microphylla g. forst_anti-inflammatory,papaver rhoeas l. var. chelidonioides_hypnotic,tinospora cordifolia(willd.) miers_anti-inflammatory
8,berberis libanotica ehrenb. exc. k. schneid,berberis libanotica ehrenb. ex c. k. schneid,,,berberis darwinii hook_indigestion,corydalis turtschaninovii besser_duodenal ulcer,argemone mexicana l_snake poisoning,berberis oblonga (regel) c. k. schneid_antipyretic,papaver rhoeas l. var. chelidonioides_expectorant,tinospora cordifolia(willd.) miers_antistress
9,berberis lycium royle,berberis lycium royle,,,berberis darwinii hook_colitis,macleaya microcarpa (maxim.) fedde_inflammation,argemone mexicana l_antidote,berberis oblonga (regel) c. k. schneid_heart tonic,papaver rhoeas l. var. chelidonioides_sedative,tinospora cordifolia(willd.) miers_antiarthritic
10,berberis microphylla g. forst,berberis microphylla g. forst,,,berberis darwinii hook_stomach pains,papaver rhoeas l. var. chelidonioides_minor painful conditions,argemone platyceras l_respiratory ailment,berberis oblonga (regel) c. k. schneid_antidiarrheal,papaver rhoeas l. var. chelidonioides_mild pain reliever,tinospora cordifolia(willd.) miers_anti-spasmodic
11,berberis oblonga (regel) c. k.schneid,berberis oblonga (regel) c. k. schneid,,,berberis empetrifolia lam_mountain sickness,papaver rhoeas l. var. chelidonioides_irritable coughs,bocconia frutescens l_ulcers,berberis pseudumbellata r.parker_diuretic,papaver rhoeas l. var. chelidonioides_anticancer,tinospora cordifolia(willd.) miers_anti-malarialactivities
12,berberis petiolaris wall. ex g.don,berberis petiolaris wall. ex g.don,,,berberis integerrima bunge_kidney stones,papaver rhoeas l. var. chelidonioides_poor digestion,bocconia frutescens l_eruptions,berberis thunbergii dc_anti-inflammatory,papaver rhoeas l. var. chelidonioides_emmenagogue,tinospora cordifolia(willd.) miers_tonic
13,berberis pseudumbellata r.parker,berberis pseudumbellata r.parker,,,berberis integerrima bunge_headaches,papaver rhoeas l. var. chelidonioides_nervous digestive disorders,bocconia frutescens l_bronchistis,berberis tinctoria lesch_antimicrobial,papaver rhoeas l. var. chelidonioides_emollient,tinospora cordifolia(willd.) miers_anti-allergic
14,berberis thunbergii dc,berberis thunbergii dc,,,berberis integerrima bunge_rheumatism,papaver rhoeas l. var. chelidonioides_insomnia,corydalis solida subsp.brachylova_insomnia,berberis umbellata wall. ex g.don_tonic,papaver rhoeas l. var. chelidonioides_slightly narcotic,tinospora cordifolia(willd.) miers_anti-diabetic
15,berberis tinctoria lesch,berberis tinctoria lesch,,,berberis integerrima bunge_bone fractures,papaver rhoeas l. var. chelidonioides_nervous over-activity,corydalis solida subsp.slivenensis (velen.) hayek_rheumatism,berberis vulgaris l_anticancer,papaver rhoeas l. var. chelidonioides_anodyne,tinospora cordifolia(willd.) miers_improve the immune system
16,berberis umbellata wall. ex g.don,berberis umbellata wall. ex g.don,,,berberis integerrima bunge_constipation,papaver rhoeas l. var. chelidonioides_fevers,corydalis solida subsp.slivenensis (velen.) hayek_cardiac arrhythmia disease,berberis vulgaris l_sedative,coptis chinensis franch_bitter,tinospora cordifolia(willd.) miers_anti-leprotic
17,berberis vulgaris l,berberis vulgaris l,,,berberis integerrima bunge_diabetes,papaver rhoeas l. var. chelidonioides_bronchial complaints,corydalis solida subsp.slivenensis (velen.) hayek_dysmenorrhea,berberis vulgaris l_antiarrhythmic,coptis chinensis franch_lower fevers,tinospora cordifolia(willd.) miers_antiperiodic
18,caulophyllum thalictroides (l.)michaux,caulophyllum thalictroides (l.) michaux,,,berberis integerrima bunge_wound,papaver rhoeas l. var. chelidonioides_coughs,"corydalis solida subsp.slivenensis (velen.) hayek_gastric,duodenal ulcer",caulophyllum thalictroides (l.) michaux_inducer of menstruation,coptis chinensis franch_relax spasms,argemone alba f. lestib_diuretic
19,jeffersonia diphylla (l.) pers,jeffersonia diphylla (l.) pers,,,berberis integerrima bunge_tuberculosis,papaver rhoeas l. var. chelidonioides_jaundice,corydalis solida subsp.slivenensis (velen.) hayek_memory dysfunction,caulophyllum thalictroides (l.) michaux_antispasmodic,coptis japonica (thunb.) makino_lower fevers,argemone alba f. lestib_anthydropic
20,mahonia fortunei (lindl. )fedde,mahonia fortunei (lindl.) fedde,,,berberis integerrima bunge_stomach aches,papaver rhoeas l. var. chelidonioides_ailments in the elderly and children,corydalis slivenensisvelen_rheumatism,jeffersonia diphylla (l.) pers_expectorant,coptis japonica (thunb.) makino_relax spasms,argemone alba f. lestib_purgative
21,mahonia napaulensis dc,mahonia napaulensis dc,,,berberis integerrima bunge_chest pain,coptis chinensis franch_tongue ulcers,corydalis slivenensisvelen_cardiac arrhythmia disease,jeffersonia diphylla (l.) pers_emetic,coptis teeta wall_relaxes spasms,argemone alba f. lestib_diaphoretic
22,nandina domestica thunb,nandina domestica thunb,,,berberis integerrima bunge_radiculitis,coptis chinensis franch_mouth ulcers,corydalis slivenensisvelen_dysmenorrhea,jeffersonia diphylla (l.) pers_diuretic,coptis teeta wall_lowers fevers,argemone alba f. lestib_emetic
23,sinopodophyllum hexandrum(royle) t. s. ying,sinopodophyllum hexandrum (royle) t. s. ying,,,berberis integerrima bunge_heart pain,coptis chinensis franch_bacterial infections,"corydalis slivenensisvelen_gastric,duodenal ulcer",jeffersonia diphylla (l.) pers_antispasmodic,hydrastis canadensis l_tonic,argemone alba f. lestib_demulcent
24,tinospora sinensis (lour. )merr,tinospora sinensis (lour.) merr,,,berberis jaeschkeana c. k.schneid_eye diseases,coptis japonica (thunb.) makino_bacterial infections,corydalis slivenensisvelen_memory dysfunction,mahonia fortunei (lindl.) fedde_anticancer,,argemone alba f. lestib_cathartic
25,argemone albiflora hornem,argemone albiflora hornem,,,berberis koreana palib_sore throats,coptis japonica (thunb.) makino_dysentery,corydalis solida subsp. tauricola_memory dysfunction,mahonia fortunei (lindl.) fedde_antiodontalgic,,chelidonium majus l_remove films fromthe cornea of the eye
26,argemone mexicana l,argemone mexicana l,,,berberis koreana palib_gastroenteritis,coptis japonica (thunb.) makino_inflamed tongue,corydalis solida subsp. tauricola_dysmenorrhea,mahonia fortunei (lindl.) fedde_febrifuge,,macleaya microcarpa(maxim.) fedde_inflammation
27,argemone platyceras l,argemone platyceras l,,,berberis koreana palib_conjunctivitis,coptis teeta wall_bacterial infections,"corydalis solida subsp. tauricola_gastric,duodenal ulcer",mahonia napaulensis dc_demulcent,,papaver dubium var. lecoquii_hypnotic
28,bocconia frutescens l,bocconia frutescens l,,,berberis leschenaultia wall. ex wight & arn_complications during post-natal period,coptis teeta wall_ophthalmic diseases,corydalis solida subsp. tauricola_cardiac arrhythmia disease,mahonia napaulensis dc_diuretic,,papaver dubium var. lecoquii_reduce nervousover-activity
29,chelidonium majus l,chelidonium majus l,,,berberis leschenaultia wall. ex wight & arn_cold,hydrastis canadensis l_stomach,"corydalis turtschaninoviibesser_gastric,duodenal ulcer",nandina domestica thunb_febrifuge,,papaver dubium var. lecoquii_emmenagogue
30,corydalis solida subsp.brachylova,corydalis solida subsp. brachylova,,,berberis libanotica ehrenb. ex c. k. schneid_arthritis,hydrastis canadensis l_nose,eschscholzia californicacham_incontinence(especially in children,nandina domestica thunb_antitussive,,papaver dubium var. lecoquii_painreliever
31,corydalis solida subsp.slivenensis (velen.) hayek,corydalis solida subsp. slivenensis (velen.) hayek,,,berberis libanotica ehrenb. ex c. k. schneid_neuralgic diseases,,papaver dubium var. lecoquii_nervousdigestive disorders,nandina domestica thunb_tonic,,papaver dubium var. lecoquii_sedative
32,corydalis solida subsp. tauricola,corydalis solida subsp. tauricola,,,berberis libanotica ehrenb. ex c. k. schneid_muscular pain,,papaver dubium var. lecoquii_fevers,nandina domestica thunb_stomachic,,papaver dubium var. lecoquii_emollient
33,corydalis turtschaninoviibesser,corydalis turtschaninovii besser,,,berberis lycium royle_bone fractures,,papaver dubium var. lecoquii_poor digestion,nandina domestica thunb_astringent,,papaver dubium var. lecoquii_anodyne
34,eschscholzia californicacham,eschscholzia californica cham,,,berberis lycium royle_diabetes,,papaver dubium var. lecoquii_ailments in the elderly and children,sinopodophyllum hexandrum (royle) t. s. ying_regulate menstruation,,papaver dubium var. lecoquii_expectorant
35,glaucium corniculatum (l.)rud. subsp. corniculatum,glaucium corniculatum (l.) rud. subsp. corniculatum,,,berberis lycium royle_boils,,papaver dubium var. lecoquii_minor painfulconditions,sinopodophyllum hexandrum (royle) t. s. ying_promote the circulation of blood,,coptis teeta wall_ophthalmic
