,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,cannabis,cannabis,maja danic2,can-nabis,,,cannabis_chronic pain,,,cannabis_euphoria
1,phaseolus vulgaris l,phaseolus vulgaris l,ganja,,,,cannabis_multiple sclerosis,,,cannabis_in-toxication
2,,,,,,,cannabis_epi-lepsy,,,cannabis_decreased anxiety
3,,,,,,,cannabis_chronic diseases,,,cannabis_relaxation
4,,,,,,,cannabis_cancer,,,cannabis_analgesics
5,,,,,,,cannabis_alzheimer's disease,,,phaseolus vulgaris l_reducing the ldl cholesterol and systolic blood pressure
6,,,,,,,cannabis_glaucoma,,,phaseolus vulgaris l_antioxidants
7,,,,,,,cannabis_vomiting,,,phaseolus vulgaris l_reduce the risk of colon cancer
8,,,,,,,cannabis_nausea,,,
9,,,,,,,cannabis_hypertension,,,
10,,,,,,,cannabis_aids,,,
11,,,,,,,phaseolus vulgaris l_diabetics,,,
12,,,,,,,phaseolus vulgaris l_obesity,,,
13,,,,,,,phaseolus vulgaris l_heart disease,,,
14,,,,,,,phaseolus vulgaris l_overweight,,,
15,,,,,,,phaseolus vulgaris l_metabolic syndrome,,,
