,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,pulsatilla patens,pulsatilla patens,,plantagomaior,pulsatilla patens_skin disorders,sorbus aucuparia_love magic,populus tremula_skindisorders,,pulsatilla patens_antibiotic,thymus serpyllum_wound healing
1,centaurea cyanus,centaurea cyanus,,salvia officinalis,centaurea cyanus_skin disorders,daphne mezereum_love magic,pulsatillavulgaris_plica polonica,,centaurea cyanus_anti-inflammatory,thymus serpyllum_gum strengthening
2,ruta graveolens,ruta graveolens,,senna alexandrina,ruta graveolens_skin disorders,symphytum officinale_wound healing,sedum acre_heel pain,,ruta graveolens_diuretic,thymus serpyllum_destroy thescurvy impurities
3,vinca minor,vinca minor,,castanea sativa,vinca minor_skin disorders,achillea millefolium_wound healing,sedum acre_earache,,vinca minor_antibiotic,sedum acre_emetic
4,sorbus aucuparia,sorbus aucuparia,,frangula alnus,vinca minor_cataracts,stachys palustris_wound healing,sedum acre_urinary tract diseases,,vinca minor_stimulant,sedum acre_relaxant
5,daphne mezereum,daphne mezereum,,senna,thymus serpyllum_osteomyelitis,viscum album_wound healing,sedum maximum_wounds,,sorbus aucuparia_antibiotic,sedum maximum_ulcers
6,thymus serpyllum,thymus serpyllum,,napellus,silybum marianum_osteomyelitis,gentiana lutea_wound healing,sedum maximum_edema,,daphne mezereum_anti-inflammatory,sedum_wound healing
7,silybum marianum,silybum marianum,,calamus,anthemis arvensis_osteomyelitis,sedum maximum_ulcers,sedum maximum_bruises,,thymus serpyllum_diuretic,sorbus arranensis_antimicrobial
8,anthemis arvensis,anthemis arvensis,,cepa,matricaria chamomilla_osteomyelitis,viburnum opulus_wound healing,carlina acaulis_stitching pain,,silybum marianum_stimulant,achillea millefolium_wound healing
9,matricariachamomilla,matricaria chamomilla,,anthemis cotula l,artemisia absinthium_osteomyelitis,sorbus arranensis_antimicrobial remedy,carlina acaulis_colic,,anthemis arvensis_antibiotic,plantagomaior_wound healing
10,matricaria chamomilla,artemisia absinthium,,,picea alba_osteomyelitis,allium cepa_wound healing,carlina acaulis_ulcers,,matricaria chamomilla_anti-inflammatory,salvia officinalis_wound healing
11,artemisia absinthium,picea alba,,,populus tremula_osteomyelitis,levisticum officinale_magic and protection,plantagomaior_wounds,,artemisia absinthium_diuretic,
12,piceaalba,populus tremula,,,achillea millefolium_open cut wounds,ocimum basilicum_magic and protection,salvia officinalis_wounds,,picea alba_stimulant,
13,populus tremula,symphytum officinale,,,gentiana lutea_cholera,alliaria petiolata_magic and protection,symphytum officinale_wounds,,populus tremula_antibiotic,
14,symphytum officinale,achillea millefolium,,,sedum acre_ulcers,papaver rhoeas_magic and protection,,,symphytum officinale_anti-inflammatory,
15,achillea millefolium,stachys palustris,,,carlina acaulis_kidney and bladder disease,hypericum perforatum_respiratory illnesses,,,achillea millefolium_diuretic,
16,achillea millefolium l,viscum album,,,allium cepa_abscess,juniperus communis_respiratory illnesses,,,achillea millefolium_antibiotic,
17,stachyspalustris,gentiana lutea,,,picea abies_syphilis,tussilago farfara_respiratory illnesses,,,stachys palustris_stimulant,
18,viscum album,sedum acre,,,beta vulgaris_ringworm,acanthus mollis_wound healing,,,viscum album_antibiotic,
19,gentiana lutea,sedum maximum,,,pulsatilla vulgaris_polish plait,acer pseudoplatanus_wound healing,,,gentiana lutea_anti-inflammatory,
20,sedum acre,carlina acaulis,,,schoenus nigricans_burn wounds,aconitum lycoctonum_wound healing,,,gentiana lutea_stimulant,
21,sedum,viburnum opulus,,,,acorus calamus_wound healing,,,sedum acre_diuretic,
22,sedum maximum,sorbus arranensis,,,,adiantum capillus-veneris_wound healing,,,sedum maximum_stimulant,
23,carlina acaulis,allium cepa,,,,agrimonia eupatoria_wound healing,,,carlina acaulis_antibiotic,
24,viburnum opulus,picea abies,,,,agrostemma githago_wound healing,,,viburnum opulus_anti-inflammatory,
