,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,euclea natalensis a.dc,euclea natalensis a.dc,h. procumbens,vitex,euclea natalensis a.dc_chest related complaints,tis elegans_hel,euclea natalensis_drug-induced liver injury,euclea natalensis a.dc_antibacterial,h. procumbens_antimycobacterial,vitex_anthelmintic
1,euclea natalensis,euclea natalensis,dactylophylla,,euclea natalensis a.dc_tuberculosis,frican workshopo04_conditions,oldfieldia dactylophylla (welw. ex oliv_parasitic worm,euclea natalensis a.dc_antimycobacterial,h. procumbens_antifibrotic,entada africana guill. & perr_analgesic
2,oldfieldia dactylophylla (welw. ex oliv,oldfieldia dactylophylla (welw. ex oliv,welw. ex oliv,,euclea natalensis a.dc_stomach problems,entada africana_pain related,v. doniana sweet_parasitic worm,euclea natalensis a.dc_antifibrotic,h. procumbens_hepatoprotectant,
3,v. congolensis de wild and t. durand,v. congolensis de wild,aenorhabditis elegans,,euclea natalensis a.dc_abdominal pain,caenorhabditis elegans_hel,v. fischeri gurke_parasitic worm,euclea natalensis a.dc_hepatoprotectant,welw. ex oliv_anthelmintic,
4,v. doniana sweet,v. doniana sweet,t. durand,,euclea natalensis_dysentery,african workshopo04_pain related,v. madiensis subsp. milanjiensis (britten) f.white_parasitic worm,euclea natalensis a.dc_hepatoprotective,v. mombassae vatke_hel,
5,v. fischeri gurke,v. fischeri gurke,c,,euclea natalensis_abdominal pain,germanyentada africana guill. & perr_diseases,v. mombassae vatke_parasitic worm,euclea natalensis_antimycobacterial,frican workshopo04_anti-inflammatory,
6,v. madiensis subsp. milanjiensis (britten) f.white,v. madiensis subsp. milanjiensis (britten) f.white,habditis,,euclea natalensis_chest related complaints,germanyentada africana guill. & perr_pain,vitex_helminthiases,euclea natalensis_hepatoprotectant,african workshopo04_anti-inflammatory,
7,v. mombassae vatke,v. mombassae vatke,,,euclea natalensis_tuberculosis,germanyentada africana guill. & perr_pain related,entada africana guill. & perr_fractures and sprains,euclea natalensis_antibacterial,germanyentada africana guill. & perr_anti-inflammatory,
8,entada africana,v. doniana,durand,,euclea natalensis_stomach problems,germanyentada africana guill. & perr_fractures and sprains,,entada africana_anti-inflammatory,germanyentada africana guill. & perr_analgesic,
9,entada africana guill. & perr,entada africana,tis elegans,,entada africana_conditions,persicaria senegalensis_ageing skin,,e. africana_anti-inflammatory,persicaria senegalensis_elastase inhibitory,
10,e. africana,e. africana,frican workshopo04,,e. africana_pain,a_skin diseases,,persicaria senegalensis (meisn_anti-ageing,p. senegalensis_antimicrobial,
11,persicaria senegalensis (meisn.) sojak,persicaria senegalensis (meisn,f.white,,e. africana_conditions,e vulgaris_skin diseases,,persicaria senegalensis (meisn.) soj_anti-ageing,a_antibacterial,
12,persicaria senegalensis,persicaria senegalensis (meisn.) soj,caenorhabditis elegans,,persicaria senegalensis_chronic inflammation,,,persicaria senegalensis_anti-ageing,e vulgaris_antibacterial,
13,p. senegalensis,persicaria senegalensis,african workshopo04,,,,,p. senegalensis_anti-ageing,c. acnes_antibacterial,
14,poria cocos,p. senegalensis,germanyentada africana,,,,,,,
15,poria cocos (schw.) wolf,poria,norhabditis elegans,,,,,,,
16,,poria cocos (schw,germanyentada africana guill. & perr,,,,,,,
17,,poria cocos,a,,,,,,,
18,,poria cocos (schw.) wolf,e vulgaris,,,,,,,
19,,,acnes,,,,,,,
20,,,c. acnes,,,,,,,
21,,,utis,,,,,,,
22,,,poria cum radix pini,,,,,,,
23,,,poria cutis,,,,,,,
24,,,white poria,,,,,,,
