,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,vaccinium myrtillus l,vaccinium myrtillus l,thymus serpyllum l,thymusserpylluml,,,schisandra chinensis(turcz.) bail_exhaustion,,thymus serpyllum l_expectorant,thymusserpylluml_expectorant
1,viburnum opulus l,viburnum opulus l,tilia cordata mill,tiliacordatamill,,,,,tilia cordata mill_diaphoretic,tiliacordatamill_diaphoretic
2,,,tilia platyphyllos scop,t.platyphyllosscop,,,,,tilia platyphyllos scop_diaphoretic,tiliacordatamill_sudorific
3,,,tussilago farfara l,tussilagofarfaral,,,,,tussilago farfara l_expectorant,t.platyphyllosscop_diaphoretic
4,,,urtica dioica l,urticadioical,,,,,urtica dioica l_haemostatic,t.platyphyllosscop_sudorific
5,,,vaccinium vitis-idaea l,vacciniummyrtillusl,,,,,vaccinium myrtillus l_astringent,tussilagofarfaral_expectorant
6,,,valeriana officinalis l,vacciniumvitis-idaeal,,,,,vaccinium vitis-idaea l_diuretic,urticadioical_haemostatic
7,,,viola tricolor l,valerianaofficinalisl,,,,,valeriana officinalis l_sedative,vacciniummyrtillusl_astringent
8,,,viola arvensis murray,viburnumopulusl,,,,,viburnum opulus l_diaphoretic,vacciniumvitis-idaeal_diuretic
9,,,,violatricolorl,,,,,viburnum opulus l_hemostatic,valerianaofficinalisl_sedative
10,,,,v.arvensismurray,,,,,viburnum opulus l_anti-inflammatory,viburnumopulusl_hemostatic
11,,,,aralia elata (miq.)seem,,,,,viola tricolor l_expectorant,violatricolorl_expectorant
12,,,,aralia,,,,,viola arvensis murray_expectorant,v.arvensismurray_expectorant
13,,,,schisandra chinensis(turcz.) bail,,,,,,aralia elata (miq.)seem_tonic
14,,,,capsella bursa-pastoris (l.) medik,,,,,,aralia_tonic
15,,,,cyanus segetum hill,,,,,,"schisandra chinensis(turcz.) bail_reduce hunger, thirst"
16,,,,centaurea cyanus l,,,,,,schisandra chinensis(turcz.) bail_tonic
17,,,,plantago major l,,,,,,schisandra chinensis(turcz.) bail_night vision
18,,,,urtica dioical,,,,,,
19,,,,crataegusspp,,,,,,
20,,,,rosa spp,,,,,,
21,,,,prunus padus l,,,,,,
22,,,,sorbus aucuparia l,,,,,,
23,,,,achillea millefolium l,,,,,,
24,,,,tanacetum vulgarel,,,,,,
25,,,,origanum vulgare l,,,,,,
26,,,,betula pendula roth,,,,,,
27,,,,b. pubescens ehrh,,,,,,
28,,,,camelliasinensis (l.) kuntze,,,,,,
