,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,salix spp,salix spp,,jatropha podagrica hook,digitalis lanata ehrh_cardiac disease,galega officinalis l_type 2 diabetes,panax ginseng c.a.mey_fatigue,salix spp_pain relief,panax ginseng c.a.mey_fatigue,galega officinalis l_anti-diabetic
1,digitalis lanata ehrh,digitalis lanata ehrh,,,papaver somniferum l_hypertension,papaver somniferum l_pain relief,,salix spp_anti-platelet effects,,papaver somniferum l_pain relief
2,galega officinalis l,galega officinalis l,,,cinchona officinalis l_malaria,,,papaver somniferum l_vasodilator,,cinchona officinalis l_anti-malarial
3,papaver somniferum l,papaver somniferum l,,,cinchona officinalis l_infectious disease,,,rumex rupestris le gall_astringent,,
4,cinchona officinalis l,cinchona officinalis l,,,cinchona officinalis l_fever,,,panax ginseng c.a.mey_enhancement of mental and physical performance,,
5,catharanthus roseus l,catharanthus roseus l,,,catharanthus roseus l_cancer,,,panax ginseng c.a.mey_male stimulant,,
6,panax quinquefolius l,panax quinquefolius l,,,,,,,,
7,panax,rumex rupestris le gall,,,,,,,,
8,rumex rupestris le gall,saxifraga hirculus l,,,,,,,,
9,saxifraga hirculus l,panax ginseng c.a.mey,,,,,,,,
10,panax ginseng c.a.mey,codonopsis pilosula nannf,,,,,,,,
11,codonopsis pilosula nannf,rumex madaio makino,,,,,,,,
12,rumex madaio makino,talinum paniculatum (jacq.) gaertn,,,,,,,,
13,talinum paniculatum (jacq.) gaertn,stephania tetrandra s.moore,,,,,,,,
14,stephania tetrandra s.moore,aristolochia fangchi y.c.wu ex l.d.chow & s.m.hwang,,,,,,,,
15,stephania tetrandra,,,,,,,,,
16,aristolochia fangchi y.c.wu ex l.d.chow & s.m.hwang,,,,,,,,,
17,aristolochia fangchi,,,,,,,,,
18,aristolochia,,,,,,,,,
