,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,punica granatum l,punica granatum l,,,,punica granatum l_atherosclerosis,,,punica granatum l_down-regulated redox sensitive genes,
1,,,,,,punica granatum l_coronary endothelial dysfunction,,,punica granatum l_protected nitric oxide against oxidative destruction,
2,,,,,,punica granatum l_hyperlipidemia,,,punica granatum l_inhibited cholesterol biosynthesis,
3,,,,,,,,,punica granatum l_attenuated platelet aggregation,
4,,,,,,,,,punica granatum l_diminished susceptibility of ldls to aggregate,
5,,,,,,,,,punica granatum l_decreased cellular oxidation,
6,,,,,,,,,punica granatum l_attenuated vascular damage,
7,,,,,,,,,punica granatum l_attenuated vascular inflammation,
8,,,,,,,,,punica granatum l_vasculoprotective,
9,,,,,,,,,punica granatum l_increased paraoxonase 2 activity,
10,,,,,,,,,punica granatum l_increased enos expression,
11,,,,,,,,,punica granatum l_attenuated oxidative stress,
12,,,,,,,,,punica granatum l_enhanced serum paraoxonase activity,
13,,,,,,,,,punica granatum l_inhibited oxldl uptake,
