,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,stahlianthus thorelii,stahlianthus,medica,p. odora,,,stahlianthus thorelii_cancer,,,stahlianthus thorelii_anticancer
1,s. thorelii,s. thorelii,taiwanstahlianthus thorelii,,,,stahlianthus thorelii_osteoarthritis,,,stahlianthus thorelii_anti-proliferative
2,euphorbia neriifolia,euphorbia,davila,,,,stahlianthus thorelii_inflammation,,,stahlianthus thorelii_cytotoxicity
3,euphorbia neriifolia l,e. neriifolia,taiwaneuphorbia neriifolia,,,,euphorbia neriifolia_diabetes mellitus,,,s. thorelii_antiproliferative
4,pulicaria,euphorbia neriifolia,vibrio chlorea,,,,euphorbia neriifolia_cancer,,,euphorbia neriifolia_anticancer
5,pulicaria wightiana,pulicaria,,,,,euphorbia neriifolia_inflammation,,,euphorbia neriifolia_anti-proliferative
6,pulicaria gaertn,p. dysenterica,,,,,pulicaria_cold,,,pulicaria_cicatrizant
7,p. dysenterica,pulicaria wightiana,,,,,pulicaria_abdominal pain,,,pulicaria_antimicrobial
8,,,,,,,pulicaria_inflamed wound,,,pulicaria_antiinflammatory
9,,,,,,,pulicaria_headache,,,
10,,,,,,,pulicaria_ankle sprain,,,
11,,,,,,,pulicaria_bronchitis,,,
12,,,,,,,pulicaria_skin diseases,,,
13,,,,,,,pulicaria_flatulent colic,,,
14,,,,,,,pulicaria_muscular- skeletal diseases,,,
15,,,,,,,pulicaria_diabetes,,,
16,,,,,,,pulicaria wightiana_inflammation,,,
