,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,cerbera spp,cerbera spp,gnidia krausi,akokanthera venetata,physostigma vene-nosum_disease,,physostigma vene-nosum_chronic constipation,,,
1,physostigma vene-nosum,physostigma vene-nosum,gnidia krausii,krausii,physostigma vene-nosum_glaucoma,,,,,
2,adenium obesum,adenium obesum,juliana,ephedra,,,,,,
3,cerbera vinenifera,cerbera vinenifera,,aloe,,,,,,
4,combretum confertum,combretum confertum,,cassia,,,,,,
5,detarium senegalense,detarium senegalense,,senna,,,,,,
6,erythrophleum suaveolens,erythrophleum suaveolens,,,,,,,,
7,mimusops djave,mimusops djave,,,,,,,,
8,physostigma venenosum,physostigma venenosum,,,,,,,,
9,securidaca longipedunculata,securidaca longipedunculata,,,,,,,,
10,strychnos icaja,strychnos icaja,,,,,,,,
11,strychnos kipapa,strychnos kipapa,,,,,,,,
12,aconitum napellus,aconitum napellus,,,,,,,,
13,conium maculatum,conium maculatum,,,,,,,,
14,dichapetalum toxicaria,dichapetalum toxicaria,,,,,,,,
15,euphorbia cotinifolia,euphorbia cotinifolia,,,,,,,,
16,gelsemium elegans,gelsemium elegans,,,,,,,,
17,metroxylon sagu,metroxylon sagu,,,,,,,,
18,nerium oleander,nerium oleander,,,,,,,,
19,parkia bussei,parkia bussei,,,,,,,,
20,paullinia pinnata,paullinia pinnata,,,,,,,,
21,rourea glabra,rourea glabra c,,,,,,,,
22,spigelia anthelmia,rourea glabra,,,,,,,,
23,boophane disticha,spigelia anthelmia,,,,,,,,
24,gloriosa superba,boophane disticha,,,,,,,,
25,kalmia latifolia,gloriosa superba,,,,,,,,
26,phyllanthus engleri,kalmia latifolia,,,,,,,,
27,pisonia brunoniana,phyllanthus engleri,,,,,,,,
28,,pisonia brunoniana,,,,,,,,
