,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,eleutherococcus gracilystylus,eleutherococcus gracilystylus,onosma kaheirei teppner,c. sativa,,,c. sativa_cancer,,,cynoglottis barrelieri_neuroprotective
1,eleutherococcus gracilystylus (w.w.sm.) s.y. hu,periploca sepium,,sp subsp. pomifera,,,c. sativa_autoimmune diseases,,,cynoglottis barrelieri_antidiabetic
2,e. gracilystylus,eleutherococcus nodiflorus (dunn) s.y. hu,,sp subsp. calycina,,,c. sativa_multiple sclerosis,,,cynoglottis barrelieri_antioxidant
3,periploca sepium,eleutherococcus gracilystylus (w.w.sm.) s.y. hu,,cannabis,,,c. sativa_epilepsy,,,phyllocara aucheri_neuroprotective
4,periploca sepium bunge,periploca sepium bunge,,,,,c. sativa_inflammatory and neurodegenerative diseases,,,phyllocara aucheri_antidiabetic
5,p. sepium,p. sepium,,,,,,,,phyllocara aucheri_antioxidant
6,eleutherococcus nodiflorus (dunn) s.y. hu,e. senticosus,,,,,,,,symphytum anatolicum_neuroprotective
7,e. senticosus,cynoglottis barrelieri,,,,,,,,symphytum anatolicum_antidiabetic
8,cynoglottis barrelieri,phyllocara aucheri,,,,,,,,symphytum anatolicum_antioxidant
9,phyllocara aucheri,symphytum anatolicum,,,,,,,,"alkanna sfikasiana tan, vold and strid_enzyme inhibitory"
10,symphytum anatolicum,borago,,,,,,,,salvia fruticosa mill_anti-glycation
11,symphytum,symphytum,,,,,,,,salvia pomifera l_anti-glycation
12,borago,"alkanna sfikasiana tan, vold and strid",,,,,,,,sp subsp. pomifera_anti-glycation
13,"alkanna sfikasiana tan, vold and strid",salvia fruticosa mill,,,,,,,,sp subsp. calycina_anti-glycation
14,salvia fruticosa mill,salvia pomifera l,,,,,,,,
15,salvia pomifera l,salvia officinalis,,,,,,,,
16,salvia officinalis,salvia officinalis l,,,,,,,,
17,salvia officinalis l,,,,,,,,,
