,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,humulus lupulus,humulus lupulus,phylloxera vastatrix,vitis spp,,,,,,
1,saccharomycescerevisiae,saccharomycescerevisiae,,,,,,,,
2,agave spp,agave spp,,,,,,,,
3,aspergillus oryzae,aspergillus oryzae,,,,,,,,
4,botrytis cinerea,botrytis cinerea,,,,,,,,
5,vitisvinifera,vitisvinifera,,,,,,,,
6,vitis vinifera,saccharomyces ellipsoideus,,,,,,,,
7,saccharomyces,phoenix dactylifera,,,,,,,,
8,saccharomyces ellipsoideus,malus spp,,,,,,,,
9,phoenix dactylifera,zingiber spp,,,,,,,,
10,malus spp,piper methysticum,,,,,,,,
11,zingiber spp,mentha spp,,,,,,,,
12,piper methysticum,eleusine spp,,,,,,,,
13,mentha spp,oryza sativa,,,,,,,,
14,eleusine spp,sorghum bicolor,,,,,,,,
15,oryza sativa,vitis vinifera + vitis spp,,,,,,,,
16,sorghum bicolor,,,,,,,,,
17,sorghum,,,,,,,,,
