,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,thaumatococcusdaniellii,thaumatococcus daniellii,,ilex vomitoria,,camellia sinensis_growth of tumors,,,camellia sinensis_stimulant,
1,dioscoreophyllum cumminsii,dioscoreophyllum cumminsii,,theobroma cacao,,,,,coffea arabica_stimulant,
2,stevia rebaudiana,stevia rebaudiana,,paullinia cupana,,,,,coffea canephora_stimulant,
3,lippia dulcis,lippia dulcis,,paullinia yoco,,,,,coffea liberica_stimulant,
4,camellia sinensis,camellia sinensis,,verbena,,,,,coffea excelsa_stimulant,
5,coffea arabica,coffea arabica,,catha edulis,,,,,,
6,coffeaarabica,coffea canephora,,cola nitida,,,,,,
7,coffea canephora,coffea liberica,,ilex paraguariensis,,,,,,
8,c. canephora,coffea excelsa,,thea sinensis,,,,,,
9,coffea liberica,,,,,,,,,
10,c. liberica,,,,,,,,,
11,c. excelsa,,,,,,,,,
