,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,omphalotus spp,omphalotus spp,isocoma wrightii,neogyrimitra gigas,,,,,,
1,panaeolus subbalteatus,panaeolus subbalteatus,,onochlea sensibilis,,,,,,
2,paxillus involutus,paxillus involutus,,annona,,,,,,
3,penicillium spp,penicillium spp,,schindapsus spp,,,,,,
4,pholiota squarrosa,pholiota squarrosa,,sygonium spp,,,,,,
5,psathyrella foenisecii,psathyrella foenisecii,,florensia cernua,,,,,,
6,psilocybe caerulipes,psilocybe caerulipes,,giisocoma wrightii,,,,,,
7,ramaria formosa,ramaria formosa,,,,,,,,
8,russula emetica,russula emetica,,,,,,,,
9,sarcosphaera crassa,sarcosphaera crassa,,,,,,,,
10,scleroderma citrinum,scleroderma citrinum,,,,,,,,
11,stropharia hornemannii,stropharia hornemannii,,,,,,,,
12,tricholoma spp,tricholoma spp,,,,,,,,
13,verpa bohemica,verpa bohemica,,,,,,,,
14,equisetum spp,equisetum spp,,,,,,,,
15,cheilanthes cochisensis,cheilanthes cochisensis,,,,,,,,
16,dryopteris filix-mas,dryopteris filix-mas,,,,,,,,
17,pteridium aquilinum,pteridium aquilinum,,,,,,,,
18,cedrus deodara,cedrus deodara,,,,,,,,
19,cupressus macrocarpa,cupressus macrocarpa,,,,,,,,
20,cycas circinalis,cycas circinalis,,,,,,,,
21,cycas revoluta,cycas revoluta,,,,,,,,
22,ephedra spp,ephedra spp,,,,,,,,
23,ginkgo biloba,ginkgo biloba,,,,,,,,
24,pinus ponderosa,pinus ponderosa,,,,,,,,
25,podocarpus macrophylla,podocarpus macrophylla,,,,,,,,
26,taxus spp,taxus spp,,,,,,,,
27,zamia pumila,zamia pumila,,,,,,,,
28,acer rubrum,acer rubrum,,,,,,,,
29,agave spp,agave spp,,,,,,,,
30,agave,amaranthus spp,,,,,,,,
31,amaranthus spp,allium spp,,,,,,,,
32,allium spp,amaryllis belladonna,,,,,,,,
33,amaryllis belladonna,clivia spp,,,,,,,,
34,clivia spp,cooperia pedunculata,,,,,,,,
35,cooperia pedunculata,crinum americanum,,,,,,,,
36,crinum americanum,galanthus nivalis,,,,,,,,
37,galanthus nivalis,hippeastrum spp,,,,,,,,
38,hippeastrum spp,hymenocallis spp,,,,,,,,
39,hymenocallis spp,lycoris spp,,,,,,,,
40,lycoris spp,narcissus spp,,,,,,,,
41,narcissus spp,zephyranthes atamasco,,,,,,,,
42,zephyranthes atamasco,anacardium occidentale,,,,,,,,
43,anacardium occidentale,cotinus anagyroides,,,,,,,,
44,cotinus anagyroides,mangifera indica,,,,,,,,
45,mangifera indica,metopium toxiferum,,,,,,,,
46,metopium toxiferum,schinus spp,,,,,,,,
47,schinus spp,toxicodendron diversilobum,,,,,,,,
48,toxicodendron diversilobum,toxicodendron radicans,,,,,,,,
49,toxicodendron radicans,toxicodendron toxicarium,,,,,,,,
50,toxicodendron toxicarium,toxicodendron vernix,,,,,,,,
51,toxicodendron vernix,asimina triloba,,,,,,,,
52,asimina triloba,acokanthera spp,,,,,,,,
53,acokanthera spp,allamanda cathartica,,,,,,,,
54,allamanda cathartica,apocynum spp,,,,,,,,
55,apocynum spp,catharanthus roseus,,,,,,,,
56,catharanthus roseus,nerium oleander,,,,,,,,
57,nerium oleander,plumeria spp,,,,,,,,
58,plumeria spp,thevetia peruviana,,,,,,,,
59,thevetia peruviana,urechites lutea,,,,,,,,
60,urechites lutea,vinca spp,,,,,,,,
61,vinca spp,ilex spp,,,,,,,,
62,ilex spp,alocasia spp,,,,,,,,
63,alocasia spp,anthurium spp,,,,,,,,
64,anthurium spp,arisaema triphylla,,,,,,,,
65,arisaema triphylla,arum spp,,,,,,,,
66,arum spp,caladium spp,,,,,,,,
67,caladium spp,calla palustris,,,,,,,,
68,calla palustris,colocasia spp,,,,,,,,
69,colocasia spp,dieffenbachia spp,,,,,,,,
70,dieffenbachia spp,epipremnum aureum,,,,,,,,
71,epipremnum aureum,monstera deliciosa,,,,,,,,
72,monstera deliciosa,orontium aquaticum,,,,,,,,
73,orontium aquaticum,philodendron spp,,,,,,,,
74,philodendron,pistia stratiotes,,,,,,,,
75,philodendron spp,spathiphyllum spp,,,,,,,,
76,pistia stratiotes,symplocarpus foetidus,,,,,,,,
77,spathiphyllum spp,xanthosoma spp,,,,,,,,
78,symplocarpus foetidus,zantedeschia aethiopica,,,,,,,,
79,xanthosoma spp,aralia spp,,,,,,,,
80,zantedeschia aethiopica,hedera helix,,,,,,,,
81,aralia spp,oplopanax horridum,,,,,,,,
82,hedera helix,polyscias spp,,,,,,,,
83,oplopanax horridum,asclepias spp,,,,,,,,
84,polyscias spp,calotropis spp,,,,,,,,
85,asclepias spp,cryptostegia spp,,,,,,,,
86,calotropis spp,berberis spp,,,,,,,,
