,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,veratrum californicum,veratrum californicum,,philodendron,,,,,,viscum spp_induce abortions
1,veratrum,nerium oleander,,,,,,,,
2,nerium oleander,conium maculatum,,,,,,,,
3,conium maculatum,cicuta,,,,,,,,
4,cicuta,dieffenbachia picta,,,,,,,,
5,dieffenbachia picta,viscum spp,,,,,,,,
6,dieffenbachia,phoradendron spp,,,,,,,,
7,viscum spp,euphorbia pulcherrima,,,,,,,,
8,phoradendron spp,claviceps purpurea,,,,,,,,
9,euphorbia pulcherrima,claviceps,,,,,,,,
10,clavicepspurpurea,agaricus spp,,,,,,,,
11,claviceps spp,amanita bisporigera,,,,,,,,
12,agaricus spp,amanita muscaria,,,,,,,,
13,amanita bisporigera,amanita pantherina,,,,,,,,
14,amanita muscaria,amanita phalloides,,,,,,,,
15,amanita pantherina,amanita porphyria,,,,,,,,
16,amanita phalloides,amanita verna,,,,,,,,
17,amanita porphyria,aspergillus spp,,,,,,,,
18,amanita verna,boletus spp,,,,,,,,
19,aspergillus spp,chlorophyllum molybdites,,,,,,,,
20,boletus spp,claviceps spp,,,,,,,,
21,boletus,clitocybe clavipes,,,,,,,,
22,chlorophyllum molybdites,clitocybe spp,,,,,,,,
23,clitocybe clavipes,collybia dryophila,,,,,,,,
24,clitocybe spp,conocybe spp,,,,,,,,
25,collybia dryophila,coprinus spp,,,,,,,,
26,conocybe spp,cortinarius spp,,,,,,,,
27,coprinus spp,entoloma spp,,,,,,,,
28,cortinarius spp,fusarium spp,,,,,,,,
29,entoloma spp,galerina spp,,,,,,,,
30,fusarium spp,gomphus floccosus,,,,,,,,
31,galerina spp,gymnopilus spp,,,,,,,,
32,gomphus floccosus,gyromitra spp,,,,,,,,
33,gymnopilus spp,hebeloma spp,,,,,,,,
34,gyromitra spp,helvella spp,,,,,,,,
35,hebeloma spp,inocybe spp,,,,,,,,
36,helvella spp,lactarius spp,,,,,,,,
37,inocybe spp,laetiporus sulphureus,,,,,,,,
38,lactarius spp,lepiota spp,,,,,,,,
39,laetiporus sulphureus,lycoperdon spp,,,,,,,,
40,lepiota spp,naematoloma fasciculare,,,,,,,,
41,lycoperdon spp,,,,,,,,,
42,naematoloma fasciculare,,,,,,,,,
