,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,conium maculatum,conium maculatum,helleboreveratrum californicum,veratrum californicum,,viscum spp_abortion,,,,viscum spp_induce abortions
1,cicuta,cicuta,oleandernerium oleander,veratrum,,phoradendron spp_abortion,,,,
2,dieffenbachia picta,dieffenbachia picta,phil,nerium oleander,,,,,,
3,dieffenbachia,philodendron,poinsettia,chlorophyllum molybdites,,,,,,
4,philodendron,viscum spp,the poinsettia,claviceps spp,,,,,,
5,viscum spp,phoradendron spp,dinoflagellatesanabaena flos-aquae,conocybe spp,,,,,,
6,phoradendron spp,euphorbia pulcherrima,aphanizomenon flos-aquae,collybia dryophila,,,,,,
7,euphorbia pulcherrima,clavicepspurpurea,gonyaulax spp,fusarium spp,,,,,,
8,clavicepspurpurea,agaricus spp,gymnodinium spp,helvella spp,,,,,,
9,agaricus spp,amanita bisporigera,microcystis spp,lactarius spp,,,,,,
10,amanita bisporigera,amanita muscaria,molybdites,laetiporus sulphureus,,,,,,
11,amanita muscaria,amanita pantherina,spp,lepiota spp,,,,,,
12,amanita pantherina,amanita phalloides,dryophila,,,,,,,
13,amanita phalloides,amanita porphyria,giconocybe spp,,,,,,,
14,amanita porphyria,amanita verna,sulphureus,,,,,,,
15,amanita verna,aspergillus spp,gilepiota spp,,,,,,,
16,aspergillus spp,boletus spp,,,,,,,,
17,boletus spp,clitocybe clavipes,,,,,,,,
18,boletus,clitocybe spp,,,,,,,,
19,clitocybe clavipes,coprinus spp,,,,,,,,
20,clitocybe spp,cortinarius spp,,,,,,,,
21,coprinus spp,entoloma spp,,,,,,,,
22,cortinarius spp,galerina spp,,,,,,,,
23,entoloma spp,gomphus floccosus,,,,,,,,
24,galerina spp,gymnopilus spp,,,,,,,,
25,gomphus floccosus,gyromitra spp,,,,,,,,
26,gymnopilus spp,hebeloma spp,,,,,,,,
27,gyromitra spp,inocybe spp,,,,,,,,
28,hebeloma spp,lycoperdon spp,,,,,,,,
29,inocybe spp,naematoloma fasciculare,,,,,,,,
30,lycoperdon spp,,,,,,,,,
31,naematoloma fasciculare,,,,,,,,,
