,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,myroxylonbalsamum,myroxylon balsamum,garcinia hanburyi,b. fiereana,myroxylon balsamum_persistent sores,rhus vernicifera_allergic reaction,,,myroxylon balsamum_balsam of peru,
1,myroxylon balsamum,rhus vernicifera,angelica archangelica,asafetida,,boswellia carteri_embalming,,,myroxylon balsamum_consecrated oils,
2,rhus vernicifera,boswellia carteri,michelia campaca,dipterocarp,,boswellia carteri_fumigant,,,myroxylon balsamum_fixative,
3,rhus,commiphora spp,,angelica archangelic,,boswellia carteri_medicine,,,myroxylon balsamum_balsam of tolu,
4,boswellia carteri,ferula assafoetida,,philodendron rhizomecamphor,,commiphora spp_embalming,,,myroxylon balsamum_vanilla substitute,
5,commiphora spp,gelidium spp,,michelia campac,,commiphora spp_fumigant,,,myroxylon balsamum_soaps,
6,ferula assafoetida,ascophyllum spp,,annona,,commiphora spp_medicine,,,myroxylon balsamum_ingredient in arrow poisons,
7,gelidium spp,acacia senegal,,,,ferula assafoetida_limited popularity as a medicine,,,rhus vernicifera_lacquer,
8,ascophyllum spp,ceratonia siliqua,,,,,,,boswellia carteri_frankincense,
9,acacia senegal,chondrus crispus,,,,,,,commiphora spp_myrrh,
10,ceratonia siliqua,acacia catechu,,,,,,,ferula assafoetida_asafetida,
11,chondrus crispus,furcellaran fastigiata,,,,,,,gelidium spp_agar,
12,acacia catechu,anogeissus latifolia,,,,,,,ascophyllum spp_algin,
13,furcellaran fastigiata,cyamopsis tetragonolobus,,,,,,,acacia senegal_arabic,
14,anogeissus latifolia,sterculia urens,,,,,,,ceratonia siliqua_carob,
15,cyamopsis tetragonolobus,larix occidentalis,,,,,,,ceratonia siliqua_locust bean,
16,sterculia urens,astragalus gummifer,,,,,,,chondrus crispus_carrageenan,
17,larix occidentalis,opopanax chironium,,,,,,,acacia catechu_catechu,
18,astragalus gummifer,pinus australis,,,,,,,furcellaran fastigiata_furcellaran,
19,opopanax chironium,abies balsamea,,,,,,,anogeissus latifolia_ghatti,
20,pinus australis,pistacia lentiscus,,,,,,,cyamopsis tetragonolobus_guar,
21,abies balsamea,pinus succinifer,,,,,,,sterculia urens_karaya,
22,pistacia lentiscus,hymenaea and related genera,,,,,,,larix occidentalis_larch,
23,pinus succinifer,hopea + related genera,,,,,,,astragalus gummifer_tragacanth,
24,hymenaea,dracaena draco,,,,,,,opopanax chironium_opopanax,
25,hopea,rhus and related genera,,,,,,,pinus australis_turpentine,
26,dracaena draco,styrax benzoin,,,,,,,pinus australis_pitch,
27,styrax benzoin,dioscorea bulbifera,,,,,,,abies balsamea_balm of gilead,
28,dioscorea bulbifera,roystonea oleracea,,,,,,,abies balsamea_canada balsam,
29,roystonea oleracea,maranta arundinacea,,,,,,,pistacia lentiscus_mastic,
30,maranta arundinacea,encephalartos altensteinii,,,,,,,pinus succinifer_amber,
31,encephalartos altensteinii,manihot esculenta,,,,,,,hymenaea and related genera_copals,
32,manihot esculenta,xanthosoma atrovirens,,,,,,,hopea + related genera_dammars,
33,xanthosoma atrovirens,zea mays,,,,,,,dracaena draco_dragon blood,
34,zea mays,dioscorea trifida,,,,,,,rhus and related genera_lacquer,
35,dioscorea trifida,colocasia esculenta,,,,,,,styrax benzoin_benzoin,
36,colocasia esculenta,curcuma angustifolia,,,,,,,garcinia hanburyi_gamboge,
37,curcuma angustifolia,tacca leontopetaloides,,,,,,,dioscorea bulbifera_air potato,
38,tacca leontopetaloides,cyrtosperma chamissonis,,,,,,,roystonea oleracea_american cabbage palm,
39,tacca,alocasia macrorhiza,,,,,,,maranta arundinacea_arrowroot,
40,cyrtosperma chamissonis,arenga pinnata,,,,,,,encephalartos altensteinii_bread tree,
41,alocasia macrorhiza,dioscorea alata,,,,,,,manihot esculenta_manioc,
42,arenga pinnata,cycas revoluta,,,,,,,manihot esculenta_cassava,
43,dioscorea alata,encephalartos caffer,,,,,,,xanthosoma atrovirens_cocoyam,
44,cycas revoluta,solanum tuberosum,,,,,,,xanthosoma atrovirens_tanier,
45,encephalartos caffer,canna edulis,,,,,,,zea mays_corn,
46,solanum tuberosum,oryza sativa,,,,,,,zea mays_maize,
