,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,shorea roxburghii,s. roxburghii,acer truncatum.www.ethnopharmacology2021.org,a. coriria,,,shorea roxburghii_cholera,,,calluna vulgaris (l.) hull_skin-protective
1,s. roxburghii,shorea roxburghii,,,,,shorea roxburghii_diarrhea,,,c. vulgaris_skin anti-aging and protection
2,dacrycarpus imbricatus,dacrycarpus imbricatus,,,,,shorea roxburghii_dysentery,,,c. vulgaris_moderate antimicrobial
3,pinus dalatensis ferre,pinus dalatensis ferre,,,,,shorea roxburghii_type 2 diabetes mellitus (t2dm,,,c. vulgaris_antiradical
4,oldenlandia pinifolia,oldenlandia pinifolia,,,,,cladosporium_acute myeloid leukemia,,,c. vulgaris_antioxidant
5,ficus hirta,ficus hirta,,,,,rauwolfia_acute myeloid leukemia,,,shorea roxburghii_hypoglycemic effect
6,cladosporium,dacrycarpus imbricatus (blume) de laub,,,,,,,,s. roxburghii_antidiabetic potentials
7,cladosporium spp,o. pinifolia,,,,,,,,cladosporium_anti-microbial
8,rauwolfia,cladosporium spp,,,,,,,,cladosporium_anti-tumor
9,acer truncatum,cladosporium,,,,,,,,
10,erythrina abyssinica dc,rauwolfia,,,,,,,,
11,albizia coriaria oliv,acer truncatum,,,,,,,,
12,psorospermum febrifugium spach,acer,,,,,,,,
13,p. febrifugium,a. truncatum,,,,,,,,
14,gymnosporia senegalensis (lam.) loes,erythrina abyssinica dc,,,,,,,,
15,zanthoxylum chalybeum engl,albizia coriaria oliv,,,,,,,,
16,securidaca longipendunculata fresen,psorospermum febrifugium spach,,,,,,,,
17,s. longipendunculata,gymnosporia senegalensis (lam.) loes,,,,,,,,
18,acacia hockii de wild,zanthoxylum chalybeum engl,,,,,,,,
19,gardenia ternifolia subsp. jovis-tonantis (welw.) verdc,securidaca longipendunculata fresen,,,,,,,,
20,bridelia micrantha (hochst.) baill,acacia hockii de wild,,,,,,,,
21,warbrugia ugandensis sprague,gardenia ternifolia subsp,,,,,,,,
22,w. ugandensis,bridelia micrantha (hochst.) baill,,,,,,,,
23,cryptolepsis sanguinolenta (lindl.) schltr,w. ugandensis,,,,,,,,
24,c. sanguinolenta,c. sanguinolenta,,,,,,,,
25,calluna vulgaris (l.) hull,s. longipendunculata,,,,,,,,
26,c. vulgaris,calluna vulgaris (l.) hull,,,,,,,,
27,,c. vulgaris,,,,,,,,
