,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,p. zombamontana,p. zombamontana,,eugenia,,,syzygium legatii_mastitis,,,p. zombamontana_protecting poultry against infection
1,syzygium,syzygium legatii,,,,,s. gerrardii_mastitis,,,p. zombamontana_cytotoxicity
2,syzygium legatii,syzygium gerrardii,,,,,,,,p. zombamontana_antioxidant
3,s. gerrardii,s. gerrardii,,,,,,,,p. zombamontana_anti-inflammatory
4,syzygium gerrardii,linum usitatissimum,,,,,,,,eugenia_antibacterial
5,linum usitatissimum,cannabis sativa,,,,,,,,eugenia_cytotoxicity
6,cannabis sativa,lupinus albus,,,,,,,,eugenia_against staphylococcus aureus
7,cannabis,,,,,,,,,syzygium_antibacterial
8,lupinus albus,,,,,,,,,syzygium_against staphylococcus aureus
9,,,,,,,,,,syzygium legatii_antibacterial
10,,,,,,,,,,syzygium legatii_anti-staphylococcal
11,,,,,,,,,,s. gerrardii_antibacterial
12,,,,,,,,,,s. gerrardii_anti-staphylococcal
13,,,,,,,,,,syzygium gerrardii_higher toxicity to bacteria
