,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,p. zombamontana,p. zombamontana,,,syzygium_mastitis,eugenia_mastitis,,p. zombamontana_anti-inflammatory,eugenia_antimicrobial,p. zombamontana_cytotoxicity
1,eugenia,eugenia,,,syzygium legatii_mastitis,linum usitatissimum_cardiovascular disease,,p. zombamontana_antioxidant,syzygium_antimicrobial,p. zombamontana_protecting poultry against infection
2,syzygium,syzygium,,,syzygium gerrardii_mastitis,linum usitatissimum_cancer,,,syzygium legatii_antimicrobial,eugenia_cytotoxicity
3,syzygium legatii,syzygium legatii,,,,cannabis sativa_cardiovascular disease,,,syzygium gerrardii_antimicrobial,eugenia_against staphylococcus aureus
4,syzygium gerrardii,syzygium gerrardii,,,,cannabis sativa_cancer,,,,eugenia_antibacterial
5,s. gerrardii,linum usitatissimum,,,,lupinus albus_cardiovascular disease,,,,syzygium_against staphylococcus aureus
6,linum usitatissimum,cannabis sativa,,,,lupinus albus_cancer,,,,syzygium_antibacterial
7,cannabis sativa,lupinus albus,,,,,,,,syzygium legatii_antibacterial
8,cannabis,,,,,,,,,syzygium legatii_anti-staphylococcal
9,lupinus albus,,,,,,,,,s. gerrardii_antibacterial
10,,,,,,,,,,s. gerrardii_anti-staphylococcal
11,,,,,,,,,,syzygium gerrardii_higher toxicity to bacteria
