,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,capsicum baccatum,capsicum baccatum,,daphne,,drimys winteri_scurvy,xanthorrhoea spp_scurvy,,datura innoxia_psychoactive,urtica spp_diuretic
1,capsicum chinense,capsicum chinense,,nasturtium,,,,,datura stramonium_medicinal,viscum album_abortifacient
2,capsicum frutescens,capsicum frutescens,,arracachia xanthorrhiza,,,,,datura stramonium_psychoactive,cissus javana_immuno-stimulatory
3,capsicum pubescens,capsicum pubescens,,kempferia galanga,,,,,duboisia hopwoodii_psychoactive,
4,cyphomandra betacea,cyphomandra betacea,,kempferia galagal,,,,,duboisia myoporoides_medicine,
5,datura innoxia,datura innoxia,,peganum harmala,,,,,hyoscyamus niger_insecticide,
6,datura stramonium,datura stramonium,,,,,,,hyoscyamus niger_medicine,
7,duboisia hopwoodii,duboisia hopwoodii,,,,,,,latua pubiflora_psychoactive,
8,duboisia myoporoides,duboisia myoporoides,,,,,,,lycium spp_medicine,
9,hyoscyamus niger,hyoscyamus niger,,,,,,,mandragora officinarum_medicine,
10,latua pubiflora,latua pubiflora,,,,,,,mandragora officinarum_psychoactive,
11,lycium spp,lycium spp,,,,,,,petunia violacea_psychoactive,
12,lycopersicon esculentum,lycopersicon esculentum,,,,,,,withania somnifera_medicine,
13,lycopersicon pimpinellifolium,lycopersicon pimpinellifolium,,,,,,,withania somnifera_psychoactive,
14,mandragora officinarum,mandragora officinarum,,,,,,,styrax spp_medicine,
15,nicotiana rustica,nicotiana rustica,,,,,,,angelica sinensis_medicine,
16,nicotiana tabacum,nicotiana tabacum,,,,,,,centella asiatica_medicine,
17,petunia violacea,petunia violacea,,,,,,,ferula assafoetida_medicinal,
18,petunia,physalis ixocarpa,,,,,,,ferula galbaniflua_medicinal,
19,physalis ixocarpa,physalis peruviana,,,,,,,urtica dioica_medicine,
20,physalis peruviana,physalis spp,,,,,,,urtica urens_medicine,
21,physalis spp,solanum melongena,,,,,,,urtica urens_diuretic,
22,solanum melongena,solanum muricatum,,,,,,,valeriana officinalis_medicine,
23,solanum muricatum,solanum nigrum,,,,,,,phoradendron flavescens_medicine,
24,solanum nigrum,solanum quitoense,,,,,,,viscum album_medicine,
25,solanum quitoense,solanum tuberosum,,,,,,,drimys winteri_medicine,
26,solanum tuberosum,withania somnifera,,,,,,,curcuma longa_medicine,
27,withania somnifera,cola acuminata,,,,,,,guaiacum officinale_medicine,
28,cola acuminata,cola nitida,,,,,,,,
29,cola nitida,sterculia urens,,,,,,,,
30,sterculia urens,theobroma cacao,,,,,,,,
31,theobroma cacao,styrax spp,,,,,,,,
32,styrax spp,tacca leontopetaloides,,,,,,,,
33,styrax,tamarix gallica,,,,,,,,
34,tacca leontopetaloides,tamarix mannifera,,,,,,,,
35,tamarix gallica,camellia sinensis,,,,,,,,
36,tamarix mannifera,lagetta lagetto,,,,,,,,
37,camellia,clappertonia ficifolia,,,,,,,,
38,camellia sinensis,corchorus spp,,,,,,,,
39,lagetta lagetto,muntingia calabura,,,,,,,,
40,clappertonia ficifolia,tilia americana,,,,,,,,
41,corchorus spp,tilia cordata,,,,,,,,
42,muntingia calabura,triumfetta lappula,,,,,,,,
43,tilia americana,trapa bicornis,,,,,,,,
44,tilia cordata,trapa natans,,,,,,,,
45,triumfetta lappula,tropaeolum majus,,,,,,,,
46,trapa bicornis,tropaeolum tuberosum,,,,,,,,
