,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,cannabis,cannabis,ephedra,douboisia hopwoodii,cannabis_schizophrenia,cannabis_violence,areca catechu_germs,,,piper methysticum_reduced irritability
1,amanita muscaria,amanita muscaria,,,cannabis_osteoarthritis,cannabis_side effects of cancer chemotherapy,areca catechu_phlegm,,,piper methysticum_anesthetic effects
2,myristica fragrans,amanita,,,cannabis_chronic pain,,areca catechu_wind,,,
3,catha edulis,myristica fragrans,,,cannabis_alcoholism,,,,,
4,piper methysticum,catha edulis,,,cannabis_aids,,,,,
5,areca catechu,piper methysticum,,,cannabis_crohn's disease,,,,,
6,,areca catechu,,,cannabis_post-traumatic stress syndrome,,,,,
7,,,,,cannabis_epilepsy,,,,,
8,,,,,cannabis_premenstrual syndrome,,,,,
9,,,,,cannabis_glaucoma,,,,,
10,,,,,cannabis_severe itching,,,,,
11,,,,,cannabis_labor pain,,,,,
12,,,,,cannabis_adult attention deficit syndrome,,,,,
13,,,,,cannabis_severe nausea,,,,,
14,,,,,cannabis_insomnia,,,,,
15,,,,,cannabis_depression,,,,,
16,,,,,cannabis_menstrual pain,,,,,
17,,,,,cannabis_phantom limb pain,,,,,
18,,,,,cannabis_scleroderma,,,,,
19,,,,,cannabis_migraine headaches,,,,,
20,,,,,cannabis_asthma,,,,,
21,,,,,cannabis_terminal illnesses,,,,,
22,,,,,cannabis_multiple sclerosis,,,,,
23,,,,,cannabis_ringing in the ears,,,,,
