,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,phaseolus coccineus l,phaseolus coccineus l,,phasolus vulgaris l.: ssp. nanus,,,centaurea depressa bieb_colon colorectal adenocarcinoma,,,centaurea depressa bieb_apoptotic
1,phaseolus,phaseolus vulgaris,,ssp. volubilis,,,centaurea depressa_hu-man colorectal adenocarcinoma,,,centaurea depressa bieb_antioxidant
2,phaseolus vulgaris,phaseolus beans,,,,,c. depressa_cancer,,,centaurea_cytotoxic
3,phaseolus vulgaris l,phaseolus vulgaris l,,,,,,,,centaurea_antioxidant
4,centaurea depressa bieb,centaurea depressa bieb,,,,,,,,centaurea_antiinflam-matory
5,centaurea,centaurea,,,,,,,,centaurea_immuno-logical
6,centaurea depressa,centaurea depressa,,,,,,,,centaurea_antimicrobial
7,c. depressa,c. depressa methanol,,,,,,,,centaurea_antipyretic
8,glaucium,c. depressa,,,,,,,,centaurea depressa_apoptotic
9,pterocarpus santalinus,glaucium,,,,,,,,centaurea depressa_antioxidant
10,alchemilla l,pterocarpus santalinus,,,,,,,,c. depressa_apoptotic
11,,alchemilla l,,,,,,,,c. depressa_antipro-liferation
12,,,,,,,,,,c. depressa_antioxidant
13,,,,,,,,,,glaucium_cytotoxicity
14,,,,,,,,,,alchemilla l_apoptotic
15,,,,,,,,,,alchemilla l_necrotic effects
16,,,,,,,,,,pterocarpus santalinus_apoptosis
