,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,liriodendron tulipifera,liriodendron tulipifera,c. elastica,terminalia superba,,,,,,
1,tectona grandis,tectona grandis,,afzelia,,,,,,
2,swietenia mahogani,swietenia mahogani,,afzelia spp,,,,,,
3,swietenia,dalbergia,,pericopsis elata,,,,,,
4,dalbergia,pterocarpus,,fraxinus americana,,,,,,
5,dalbergia frutescens,d. nigra,,fraxinus excelsior,,,,,,
6,dalbergia retusa,diospyros spp,,fraxinus mandschurica,,,,,,
7,dalbergia cearensis,quercus suber,,fraxinus pensylvanica,,,,,,
8,dalbergia nigra,castilla,,populus tremuloides,,,,,,
9,dalbergia latifolia,ipomoea alba,,taxodium distichum,,,,,,
10,dalbergia stevensonii,siphonia brasiliensis,,ochroma pyramidale,,,,,,
11,dalbergia sissoides,hancornia speciosa,,tilia americana,,,,,,
12,dalbergia cochinchinensis,,,fagus grandifolia,,,,,,
13,pterocarpus,,,fagus sylvatica,,,,,,
14,pterocarpus angolensis,,,fagus crenata,,,,,,
15,pterocarpus dalbergidides,,,fagus orientalis,,,,,,
16,pterocarpus macrocarpum,,,betula pendula,,,,,,
17,pterocarpus soyauxii,,,betula lenta,,,,,,
18,d. nigra,,,betula pubescens,,,,,,
19,diospyros spp,,,betula alleghaniensis,,,,,,
20,quercus suber,,,nyssa sylvatica,,,,,,
21,castilla,,,acacia melanoxylon,,,,,,
22,ipomoea alba,,,gossypiospermum praecox,,,,,,
23,siphonia brasiliensis,,,caesalpinia echinata,,,,,,
24,hancornia speciosa,,,calocedrus decurrens,,,,,,
25,,,,cedrus atlantica,,,,,,
26,,,,toonia sinensis,,,,,,
27,,,,cedrela odorata,,,,,,
28,,,,cedrus deodara,,,,,,
29,,,,juniperus procera,,,,,,
30,,,,chamaecyparis lawsoniana,,,,,,
31,,,,juniperus virginiana,,,,,,
32,,,,thuja plicata,,,,,,
33,,,,thuja occidentalis,,,,,,
34,,,,cedrus libani,,,,,,
35,,,,prunus serotina,,,,,,
36,,,,castanea sativa,,,,,,
37,,,,populus deltoides,,,,,,
38,,,,pseudotsuga menziesii,,,,,,
39,,,,diospyros mannii,,,,,,
40,,,,diospyros reticulata,,,,,,
41,,,,diospyros ebenum,,,,,,
42,,,,diospyros dendro,,,,,,
43,,,,ulmus americana,,,,,,
44,,,,ulmus x hollandica,,,,,,
45,,,,ulmus procera,,,,,,
46,,,,ulmus thomasii,,,,,,
47,,,,ulmus rubra,,,,,,
48,,,,abies balsamea,,,,,,
49,,,,abies amabilis,,,,,,
50,,,,abies grandis,,,,,,
51,,,,abies procera,,,,,,
52,,,,abies magnifica,,,,,,
53,,,,abies alba,,,,,,
54,,,,aucoumea klaineana,,,,,,
55,,,,entandrophgrama angolense,,,,,,
56,,,,ocotea rodiaei,,,,,,
57,,,,eucalyptus botryoides,,,,,,
58,,,,tsuga canadensis,,,,,,
59,,,,tsuga heterophylla,,,,,,
60,,,,carya ovata,,,,,,
61,,,,aesculus hippocastanum,,,,,,
62,,,,chlorophora excelsa,,,,,,
63,,,,eucalyptus spp,,,,,,
64,,,,eucalyptus marginata,,,,,,
65,,,,dyera costulata,,,,,,
66,,,,dryobalanops spp,,,,,,
67,,,,eucalyptus diversicolor,,,,,,
68,,,,cercidiphyllum japonica,,,,,,
69,,,,agathis spp,,,,,,
70,,,,dipterocarpus spp,,,,,,
71,,,,acacia koa,,,,,,
72,,,,anisoptera spp,,,,,,
73,,,,larix laricina,,,,,,
74,,,,larix decidua,,,,,,
75,,,,larix occidentalis,,,,,,
76,,,,laurelia sempervirens,,,,,,
77,,,,terminalia spp,,,,,,
78,,,,guaiacum spp,,,,,,
79,,,,tilia x vulgaris,,,,,,
80,,,,tilia japonica,,,,,,
81,,,,khaya senegalensis,,,,,,
82,,,,swietenia macrophylla,,,,,,
83,,,,khaya nyasica,,,,,,
84,,,,khaya ivorensis,,,,,,
85,,,,swietenia mahagoni,,,,,,
86,,,,swietenia candollea,,,,,,
87,,,,acer spp,,,,,,
88,,,,flindersia brayleyana,,,,,,
89,,,,acer saccharum,,,,,,
90,,,,shorea spp,,,,,,
91,,,,araucaria arauana,,,,,,
92,,,,mora excelsa,,,,,,
93,,,,araucaria cunninghamii,,,,,,
