,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,alyssum alyssoides,alyssum alyssoides,,,capparis orientalis veill_colds,,,sideritis raeseri boiss & heldr. subsp. raeseri_stomachic,,
1,a. alyssoides,sideritis raeseri boiss & heldr. subsp. raeseri,,,capparis orientalis veill_atherosclerosis,,,sideritis raeseri boiss & heldr. subsp. raeseri_antitussive,,
2,sideritis,capparis orientalis veill,,,capparis orientalis veill_atonia,,,sideritis raeseri boiss & heldr. subsp. raeseri_analgesic,,
3,sideritis raeseri boiss. & heldr. subsp. raeseri,primula veris,,,mimosa pudica_dysuria,,,sideritis raeseri boiss & heldr. subsp. raeseri_carminative,,
4,sideritis raeseri boiss & heldr. subsp. raeseri,primula veris l,,,m. pudica_dysuria,,,sideritis raeseri boiss & heldr. subsp. raeseri_anti-inflammatory,,
5,capparis orientalis veill,primula elatior (l.) hill,,,,,,sideritis raeseri boiss & heldr. subsp. raeseri_antimicrobial,,
6,primula veris,tinospora sinensis,,,,,,capparis orientalis veill_diuretic,,
7,primula veris l,chromolaena odorata,,,,,,capparis orientalis veill_antifungal,,
8,primula elatior (l.) hill,mimosa pudica,,,,,,capparis orientalis veill_hiv-1 reverse transcriptase inhibitory,,
9,tinospora sinensis,tadehagi triquetrum,,,,,,capparis orientalis veill_anti-inflammatory,,
10,chromolaena odorata,alysicarpus vaginalis,,,,,,capparis orientalis veill_anti-diabetes,,
11,m. pudica,m. pudica,,,,,,capparis orientalis veill_antioxidant,,
12,mimosa pudica,streptocaulon juventas,,,,,,capparis orientalis veill_antimicrobial,,
13,tadehagi triquetrum,tradescantia zebrina,,,,,,capparis orientalis veill_anti-proliferative,,
14,alysicarpus vaginalis,canscora lucidissima,,,,,,capparis orientalis veill_immunomodulatory,,
15,streptocaulon juventas,rosa,,,,,,,,
16,tradescantia zebrina,,,,,,,,,
17,canscora lucidissima,,,,,,,,,
18,rosa,,,,,,,,,
