,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,alyssum alyssoides,alyssum alyssoides,,primula elatior (l.) hill,capparis orientalis veill_atonia,,,sideritis raeseri boiss. & heldr. subsp. raeseri_anti-inflammatory,,
1,a. alyssoides,sideritis raeseri boiss. & heldr. subsp. raeseri,,,capparis orientalis veill_colds,,,sideritis raeseri boiss. & heldr. subsp. raeseri_analgesic,,
2,sideritis,capparis orientalis veill,,,capparis orientalis veill_atherosclerosis,,,sideritis raeseri boiss. & heldr. subsp. raeseri_stomachic,,
3,sideritis raeseri boiss. & heldr. subsp. raeseri,primula veris,,,mimosa pudica_dysuria,,,sideritis raeseri boiss. & heldr. subsp. raeseri_antimicrobial,,
4,sideritis raeseri boiss & heldr. subsp. raeseri,tinospora sinensis,,,,,,sideritis raeseri boiss. & heldr. subsp. raeseri_carminative,,
5,capparis orientalis veill,chromolaena odorata,,,,,,sideritis raeseri boiss. & heldr. subsp. raeseri_antitussive,,
6,primula veris,mimosa pudica,,,,,,capparis orientalis veill_anti-inflammatory,,
7,primula veris l,tadehagi triquetrum,,,,,,capparis orientalis veill_antifungal,,
8,tinospora sinensis,alysicarpus vaginalis,,,,,,capparis orientalis veill_antioxidant,,
9,chromolaena odorata,streptocaulon juventas,,,,,,capparis orientalis veill_immunomodulatory,,
10,m. pudica,tradescantia zebrina,,,,,,capparis orientalis veill_anti-diabetes,,
11,mimosa pudica,canscora lucidissima,,,,,,capparis orientalis veill_antimicrobial,,
12,tadehagi triquetrum,rosa species,,,,,,capparis orientalis veill_anti-proliferative,,
13,alysicarpus vaginalis,,,,,,,capparis orientalis veill_diuretic,,
14,streptocaulon juventas,,,,,,,capparis orientalis veill_hiv-1 reverse transcriptase inhibitory,,
15,tradescantia zebrina,,,,,,,,,
16,canscora lucidissima,,,,,,,,,
17,rosa,,,,,,,,,
