,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,tripsacum spp,tripsacum spp,cereals,helminthosporium maydis,,,,,,
1,tripsacum,euchlaena,maize,a. brevis,,,,,,
2,euchlaena,zea,gama grass,a. strigosa,,,,,,
3,zea,tripsacum,andteosinte,a. nuda,,,,,,
4,neurospora,neurospora,gamagrasses,a. barbata,,,,,,
5,hordeum vulgare,hordeum vulgare,teosinte,a. abyssinica,,,,,,
6,secale cereale,secale cereale,teosintehas,,,,,,,
7,claviceps purpurea,claviceps purpurea,grassthat,,,,,,,
8,sorghum,sorghum,pod corn,,,,,,,
9,sorghum bicolor,avena sativa,teosinteis,,,,,,,
10,avena sativa,,gama grasses,,,,,,,
11,,,hybrid maizeone,,,,,,,
12,,,hybrid corn,,,,,,,
13,,,abcdseed,,,,,,,
14,,,cytoplasmic male,,,,,,,
15,,,fungus(helminthosporium maydis,,,,,,,
16,,,fruit fly(drosophila melanogaster,,,,,,,
17,,,thebread mold,,,,,,,
18,,,corn plants,,,,,,,
19,,,ds,,,,,,,
20,,,jumpinggenes,,,,,,,
21,,,acor activator,,,,,,,
22,,,fruit flies,,,,,,,
23,,,wheat,,,,,,,
24,,,barley,,,,,,,
25,,,rye,,,,,,,
26,,,famousblackbread (schwartzbrot,,,,,,,
27,,,s. ryebread,,,,,,,
28,,,ergot,,,,,,,
29,,,ofsorghum bicolor,,,,,,,
30,,,diploids,,,,,,,
31,,,johnson grass,,,,,,,
32,,,ofsorghum,,,,,,,
33,,,kaffir,,,,,,,
34,,,milo,,,,,,,
35,,,sudan grass,,,,,,,
36,,,tunis grass,,,,,,,
37,,,theussr,,,,,,,
38,,,thehexaploids,,,,,,,
39,,,genome(s)diploids,,,,,,,
40,,,brevis,,,,,,,
41,,,aaa,,,,,,,
42,,,asasa,,,,,,,
43,,,aatetraploids,,,,,,,
44,,,barbata,,,,,,,
45,,,aabba,,,,,,,
46,,,abyssinica,,,,,,,
47,,,abyssinian oat,,,,,,,
