,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,hypericum perforatum,hypericum perforatum,trigonella foenum-graecum-188,trigonella foenum-graecum,hypericum perforatum_pregnancy & delivery,allium sativum_gingivitis (gum disease,sanguinaria canadensis_gum disease,,,
1,allium sativum,allium sativum,fucus vesiculosis,epimedium spp,hypericum perforatum_parkinson's disease,curcuma longa_licen,sanguinaria canadensis_gingivitis,,,
2,sanguinaria canadensis,sanguinaria canadensis,rooibus,acorus calamus,hypericum perforatum_hiv infection,salix spp_gout,matricaria recutita_gum disease,,,
3,matricaria recutita,matricaria recutita,cardamomum,syzygium aromaticum,allium sativum_lyme disease,zingiber officinale_hypothyroidism,matricaria recutita_gingivitis,,,
4,echinacea,echinacea spp,acorus calamus-189,lycium chinense,allium sativum_high blood pressure,capsicum spp_nausea,echinacea_gingivitis,,,
5,echinacea spp,glycyrrhiza glabra,partridge berry,angelica chinense,allium sativum_pneumonia,capsicum spp_scabies,echinacea_hiv infection,,,
6,glycyrrhiza glabra,portulaca oleracea,st,ribes nigrum,allium sativum_high cholesterol,gentiana officinalis_hypothyroidism,echinacea spp_gum disease,,,
7,portulaca oleracea,salvia officinalis,,vaccinium spp,allium sativum_hiv infection,fucus vesiculosis_hypothyroidism,echinacea spp_hiv infection,,,
8,salvia officinalis,camellia sinensis,,epimedium,matricaria recutita_heartburn,juglans spp_hypothyroidism,glycyrrhiza glabra_heartburn,,,
9,camellia sinensis,calendula officinalis,,,matricaria recutita_indigestion,angelica sinensis_premenstrual syndrome,glycyrrhiza glabra_gingivitis,,,
10,calendula,mentha piperita,,,matricaria recutita_insomnia,pycnanthemum muticum_insect repellants,glycyrrhiza glabra_gum disease,,,
11,calendula officinalis,krameria triandra,,,matricaria recutita_psoriasis,cymbopogon spp_insect repellants,glycyrrhiza glabra_gout,,,
12,mentha piperita,urtica dioica,,,echinacea spp_laryngitis,drosera spp_laryngitis,portulaca oleracea_headache,,,
13,krameria triandra,melaleuca spp,,,echinacea spp_pneumonia,angelica chinensis_premenstrual syndrome,portulaca oleracea_gum disease,,,
14,urtica dioica,nasturtium officinale,,,echinacea spp_lyme disease,angelica chinensis_menstrual cramps,portulaca oleracea_gingivitis,,,
15,melaleuca spp,pilocarpus spp,,,glycyrrhiza glabra_psoriasis,,salvia officinalis_gum disease,,,
16,nasturtium officinale,coleus forskohlii,,,glycyrrhiza glabra_prostate enlargement,,salvia officinalis_gingivitis,,,
17,pilocarpus spp,origanum vulgare,,,glycyrrhiza glabra_lyme disease,,camellia sinensis_gum disease,,,
18,coleus forskohlii,viola spp,,,glycyrrhiza glabra_liver problems,,camellia sinensis_gingivitis,,,
19,origanum vulgare,vaccinium myrtillus,,,glycyrrhiza glabra_menopause,,calendula_gum disease,,,
20,viola spp,capsella bursa-pastoris,,,glycyrrhiza glabra_hiv infection,,calendula_gingivitis,,,
21,vaccinium myrtillus,apium graveolens,,,portulaca oleracea_high blood pressure,,calendula officinalis_gum disease,,,
22,capsella bursa-pastoris,perilla frutescens,,,portulaca oleracea_heart disease,,calendula officinalis_gingivitis,,,
23,apium graveolens,curcuma longa,,,portulaca oleracea_psoriasis,,mentha piperita_headache,,,
24,perilla frutescens,persea americana,,,portulaca oleracea_multiple sclerosis,,mentha piperita_gum disease,,,
25,curcuma longa,uncaria spp,,,camellia sinensis_liver problems,,mentha piperita_gingivitis,,,
26,persea americana,prunus spp,,,camellia sinensis_inflammatory bowel disease,,krameria triandra_gum disease,,,
27,uncaria spp,harpagophytum procumbens,,,calendula officinalis_insect bites & stings,,krameria triandra_gingivitis,,,
28,prunus spp,avena sativa,,,mentha piperita_indigestion,,urtica dioica_laryngitis,,,
29,harpagophytum procumbens,olea europea,,,mentha piperita_pain relief,,urtica dioica_gum disease,,,
30,avena sativa,ananas comosus,,,mentha piperita_nausea,,urtica dioica_gingivitis,,,
31,olea europea,salix spp,,,mentha piperita_morning sickness,,melaleuca spp_gum disease,,,
32,ananas comosus,cinchona spp,,,mentha piperita_heartburn,,melaleuca spp_gingivitis,,,
33,salix spp,ginkgo biloba,,,urtica dioica_prostate enlargement,,nasturtium officinale_gum disease,,,
34,cinchona,pueraria lobata,,,urtica dioica_hives,,nasturtium officinale_gingivitis,,,
35,cinchona spp,gaultheria procumbens,,,urtica dioica_multiple sclerosis,,coleus forskohlii_glaucoma,,,
36,ginkgo,laurus nobilis,,,urtica dioica_premenstrual syndrome,,origanum vulgare_glaucoma,,,
37,ginkgo biloba,tanacetum parthenium,,,urtica dioica_gout,,viola spp_glaucoma,,,
38,pueraria lobata,oenothera biennis,,,pilocarpus spp_glaucoma,,vaccinium myrtillus_glaucoma,,,
39,gaultheria procumbens,allium cepa,,,origanum vulgare_hiv infection,,capsella bursa-pastoris_glaucoma,,,
40,laurus nobilis,zingiber officinale,,,vaccinium myrtillus_macular degeneration,,perilla frutescens_gout,,,
41,tanacetum parthenium,capsicum spp,,,capsella bursa-pastoris_pregnancy & delivery,,curcuma longa_lice,,,
42,oenothera biennis,melissa officinalis,,,apium graveolens_high blood pressure,,curcuma longa_headache,,,
43,allium cepa,tanacetum vulgare,,,apium graveolens_high cholesterol,,uncaria spp_gout,,,
44,zingiber officinale,thymus vulgaris,,,apium graveolens_gout,,prunus spp_gout,,,
45,capsicum spp,angelica archangelica,,,curcuma longa_liver problems,,harpagophytum procumbens_gout,,,
46,melissa officinalis,eucalyptus spp,,,curcuma longa_pain relief,,ananas comosus_indigestion,,,
47,tanacetum vulgare,anethum graveolens,,,curcuma longa_gout,,ananas comosus_heartburn,,,
48,thymus vulgaris,foeniculum vulgare,,,persea americana_osteoporosis,,gaultheria procumbens_hangover,,,
49,angelica,gentiana officinalis,,,persea americana_high cholesterol,,laurus nobilis_headache,,,
50,angelica archangelica,carica papaya,,,persea americana_psoriasis,,tanacetum parthenium_headache,,,
51,eucalyptus spp,amaranthus spp,,,persea americana_gout,,allium sativum_insect bites & stings,,,
52,eucalyptus,vitis vinifera,,,avena sativa_psoriasis,,allium sativum_headache,,,
53,anethum graveolens,crataegus spp,,,avena sativa_gout,,zingiber officinale_hives,,,
54,foeniculum vulgare,rosmarinus officinalis,,,olea europea_heart disease,,capsicum spp_overweight,,,
55,gentiana officinalis,cichorium intybus,,,olea europea_gout,,tanacetum vulgare_headache,,,
56,carica papaya,arachis hypogaea,,,ananas comosus_overweight,,thymus vulgaris_headache,,,
57,amaranthus spp,symphytum officinale,,,ananas comosus_multiple sclerosis,,angelica_indigestion,,,
58,vitis vinifera,plantago spp,,,ananas comosus_gout,,angelica archangelica_indigestion,,,
59,crataegus spp,plantago ovata,,,salix spp_heart disease,,eucalyptus spp_laryngitis,,,
60,rosmarinus officinalis,hamamelis virginiana,,,salix spp_headache,,anethum graveolens_heartburn,,,
61,cichorium intybus,aloe spp,,,salix spp_pain relief,,gentiana officinalis_hypothyroidis,,,
62,arachis hypogaea,ruscus aculeatus,,,cinchona spp_hangover,,vitis vinifera_heart disease,,,
63,symphytum officinale,aesculus hippocastanum,,,cinchona spp_intestinal parasites,,symphytum officinale_hemorrhoids,,,
64,plantago spp,lycopersicon esculentum,,,ginkgo biloba_hangover,,hamamelis virginiana_hemorrhoids,,,
65,plantago ovata,brassica oleracea,,,ginkgo biloba_macular degeneration,,ruscus aculeatus_hemorrhoids,,,
66,hamamelis virginiana,daucus carota,,,ginkgo biloba_headache,,aesculus hippocastanum_hemorrhoids,,,
67,aloe,crocus sativus,,,ginkgo biloba_parkinson's disease,,lycopersicon esculentum_high blood pressure,,,
68,aloe spp,valeriana officinalis,,,pueraria lobata_high blood pressure,,crocus sativus_high blood pressure,,,
