,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,hypericum perforatum,hypericum perforatum,fucus vesiculosis,lycopersicon esculentum,hypericum perforatum_hiv infection,hypericum perforatum_hypothyroidism,matricaria recutita_gingivitis,,,
1,allium sativum,allium sativum,,angelica chinense,hypericum perforatum_pregnancy & delivery,salix spp_gout,matricaria recutita_gum disease,,,
2,sanguinaria canadensis,sanguinaria canadensis,,,hypericum perforatum_parkinson's disease,zingiber officinale_hiv infection,echinacea_gingivitis,,,
3,matricaria recutita,matricaria recutita,,,allium sativum_high blood pressure,gentiana officinalis_hypothyroidism,echinacea spp_gum disease,,,
4,echinacea,echinacea spp,,,allium sativum_high cholesterol,valeriana officinalis_high cholesterol,portulaca oleracea_headache,,,
5,echinacea spp,glycyrrhiza glabra,,,allium sativum_hiv infection,carthamus tinctorius_high cholesterol,portulaca oleracea_gingivitis,,,
6,glycyrrhiza glabra,portulaca oleracea,,,allium sativum_lyme disease,sesamum indicum_high cholesterol,portulaca oleracea_gum disease,,,
7,portulaca oleracea,salvia officinalis,,,allium sativum_pneumonia,lentinus edodes_high cholesterol,salvia officinalis_gingivitis,,,
8,salvia officinalis,camellia sinensis,,,allium sativum_insect bites & stings,fucus vesiculosis_hypothyroidism,salvia officinalis_gum disease,,,
9,camellia sinensis,calendula officinalis,,,sanguinaria canadensis_gingivitis (gum disease,brassica nigra_hypothyroidism,camellia sinensis_gingivitis,,,
10,calendula,mentha piperita,,,matricaria recutita_insomnia,sinapis alba_hypothyroidism,camellia sinensis_gum disease,,,
11,calendula officinalis,krameria triandra,,,matricaria recutita_heartburn,raphanus sativus_hypothyroidism,calendula_gingivitis,,,
12,mentha piperita,urtica dioica,,,matricaria recutita_indigestion,juglans spp_hypothyroidism,calendula_gum disease,,,
13,krameria triandra,melaleuca spp,,,matricaria recutita_psoriasis,pausinystalia yohimbe_inhibited sexual desire in women,calendula officinalis_gingivitis,,,
14,urtica dioica,nasturtium officinale,,,echinacea spp_hiv infection,pimpinella anisum_inhibited sexual desire in women,calendula officinalis_gum disease,,,
15,melaleuca spp,pilocarpus spp,,,echinacea spp_laryngitis,theobroma cacao_inhibited sexual desire in women,mentha piperita_gingivitis,,,
16,nasturtium officinale,coleus forskohlii,,,echinacea spp_lyme disease,pycnanthemum muticum_insect repellants,mentha piperita_gum disease,,,
17,pilocarpus spp,origanum vulgare,,,echinacea spp_pneumonia,hedeoma pulegioides_insect repellants,krameria triandra_gingivitis,,,
18,coleus forskohlii,viola spp,,,glycyrrhiza glabra_heartburn,ocimum basilicum_insect repellants,krameria triandra_gum disease,,,
19,origanum vulgare,vaccinium myrtillus,,,glycyrrhiza glabra_hiv infection,cymbopogon spp_insect repellants,melaleuca spp_gingivitis,,,
20,viola spp,capsella bursa-pastoris,,,glycyrrhiza glabra_lyme disease,cymbopogon spp_insect bites & stings,melaleuca spp_gum disease,,,
21,vaccinium myrtillus,apium graveolens,,,glycyrrhiza glabra_liver problems,drosera spp_laryngitis,nasturtium officinale_gingivitis,,,
22,capsella bursa-pastoris,perilla frutescens,,,glycyrrhiza glabra_gingivitis (gum disease,angelica chinensis_premenstrual syndrome,nasturtium officinale_gum disease,,,
23,apium graveolens,curcuma longa,,,glycyrrhiza glabra_prostate enlargement,angelica chinensis_menstrual cramps,allium sativum_headache,,,
24,perilla frutescens,persea americana,,,glycyrrhiza glabra_menopause,,allium cepa_hiv infection,,,
25,curcuma longa,uncaria spp,,,glycyrrhiza glabra_gout,,zingiber officinale_hives,,,
26,persea americana,prunus spp,,,glycyrrhiza glabra_psoriasis,,gentiana officinalis_hypothyroidis,,,
27,uncaria spp,harpagophytum procumbens,,,portulaca oleracea_high blood pressure,,lycopersicon esculentum_high blood pressure,,,
28,prunus spp,avena sativa,,,portulaca oleracea_multiple sclerosis,,hypericum perforatum_hypothyroidis,,,
29,harpagophytum procumbens,olea europea,,,portulaca oleracea_heart disease,,brassica nigra_hypothyroidis,,,
30,avena sativa,ananas comosus,,,portulaca oleracea_psoriasis,,sinapis alba_hypothyroidis,,,
31,olea europea,salix spp,,,camellia sinensis_inflammatory bowel disease,,raphanus sativus_hypothyroidis,,,
32,ananas comosus,cinchona spp,,,camellia sinensis_liver problems,,juglans spp_hypothyroidis,,,
33,salix spp,ginkgo biloba,,,calendula officinalis_insect bites & stings,,angelica chinense_premenstrual syndrome,,,
34,cinchona,pueraria lobata,,,mentha piperita_heartburn,,angelica chinense_menstrual cramps,,,
35,cinchona spp,gaultheria procumbens,,,mentha piperita_pain relief,,,,,
36,ginkgo,laurus nobilis,,,mentha piperita_indigestion,,,,,
37,ginkgo biloba,tanacetum parthenium,,,mentha piperita_morning sickness,,,,,
38,pueraria lobata,oenothera biennis,,,mentha piperita_nausea,,,,,
39,gaultheria procumbens,allium cepa,,,mentha piperita_headache,,,,,
40,laurus nobilis,zingiber officinale,,,urtica dioica_multiple sclerosis,,,,,
41,tanacetum parthenium,capsicum spp,,,urtica dioica_hives,,,,,
42,oenothera biennis,melissa officinalis,,,urtica dioica_premenstrual syndrome,,,,,
43,allium cepa,tanacetum vulgare,,,urtica dioica_gingivitis (gum disease,,,,,
44,zingiber officinale,thymus vulgaris,,,urtica dioica_prostate enlargement,,,,,
45,capsicum spp,angelica archangelica,,,urtica dioica_laryngitis,,,,,
46,melissa officinalis,eucalyptus spp,,,urtica dioica_gout,,,,,
47,tanacetum vulgare,anethum graveolens,,,pilocarpus spp_glaucoma,,,,,
48,thymus vulgaris,foeniculum vulgare,,,coleus forskohlii_glaucoma,,,,,
49,angelica,gentiana officinalis,,,origanum vulgare_hiv infection,,,,,
50,angelica archangelica,carica papaya,,,origanum vulgare_glaucoma,,,,,
51,eucalyptus spp,amaranthus spp,,,viola spp_glaucoma,,,,,
52,eucalyptus,vitis vinifera,,,vaccinium myrtillus_macular degeneration,,,,,
53,anethum graveolens,crataegus spp,,,vaccinium myrtillus_glaucoma,,,,,
54,foeniculum vulgare,rosmarinus officinalis,,,capsella bursa-pastoris_pregnancy & delivery,,,,,
55,gentiana officinalis,cichorium intybus,,,capsella bursa-pastoris_glaucoma,,,,,
56,carica papaya,arachis hypogaea,,,apium graveolens_high blood pressure,,,,,
57,amaranthus spp,symphytum officinale,,,apium graveolens_high cholesterol,,,,,
58,vitis vinifera,plantago spp,,,apium graveolens_gout,,,,,
59,crataegus spp,plantago ovata,,,perilla frutescens_gout,,,,,
60,rosmarinus officinalis,hamamelis virginiana,,,curcuma longa_pain relief,,,,,
61,cichorium intybus,aloe spp,,,curcuma longa_lice,,,,,
62,arachis hypogaea,ruscus aculeatus,,,curcuma longa_liver problems,,,,,
63,symphytum officinale,aesculus hippocastanum,,,curcuma longa_headache,,,,,
64,plantago spp,daucus carota,,,curcuma longa_gout,,,,,
65,plantago ovata,brassica oleracea,,,persea americana_osteoporosis,,,,,
66,hamamelis virginiana,crocus sativus,,,persea americana_high cholesterol,,,,,
67,aloe,valeriana officinalis,,,persea americana_gout,,,,,
68,aloe spp,phaseolus spp,,,persea americana_psoriasis,,,,,
69,ruscus aculeatus,trigonella foenum-graecum,,,uncaria spp_gout,,,,,
70,aesculus hippocastanum,carthamus tinctorius,,,prunus spp_gout,,,,,
71,daucus carota,sesamum indicum,,,harpagophytum procumbens_gout,,,,,
72,brassica oleracea,lentinus edodes,,,avena sativa_gout,,,,,
73,crocus sativus,impatiens capensis,,,avena sativa_psoriasis,,,,,
74,valeriana officinalis,petroselinum crispum,,,olea europea_gout,,,,,
75,phaseolus spp,prunella vulgaris,,,olea europea_heart disease,,,,,
76,trigonella foenum-graecum,astragalus spp,,,ananas comosus_multiple sclerosis,,,,,
77,carthamus tinctorius,rudbeckia spp,,,ananas comosus_heartburn,,,,,
78,sesamum indicum,cnicus benedictus,,,ananas comosus_indigestion,,,,,
79,lentinus edodes,arctium lappa,,,ananas comosus_overweight,,,,,
80,impatiens capensis,hyssopus officinalis,,,ananas comosus_gout,,,,,
81,petroselinum crispum,pyrus communis,,,salix spp_pain relief,,,,,
82,prunella vulgaris,sambucus nigra,,,salix spp_headache,,,,,
83,astragalus,cetraria islandica,,,salix spp_heart disease,,,,,
84,astragalus spp,brassica nigra,,,cinchona spp_intestinal parasites,,,,,
85,rudbeckia spp,sinapis alba,,,cinchona spp_hangover,,,,,
86,cnicus benedictus,raphanus sativus,,,ginkgo biloba_parkinson's disease,,,,,
87,arctium lappa,juglans spp,,,ginkgo biloba_macular degeneration,,,,,
88,hyssopus officinalis,origanum onites,,,ginkgo biloba_headache,,,,,
89,pyrus communis,coriandrum sativum,,,ginkgo biloba_hangover,,,,,
90,sambucus nigra,aspalathus linearis,,,pueraria lobata_high blood pressure,,,,,
91,cetraria islandica,panax spp,,,pueraria lobata_hangover,,,,,
92,brassica nigra,psidium spp,,,gaultheria procumbens_hangover,,,,,
93,sinapis alba,corchorus olitorius,,,laurus nobilis_headache,,,,,
