,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,theobroma cacao,theobroma cacao,,aspergillus oryzeae,,,,,theobroma cacao_refreshes,
1,cola nitida,cola nitida,,aspergillus soyae,,,,,theobroma cacao_gladdens,
2,ilex paraguariensis,ilex paraguariensis,,saccharomyces cerevisiae,,,,,theobroma cacao_invigorates,
3,paullinia cupana,paullinia cupana,,saccharomyces carlsburgensis,,,,,theobroma cacao_consoles,
4,,,,saccharomyces ellipsoideus,,,,,theobroma cacao_fights fatigue,
5,,,,saccharomyces sake,,,,,theobroma cacao_builds up resistance,
6,,,,saccharomyces exiguis,,,,,cola nitida_stimulant,
7,,,,saccharomyces beticus,,,,,ilex paraguariensis_stimulant,
8,,,,saccharomyces theobromae,,,,,paullinia cupana_stimulant,
9,,,,leuconostoc mesenteroides,,,,,,
10,,,,lactobacillus plantarum,,,,,,
11,,,,lactobacillus sanfrancisco,,,,,,
12,,,,saccharomyces spp,,,,,,
13,,,,citrus,,,,,,
