,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,dioscoreophyllum cumminsii,dioscoreophyllum cumminsii,thaumatococcus daniellii,thaumatococcusdaniellii,,camellia sinensis_tumors,,,coffea arabica_ward off fatigue,
1,stevia rebaudiana,stevia rebaudiana,,verbena,,,,,,
2,lippia dulcis,lippia dulcis,,thea sinensis,,,,,,
3,ilex vomitoria,ilex vomitoria,,coffeaarabica,,,,,,
4,theobroma cacao,theobroma cacao,,,,,,,,
5,coffea arabica,coffea arabica,,,,,,,,
6,coffea canephora,coffea canephora,,,,,,,,
7,c. canephora,coffea liberica,,,,,,,,
8,coffea liberica,paullinia cupana,,,,,,,,
9,c. liberica,catha edulis,,,,,,,,
10,paullinia cupana,cola nitida,,,,,,,,
11,catha edulis,ilex paraguariensis,,,,,,,,
12,cola nitida,camellia sinensis,,,,,,,,
13,ilex paraguariensis,paullinia yoco,,,,,,,,
14,camellia sinensis,c. canephora,,,,,,,,
15,paullinia yoco,c. liberica,,,,,,,,
16,c. excelsa,c. excelsa,,,,,,,,
