,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,ocimum basilicum l,ocimum basilicum l,,juniperus communis l. ssp. nana,ocimum basilicum l_insomnia,,,ocimum basilicum l_anticonvulsant,,a. pannonica scheele_antioxidant
1,"ocimum basilicum, l","ocimum basilicum, l",,onosma aucheriana,ocimum basilicum l_cough,,,ocimum basilicum l_sedative,,achillea collina bekker ex heimerl s.l_antioxidant
2,achillea collina bekker ex heimerl s.l,achillea collina bekker ex heimerl s.l,,,ocimum basilicum l_flu,,,ocimum basilicum l_antioxidant,,
3,a. pannonica scheele,a. pannonica scheele,,,ocimum basilicum l_headaches,,,"ocimum basilicum, l_anti-oxidant",,
4,origanum vulgare l,origanum vulgare l,,,ocimum basilicum l_constipation,,,achillea collina bekker ex heimerl s.l_antibacterial,,
5,garcinia indi-ca,garcinia indi-ca,,,ocimum basilicum l_inflammatory diseases,,,a. pannonica scheele_antibacterial,,
6,,,,,ocimum basilicum l_respiratory infections,,,origanum vulgare l_antioxidant,,
7,,,,,garcinia indi-ca_hepatic breast,,,,,
8,,,,,garcinia indi-ca_lung cancer,,,,,
9,,,,,garcinia indi-ca_gastric,,,,,
