,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,alyssum alyssoides,alyssum alyssoides,greecesideritis raeseri boiss & heldr. subsp. raeseri,,capparis orientalis veill_atonia,tinospora sinensis_dysuria,,sideritis_stomachic,greecesideritis raeseri boiss & heldr. subsp. raeseri_stomachic,capparis orientalis veill_hiv-1 reverse transcriptase inhibitory
1,a. alyssoides,alyssum,s. raeseri ssp. raeseri,,capparis orientalis veill_atherosclerosis,chromolaena odorata_dysuria,,sideritis_carminative,greecesideritis raeseri boiss & heldr. subsp. raeseri_carminative,
2,sideritis,a. alyssoides,primevere officinale primula veris l,,capparis orientalis veill_colds,,,sideritis_antitussive,greecesideritis raeseri boiss & heldr. subsp. raeseri_antitussive,
3,sideritis raeseri boiss. & heldr. subsp. raeseri,sideritis raeseri boiss. & heldr. subsp. raeseri,,,mimosa pudica_dysuria,,,sideritis_analgesic,greecesideritis raeseri boiss & heldr. subsp. raeseri_analgesic,
4,sideritis raeseri boiss & heldr. subsp. raeseri,sideritis,,,m. pudica_dysuria,,,sideritis_anti-inflammatory,greecesideritis raeseri boiss & heldr. subsp. raeseri_anti-inflammatory,
5,capparis orientalis veill,capparis orientalis veill,,,,,,sideritis_antimicrobial,greecesideritis raeseri boiss & heldr. subsp. raeseri_antimicrobial,
6,primula veris,primula veris,,,,,,capparis orientalis veill_immunomodulatory,,
7,primula veris l,primula,,,,,,capparis orientalis veill_antifungal,,
8,primula elatior (l.) hill,primula veris l,,,,,,capparis orientalis veill_antioxidant,,
9,tinospora sinensis,primula elatior (l.) hill,,,,,,capparis orientalis veill_anti-diabetes,,
10,chromolaena odorata,tinospora sinensis,,,,,,capparis orientalis veill_diuretic,,
11,m. pudica,chromolaena odorata,,,,,,capparis orientalis veill_anti-inflammatory,,
12,mimosa pudica,mimosa pudica,,,,,,capparis orientalis veill_antimicrobial,,
13,tadehagi triquetrum,tadehagi triquetrum,,,,,,capparis orientalis veill_anti-proliferative,,
14,alysicarpus vaginalis,alysicarpus vaginalis,,,,,,,,
15,streptocaulon juventas,m. pudica,,,,,,,,
16,tradescantia zebrina,streptocaulon juventas,,,,,,,,
17,canscora lucidissima,tradescantia zebrina,,,,,,,,
18,rosa,canscora lucidissima,,,,,,,,
19,,rosa,,,,,,,,
