,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,h. hircinumsubsp. majus,hypericum hircinum subsp. majus,,aspergillus glaucus,hypericum hircinum subsp. majus_chronic catarrhal affections,,h. hircinum_fungal pathogens of the respiratory tract,hypericum hircinum subsp. majus_antiseptic,punica granatum_antifungal,h. montanum_anti-inflammatory
1,h. hircinum,hypericum montanum,,penicillium paneum,hypericum hircinum subsp. majus_sore throats,,h. hircinum subsp. majus_fungal-associated pathologies,hypericum hircinum subsp. majus_antifungal,,h. montanum_anticancer
2,h. hircinum subsp. majus,hypericum maculatum,,candida,hypericum hircinum subsp. majus_cough,,h. hircinum subsp. majus_respiratory tract affections,hypericum montanum_antifungal,,h. hircinum subsp. majus_anti-inflammatory
3,hypericum,hypericum hirsutum,,c. parapsilosis,hypericum hircinum subsp. majus_asthma,,,hypericum maculatum_antifungal,,h. hircinum subsp. majus_antimicrobial
4,h. hircinum subsp.majus,hypericum perforatum,,c. tropicalis,,,,hypericum hirsutum_antifungal,,h. hircinum subsp. majus_anticancer
5,h. montanum,punica granatum,,h. hircinumsusbps. majus,,,,hypericum perforatum_antifungal,,h. hircinum subsp. majus_fungal growth inhibition
6,h. maculatum,,,candida glabrata,,,,,,hypericum_antimycotic
7,h. hirsutum,,,cryptococcusneoformans,,,,,,
8,h. perforatum,,,candida spp,,,,,,
9,punicagranatum,,,c. albicans,,,,,,
10,,,,c. lusitaniae,,,,,,
11,,,,c. glabrata,,,,,,
12,,,,c. albica,,,,,,
13,,,,c. krusei,,,,,,
14,,,,bjerkandera,,,,,,
15,,,,aspergillus,,,,,,
16,,,,saccharomyces,,,,,,
17,,,,penicillium,,,,,,
