,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,solanum tuberosum,solanum tuberosum,,cryptanthamilobakeri,,,,,,
1,solanum,solanum melongena,,cryptantha,,,,,,
2,solanummelongena,solanum nigrum,,aster,,,,,,
3,solanum nigrum,quercus,,chrysanthemum,,,,,,
4,quercus,triticum aestivum,,rhododendron,,,,,,
5,triticum,zea mays l,,magnolia,,,,,,
6,triticum aestivum,solanum esculentum,,petunia,,,,,,
7,zea mays l,lycopersicon esculentum (l.) miller,,begonia,,,,,,
8,solanumesculentum,,,garcinia,,,,,,
9,lycopersicon,,,convolvulus argentateus,,,,,,
10,lycopersicon esculentum (l.) miller,,,,,,,,,
