,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,o. tenuiflorum,o. tenuiflorum,,o. citridorum,,,,,,
1,o. africanum,o. africanum,,o.kilimandscharicum,,,,,,
2,o. gratissimum,o. gratissimum,,,,,,,,
3,ocimum gratissimum,o. basilicum,,,,,,,,
4,o. basilicum,o. selloi,,,,,,,,
5,o. selloi,o. americanum,,,,,,,,
6,o. americanum,ocimum gratissimum,,,,,,,,
7,ocimum,ocimum species,,,,,,,,
8,veronica,o. gratissimum trnh-psba,,,,,,,,
9,,o. gratissimum b02 b02a,,,,,,,,
10,,o. gratissimum b02b,,,,,,,,
11,,veronica species,,,,,,,,
12,,o. gratissimum b06 b06,,,,,,,,
13,,o. tenuiflorum b06,,,,,,,,
14,,o. tenuiflorum b07,,,,,,,,
15,,o. gratissimum b07,,,,,,,,
16,,o. gratissimum b09,,,,,,,,
17,,o. tenuiflorum l11 l11,,,,,,,,
18,,o. gratissimum b15 b15a,,,,,,,,
19,,o. gratissimum b15b,,,,,,,,
20,,o. tenuiflorum li79,,,,,,,,
21,,o. tenuiflorum li80,,,,,,,,
22,,o. tenuiflorum b101,,,,,,,,
23,,o. tenuiflorum b102b,,,,,,,,
24,,o. tenuiflorum b102c,,,,,,,,
25,,o. tenuiflorum b102d,,,,,,,,
26,,o. tenuiflorum b105,,,,,,,,
27,,o. gratissimum b,,,,,,,,
28,,o. basilicum c08,,,,,,,,
29,,o. tenuiflorum c13,,,,,,,,
30,,o. tenuiflorum (shyam,,,,,,,,
31,,o. tenuiflorum c16,,,,,,,,
32,,o. basilicum i44,,,,,,,,
33,,o. tenuiflorum i45,,,,,,,,
34,,o. tenuiflorum i46,,,,,,,,
35,,o. tenuiflorum i47,,,,,,,,
36,,o. tenuiflorum i48,,,,,,,,
37,,o. tenuiflorum c73,,,,,,,,
38,,o. tenuiflorum c74,,,,,,,,
39,,o. tenuiflorum c76,,,,,,,,
40,,o. tenuiflorum c78,,,,,,,,
