,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,atropa belladonna,atropa belladonna,,pyrethrum,,,,,,papaver somniferum_pain-killing
1,amanita muscaria,amanita muscaria,,citrus,,,,,,carica papaya_aid digestion
2,lathyrusspp,lathyrusspp,,,,,,,,
3,claviceps purpurea,claviceps purpurea,,,,,,,,
4,ipomoea violacea,ipomoea violacea,,,,,,,,
5,lophophorawilliamsii,lophophorawilliamsii,,,,,,,,
6,papaver somniferum,papaver somniferum,,,,,,,,
7,nicotianatabacum,nicotianatabacum,,,,,,,,
8,carica papaya,carica papaya,,,,,,,,
9,cyperus papyrus,cyperus papyrus,,,,,,,,
