,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,,,,amanita caesarea (scop.) pers,,,,,,
1,,,,agaricus bisporus (lge.) sing,,,,,,
2,,,,macrolepiotaprocera (scop. : fr.) sing,,,,,,
3,,,,boletus edulis bull,,,,,,
4,,,,lactarius deliciosus (l. ex fr.) sfgray s,,,,,,
5,,,,cantharellus cibarius fr,,,,,,
6,,,,amanita muscaria (l.: fr.) lam,,,,,,
7,,,,a. pantherina(dc. ex fr.) krombh,,,,,,
8,,,,a. phalloides (vaill. ex fr.) link,,,,,,
9,,,,a.verna (bull. : fr.) lam,,,,,,
10,,,,agaricus,,,,,,
11,,,,boletus,,,,,,
12,,,,lactarius,,,,,,
13,,,,morchella,,,,,,
14,,,,pleurotus,,,,,,
15,,,,lentinus,,,,,,
16,,,,lactar-ius,,,,,,
