,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,liriodendron tulipifera,liriodendron tulipifera,magnoliaceae,dalbergia,,,,,,
1,tectona grandis,tectona grandis,verbenaceae,terminalia superba,,,,,,
2,swietenia mahogani,swietenia mahogani,meliaceae,acacia melanoxylon,,,,,,
3,swietenia,swietenia,burseraceae,dalbergia frutescens,,,,,,
4,swietenia macrophylla,pterocarpus,ebenaceae,toonia sinensis,,,,,,
5,swietenia mahagoni,d. nigra,euphorbiaceae,cedrela odorata,,,,,,
6,swietenia candollea,diospyros,compositae,thuja plicata,,,,,,
7,pterocarpus,afzelia,moraceae,thuja occidentalis,,,,,,
8,pterocarpus angolensis,pericopsis,siphonia brasiliensis1826,dalbergia retusa,,,,,,
9,pterocarpus dalbergidides,fraxinus,hancornia speciosa1858,entandrophgrama angolense,,,,,,
10,pterocarpus macrocarpum,populus,,eucalyptus botryoides,,,,,,
11,pterocarpus soyauxii,turraeanthus,,eucalyptus spp,,,,,,
12,d. nigra,taxodium,,eucalyptus marginata,,,,,,
13,dalbergia nigra,ochroma,,eucalyptus diversicolor,,,,,,
14,diospyros spp,tilia,,dalbergia cearensis,,,,,,
15,diospyros mannii,fagus,,acacia koa,,,,,,
16,diospyros reticulata,betula,,terminalia spp,,,,,,
17,diospyros ebenum,nyssa,,guaiacum spp,,,,,,
18,diospyros dendro,gossypiospermum,,shorea spp,,,,,,
19,afzelia,caesalpinia,,araucaria arauana,,,,,,
20,afzelia spp,calocedrus,,mora excelsa,,,,,,
21,pericopsis elata,cedrus,,araucaria cunninghamii,,,,,,
22,fraxinus americana,juniperus,,araucaria angustifolia,,,,,,
23,fraxinus excelsior,chamaecyparis,,sequoia sempervirens,,,,,,
24,fraxinus mandschurica,prunus,,knightia excelsa,,,,,,
25,fraxinus pensylvanica,castanea,,dalbergia latifolia,,,,,,
26,populus tremuloides,pseudotsuga,,dalbergia stevensonii,,,,,,
27,populus deltoides,ulmus,,dalbergia sissoides,,,,,,
28,populus balsamifera,abies,,dalbergia cochinchinensis,,,,,,
29,populus nigra,aucoumea,,zanthoxylum flavum,,,,,,
30,populus alba,ocotea,,liquidambar styraciflua,,,,,,
31,turraeanthus africanus,tsuga,,eucalyptus delegatensus,,,,,,
32,taxodium distichum,carya,,castilla,,,,,,
33,ochroma pyramidale,aesculus,,c.elastica,,,,,,
34,tilia americana,chlorophora,,siphonia brasiliensis,,,,,,
35,tilia x vulgaris,dyera,,hancornia speciosa,,,,,,
36,tilia japonica,dryobalanops,,terminalia ivorensis,,,,,,
37,fagus grandifolia,cercidiphyllum,,mora,,,,,,
38,fagus sylvatica,agathis,,,,,,,,
39,fagus crenata,dipterocarpus,,,,,,,,
40,fagus orientalis,anisoptera,,,,,,,,
41,betula pendula,larix,,,,,,,,
42,betula lenta,laurelia,,,,,,,,
43,betula pubescens,khaya,,,,,,,,
44,betula alleghaniensis,acer,,,,,,,,
45,nyssa sylvatica,flindersia,,,,,,,,
46,gossypiospermum praecox,cynometra,,,,,,,,
47,caesalpinia echinata,quercus,,,,,,,,
48,calocedrus decurrens,triplochiton,,,,,,,,
49,cedrus atlantica,pyrus,,,,,,,,
50,cedrus deodara,pinus,,,,,,,,
51,cedrus libani,platanus,,,,,,,,
52,juniperus procera,gonystylus,,,,,,,,
53,juniperus virginiana,nothofagus,,,,,,,,
54,chamaecyparis lawsoniana,entandrophragma,,,,,,,,
55,prunus serotina,chloroxylon,,,,,,,,
56,castanea sativa,picea,,,,,,,,
57,pseudotsuga menziesii,tectona,,,,,,,,
