,NER_tp_in_ground,NER_tp_in_model,NER_fp,NER_fn,MedCond_tp,MedCond_fp,MedCond_fn,MedEff_tp,MedEff_fp,MedEff_fn
0,solanum tuberosum,solanum tuberosum,,cryptanthamilobakeri,,,,,,
1,solanum,solanum nigrum,,cryptantha,,,,,,
2,solanum nigrum,solanum,,solanummelongena,,,,,,
3,quercus,quercus,,garcinia,,,,,,
4,rhododendron,rhododendron,,solanumesculentum,,,,,,
5,magnolia,magnolia,,,,,,,,
6,chrysanthemum,chrysanthemum,,,,,,,,
7,begonia,begonia,,,,,,,,
8,aster,aster,,,,,,,,
9,petunia,petunia,,,,,,,,
10,convolvulus argentateus,convolvulus argentateus,,,,,,,,
11,triticum,convolvulus argentateus foliis ovatisdivisis basi truncatis,,,,,,,,
12,triticum aestivum,triticum,,,,,,,,
13,zea mays l,triticum aestivum,,,,,,,,
14,lycopersicon,zea mays l,,,,,,,,
15,lycopersicon esculentum (l.) miller,lycopersicon,,,,,,,,
16,,lycopersicon esculentum (l.) miller,,,,,,,,
